InsDel1a,InsDel1b,InsDel1c,InsDel1d,InsDel2a,InsDel2b,InsDel2c,InsDel3,InsDel4a,InsDel4b,InsDel5a,InsDel5b,InsDel6,InsDel7,InsDel8,InsDel24a,InsDel9,InsDel11,InsDel12,InsDel13,InsDel14,InsDel17,InsDel18,InsDel19a,InsDel19b,InsDel19c,InsDel25,InsDel28,InsDel29,InsDel30,InsDel33,InsDel38
A[Ins(C):R7]G,0.000332374173258021,1.94735130902688e-05,0.00059111826095039,0.000286967359421719,0.000142819970514628,7.01680771174323e-05,0.00068417703983879,1.11957024336017e-05,5.36284493228429e-05,9.16822356824918e-05,3.58393567313181e-06,2.54372760053034e-05,1.49901570490709e-05,0.000184613513725594,1.99930134620874e-05,8.66452191849513e-05,2.58878560333972e-05,2.92692578545517e-07,0.000433983221139687,6.70302590250657e-05,2.48598192655686e-05,0.000131127244682911,6.56683015822198e-05,0.000234389807585211,9.39624341970724e-05,0.000211962568284588,3.76218944197327e-05,0.000145174705084562,9.02923666280405e-05,0.000628851407271994,0.000233402203107236,0.000984867389433353
A[Ins(C):R7]T,0.00049322075942251,5.32279849553398e-05,0.000578620141304719,0.000320971649889369,0.000264264948062637,0.000137305958342735,0.000751552079438939,2.32662149215043e-05,4.28454184196725e-05,3.8738737034472e-05,1.34705059646971e-05,7.67358932967206e-05,2.044514150038e-05,0.000163745322620423,3.94151349763489e-05,0.000228269101405224,2.93423804411918e-05,1.12198821775781e-06,0.000267125580806819,4.66119044167048e-05,3.76040810529755e-05,7.42962871306941e-05,6.9743493465898e-05,6.63458125023849e-05,0.000114362407518751,0.00014649837643477,1.12399064426035e-05,0.000157393350961667,0.000139497665691613,0.000116744708485839,0.000181194289959992,0.00102190059954657
A[Ins(C):R8]A,0.00159733718745952,1.6564535147792e-05,0.00170946559765064,0.000751494819335061,0.000350522310887957,0.000111822507643346,0.00159573930853166,4.70293219538514e-05,0.000118771270761532,0.000351737352836117,7.61127819805687e-06,0.000170571958151849,1.56341165155918e-05,0.000499518981402135,5.21516871511937e-05,0.000141953527567308,4.32216014450526e-05,2.43910482121264e-07,0.000589805223699594,5.37910039761573e-05,0.00010546475395088,0.000210196403016429,9.5961346451643e-05,0.000638890579969192,0.000178304789650723,0.000408893918854816,0.000168621627182321,0.000501259202067901,0.000510190442231569,0.000356040346914309,0.000879162569600101,0.00192671788578373
A[Ins(C):R8]G,0.000163943147651222,1.75858331236517e-05,3.10364026993911e-05,1.78800741877169e-05,1.93726406191758e-05,1.32368229298838e-05,0.000189411691458349,1.08994334285452e-05,5.10359540606341e-05,6.89562912035394e-05,6.26703260843549e-06,5.13811534870112e-06,4.9078094253186e-06,2.36371026871735e-05,1.58764578878877e-05,4.44506147643639e-05,1.70281285482447e-05,9.75641928485056e-08,0.00023726621211867,1.31575664325928e-05,2.5425495573887e-05,0.00017556140844726,3.64234997117773e-05,0.000123627229397187,5.51396539178225e-05,0.000210104097145519,1.05449848327e-05,8.21166683218122e-05,5.26858530660159e-05,4.84224633576838e-05,0.000127564511682793,0.000208294493943542
A[Ins(C):R8]T,0.000261784831292011,1.18883674493332e-05,0.000316281909573791,4.74452590997717e-05,0.000127622151700235,4.63868348208361e-05,0.000447355426075817,3.90701834384817e-06,7.92253917664887e-05,0.000153875151880877,4.33697212702886e-06,5.98966120117419e-05,8.39890802429135e-06,0.000113223468614849,2.20713432390903e-05,0.000116112422784827,2.96701281809185e-05,1.46346289272758e-07,0.00014153882015621,1.42499142089054e-05,9.68819159246679e-05,0.000164917483286978,6.31831412138495e-05,0.000219233198438265,5.69049484128894e-05,7.93331083957711e-05,2.22665300279888e-05,8.20061479068434e-05,4.1729913950144e-05,9.01845500880507e-05,0.00024595262278838,0.000492317450668903
A[Ins(C):R9]A,0.000249883409908989,9.58184056003207e-07,7.55338865662764e-05,2.54846700559368e-05,1.98445306892367e-05,9.64695151232209e-06,0.000113852553154309,2.65988913043688e-06,4.88953839331683e-05,5.08006471612382e-05,4.01979058341033e-06,5.98055375890175e-06,5.0891849910369e-06,8.75096822411733e-06,8.59876508192433e-06,0.000154964217358129,1.31710329617504e-05,4.87820964242528e-07,4.56159741187532e-05,1.01521852462859e-05,3.64585471361302e-05,0.00013328137239392,4.28071817954583e-05,0.000316633813789116,0.000162655495047791,0.000179938749634178,1.39605145320961e-05,0.000252109346589921,0.000121461232813513,0.000113714491333259,0.000224150690795747,0.000147285330657744
A[Ins(C):R9]G,1.9430133863963e-06,2.81143824815312e-07,4.02507726053007e-07,2.86872559581627e-06,1.41064066084652e-06,2.8083126956571e-06,3.8793648741941e-07,3.27995449692532e-07,3.70044075383698e-06,5.32364666247282e-06,8.25319322680865e-07,2.33852554182944e-06,8.93160348831273e-07,9.51004678865387e-07,4.03162949931651e-06,3.68790731996345e-06,7.07977271859809e-06,0,9.56221474605374e-06,0,6.47455139520957e-06,5.15301138712034e-06,8.83939742398994e-06,7.99789299757458e-06,6.72145239715084e-06,5.35748194813105e-06,5.11778724526919e-06,4.10153539995294e-06,8.26516781582958e-07,4.88495409429468e-05,6.79761195250203e-07,1.95718701711419e-06
A[Ins(C):R9]T,2.98492180745718e-05,9.40971168769617e-07,6.16244423621661e-06,2.81514307750361e-06,4.97718285180811e-06,5.40467726334008e-06,2.24288542858012e-05,2.63422803551072e-06,1.82373659214054e-05,1.06054407568444e-05,1.9581105498899e-06,5.93881131515307e-06,3.09710209697124e-06,3.37703702290974e-06,7.07245479166231e-06,4.81951798783491e-05,1.27231461791656e-05,4.87820964242528e-08,8.93525821317569e-05,3.93815120051471e-06,5.98151485795937e-05,2.92285563925186e-05,3.2159859648507e-05,3.68507331969937e-05,3.57232409537159e-05,8.40065276770786e-05,9.96020929929419e-06,1.412205302379e-05,7.76007422708444e-06,5.95773231441977e-05,1.09670643224842e-05,7.96065620777363e-06
A[Ins(T):R0]A,0.00521336125972357,0.00466326950829173,0.00287658515216915,0.00377844959172862,0.00055984949155268,0.000142061544464154,0.0001856208033269,0.00204610326715955,0.000815775892016756,0.00289827359998096,0.00231545116078617,0.0020605683010584,0.00145334716645653,0.000224430634792647,0.00156327200529729,0.000945582527263756,0.00354796307530312,0.000186591518822767,0.000546173860188513,0.0200268989595063,0.0335844576882662,0.000782201785885914,0.00175381653939593,0.00786231567948037,0.00367564724792068,0.0128891269292444,0.000949524265727878,0.00199090247520171,0.000472648213308112,0.00160254762761604,0.00107650888690005,0.00198301627964417
A[Ins(T):R0]C,0.000146051077921041,7.01023520733364e-05,6.60163621072002e-05,4.15676690140907e-05,1.03443037050834e-05,1.78533180923201e-05,1.10527869398092e-05,0.00124800449003096,7.3481569086206e-05,0.000208233267330717,0.00126042335420307,0.000576351202524668,0.000364082489055541,5.40843477232288e-06,9.23689017236617e-05,0.000448889400617506,0.000963575193242755,2.92692578545517e-07,0.000324318450136989,0.000674609290092223,0.00114802352288192,0.000996453017534832,0.000273132080296238,0.00109020175896516,0.000984249854387405,0.00125530947648841,0.000251448472724667,0.000929636330486937,0.000136972197747887,0.00246146166266368,4.51248766044712e-05,7.28050486442097e-05
A[Ins(T):R0]G,0.00089831675970159,0.00389160429835171,0.000854623255583421,0.000328502054578387,0.000158022523022514,0.000821477827132696,7.7808489340744e-05,0.00363584448993331,9.30358351314325e-05,0.000409418562193192,0.00091650038568089,0.000934397013778968,0.000823461072087451,0.000144561337080318,0.000672623949305512,0.000615113066860328,0.00069489054699831,4.87820964242528e-07,0.000972293813541744,0.00122445726624745,0.00129205668629995,0.000652214961755891,0.000149086066079766,0.00153891417790267,0.000718045636309268,0.0030811453780634,0.000315263104135546,0.0158491555485074,0.000513579161036059,0.00220637432209441,0.000241332500012707,0.00103924487101499
A[Ins(T):R1]A,0.00210693052813221,0.000251285203094111,0.00109011575049697,0.00124868288502606,3.63589080063072e-05,9.01806167634888e-05,0.000181513440692556,0.0010325110130176,0.00159984899286078,0.00342081128323808,0.00694731473662845,0.00878292038697462,7.22103376221489e-05,3.60562318154859e-05,0.00121917278138927,0.00182403071932025,0.0015013323029928,0.0293210156588578,0.00129172591180378,0.00356006018923635,0.00993602872201129,0.00739989330309783,0.00185253394047411,0.00591648663479266,0.00352135977845918,0.00222625470774349,0.00125060556185036,0.00329716781981007,0.000664675612229219,0.00124956800339612,5.26007475175378e-05,0.000443490004049019
A[Ins(T):R1]C,0.000201250490722334,0.000199388348084835,0.000222925592302029,0.000181240807326484,2.05755904780269e-05,4.78837184746533e-05,1.9794969713322e-05,0.000778078457432567,0.000350200674440437,0.00068142677279652,0.00192897408067729,0.00187238482641223,0.000469825968033726,5.99068253489353e-06,0.000432266643982597,0.000324932448714936,0.00107395873505045,0.0324619972834226,0.000764631376320841,0.00183320463450144,0.00189685447479362,0.000809065025576148,0.000567600027925665,0.000978273332718529,0.000534000214896523,0.00294203851062147,0.000504063492532241,0.00562809249168632,0.000114793997442077,0.00169020021773432,9.22597432183232e-06,0.000119530209293731
A[Ins(T):R1]G,0.00135958739460592,0.000588175832029945,0.000439561364505165,0.00091612504598462,6.13770698273021e-05,0.000247952816213724,7.88463895921731e-05,0.0110708472098251,0.00023655608128271,0.00113359354804828,0.00488136569845461,0.00674097585667145,0.000482529116373886,8.96747813286582e-05,0.000932549637716098,0.000475250726963278,0.0010280340051411,0.0443739510629716,0.000761022993397802,0.00191019520551121,0.00271054754245914,0.00191529408077595,0.000278014065948795,0.00097647342694383,0.000572328931894949,0.0010563864744369,0.00120017267740598,0.000809905880937413,0.000530853361771143,0.00255909973346596,5.78210130501223e-05,0.000437996030046471
A[Ins(T):R2]A,0.001445146855961,0.000427849262707205,0.000835249386870553,0.000831382232407059,0.000138021484592172,0.000135024204277513,0.000114128192237475,0.000696000745463206,0.000254688969888019,0.00170094696122817,0.0108818331118496,0.00311985680914962,7.78063072821045e-05,9.10312029681283e-05,0.000500643929551754,0.000825025043002493,0.000408436914774663,0.0168020174714054,0.00183364488712888,0.00128058684433254,0.00354975276919982,0.0168576121371834,0.000689037212655909,0.00241627240392975,0.00157799702311257,0.00254588752905571,0.00141335339917146,0.00213288436829828,0.000350746171544421,0.00104797721463802,0.000213521629277531,0.000766269220957421
A[Ins(T):R2]C,0.000608400958310549,0.000269278407882291,0.000281719742995556,0.00013462401639447,5.8713479670087e-05,0.000261835418596029,6.55102220992199e-05,0.000356135406388557,0.000231320066952757,0.000524395937280813,0.00448310219533883,0.0025669069898056,0.000262940462454697,8.24721608583398e-05,9.7391335429949e-05,0.000627088464233114,0.000225788684836612,0.0205108226983485,0.00108544668803671,0.00253854024273989,0.000921579672552013,0.000601740792841065,0.000430474532244382,0.00073163890640044,0.000526981045993737,0.00175247774762306,0.000412798456202205,0.00210956456073987,0.000291236963270448,0.000412790823184623,0.000113809299783769,0.000349790706137016
A[Ins(T):R2]G,0.00106455771572659,0.000594596238968074,0.00169519440599654,0.00127424998972555,0.000235356281902269,0.00134847028889285,0.000153823623165084,0.0190438646450269,0.000127566802953843,0.00100303864711339,0.00784036526505732,0.00319087019288515,0.000150601924040689,0.000333116883805834,0.000545631158663496,0.000680542517538394,0.000608078496169606,0.0187647651210352,0.000721872038682827,0.000647087825334936,0.000978293843486007,0.00346711078866776,0.00019384250873288,0.000677413823012675,0.000188494730662599,0.00124166454506346,0.000724360652167429,0.000570567782299441,5.75806691169461e-05,0.00139904515823819,0.000444838730641104,0.00108498566717486
A[Ins(T):R3]A,0.00182763628557809,0.000866846738712698,0.00167186424298898,0.000750971359348468,0.000211758819840792,0.000264279445446731,0.000142291020043467,0.00059366709828986,0.000334694296967694,0.00208596547621836,0.00526512947386213,0.00184636031011873,0.000124236927941571,0.000141839867908599,0.00018199893753234,0.000265591135539937,0.000213862250204821,0.0154373383239369,0.00179117121313894,0.00267274704040528,0.0012587652962104,0.00296845134246823,0.00124615481059177,0.00183680734939022,0.000785278425097073,0.00138548720735012,0.000698259036021385,0.000757973565948189,0.000169187985190032,0.000718852924109218,0.000175759204867361,0.000869269691543006
A[Ins(T):R3]C,0.000642035894627449,0.000452383364644149,0.00060558815895027,0.000663273263799354,7.82444031654275e-05,0.000267713667457812,0.00014673527489057,0.00022172865651505,0.000323026853435241,0.000881281155993377,0.00321219243091817,0.00160237003425628,0.000123518284418577,0.000100273847080639,0.000138287958601483,0.000186311429577818,0.000149480369447959,0.013294048135441,0.000444492636403039,0.00231998519939053,0.000479020685544095,0.000224958513506581,0.000840920556401495,0.000349475081557471,9.92309204578282e-05,0.00325626542077022,0.000380435536271252,0.000108322286715523,4.81032766881282e-05,0.000475632239301902,0.000116007820246197,0.000536559440595785
A[Ins(T):R3]G,0.00136810618943385,0.0011243285812109,0.00137424544481433,0.00120205785062969,0.000235157170919729,0.000409010211647559,0.000161225042990849,0.00971196626083718,0.000158263696246014,0.000713653250234446,0.00347593859407606,0.00213876138511872,0.000261481837106862,0.000103663822942717,0.000197245527031511,0.000466154575668508,0.000431708058146513,0.012505729457225,0.000636729236627949,0.000993122703782864,0.000503087927698009,0.00126248778984448,0.000491661300555678,0.000491734842032742,7.9909484538464e-05,0.000539162454495304,0.000509650902594577,0.000443899106699098,0.000331938323003511,0.000377333215093853,0.000148951075784847,0.000803259560925357
A[Ins(T):R4]A,0.00266091782379677,0.0047064853305062,0.00295259797197909,0.00321351261422953,0.000505014386132391,0.00219039779868555,0.000247785923960038,0.000381014537767511,7.13264207285872e-05,0.000622364428692105,0.00273602741453161,0.00156066933295135,0.000232307805985737,0.000331965327119861,0.000307573934535334,0.000373153382136022,0.000265253306564219,0.00742195206046794,0.000576634626030502,0.00141950688518582,0.00106803311120564,0.000165466574664294,0.00345552126812905,0.000730165671836149,0.00060468962016846,0.00050334904974373,0.000362657959524527,0.000657522788787665,0.000388141464151152,0.000594654694909145,0.000250101043872763,0.00263705310911557
A[Ins(T):R4]C,0.00275489948658007,0.0026970356619696,0.00329777891727658,0.00419108856525442,0.00040326068594679,0.00216534155593161,0.000421700573631475,0.000177176330069616,0.000161385867203782,0.000646345950214093,0.00177174157949189,0.00123789778404849,0.000291345552627042,0.000170456267202348,9.1238913116188e-05,0.000214032542980113,0.000298798445802935,0.00565828414634551,0.000721436025746293,0.00189397716556968,0.000449767814613926,0.000293869481359752,0.0027256555795634,0.000526589316097797,0.000284110130734514,0.00150590645131873,0.000213756485347163,0.000276374717698625,0.000820896467468194,0.000520383869129111,0.000191956299247886,0.00306556329509342
A[Ins(T):R4]G,0.00260177294213056,0.00261522854657742,0.00320400480717525,0.00395699066447858,0.000368753835519531,0.00235650220891677,0.000710781315791816,0.00282214236739353,0.000544307379222631,0.000545230145681591,0.00176898512083902,0.00194603083017964,0.000267837602729091,0.000289543186433603,0.000276382474476842,0.0013023309026762,0.000456727540747322,0.00586253478407386,0.000452746812339491,0.0010220385742233,0.000497071905009542,0.00129575005597036,0.00132675763040666,0.000675776960650684,0.000450374753482514,0.000342903059288062,0.000258642012847933,0.000707662217045173,0.00030706935139766,0.000764499383162692,0.000212560950196067,0.00269235229882069
A[Ins(T):R5]A,0.00691627689062726,0.0210791312114181,0.00892107424451421,0.00963635428452803,0.000984723038564101,0.00858237911747157,0.000835744506063883,0.000356824523428665,0.000154796507174625,0.000924247002406071,0.00173159761609718,0.0029629953463854,0.000154775848298836,0.000508567542927122,0.00037739260431987,0.000401641951111885,0.00081556283859042,0.00408769576987027,0.00122491068801218,0.00212770919393636,0.00122206251557067,0.000165297623471274,0.0013097619602097,0.000888880544910113,0.000583454031501212,0.00147765405781373,0.000407927996965071,0.000366854097419742,0.00061015305520413,0.00207647155657689,0.000651983373678112,0.0103185719078738
A[Ins(T):R5]C,0.0101783716009758,0.0135134533459437,0.0124993322638839,0.0141562416690776,0.000737947312822203,0.0062136335924748,0.00118861357679156,0.000256638010052596,0.000511968005333222,0.00171825718339482,0.000662310665085486,0.00298454013951114,0.000325678880302423,0.000205404071795755,0.000726648728219408,0.00114143306907142,0.000858784440035473,0.00388246949021343,0.00168239350293816,0.00331274885320866,0.00179520449059884,0.000367975698398298,0.00023132014044925,0.000701903644863425,0.000150699346300033,0.000537515861173392,8.86115172144104e-05,0.00196898259289956,0.000194268177751177,0.00257462705424446,0.000204248334563101,0.00899363379331933
A[Ins(T):R5]G,0.00812745967197699,0.00814161533468124,0.00962959229057489,0.0103988046679919,0.000864604382761599,0.00696682107043634,0.000906927448553701,0.002805867634426,0.00032088385360275,0.00140740978959358,0.00134570203548494,0.00484523708167374,0.00010363936999941,0.000301800580072312,0.00036346708709666,0.000375162158469522,0.00110497252357913,0.00349631041491905,0.00142275531669664,0.00253631185327621,0.000840087618753656,0.000601255058161131,0.000592127736300693,0.00112780401126159,0.00177728534696565,0.000594571530508008,0.000270321502268559,0.00156124822198747,0.000285038087408576,0.00288713599300374,0.000641303987297927,0.0097278114128327
A[Ins(T):R6]A,0.0174294114939384,0.0413782833883624,0.0215794454630169,0.0188231636056094,0.00235546605966263,0.0141704213167148,0.000948623815047999,0.000476471944631371,0.000501838565081911,0.002920622871347,0.00061921173486094,0.00494978387811801,0.00056792500037443,0.00131565351372421,0.000898855217506187,0.00286453565440468,0.00086332021582899,0.00307868688743102,0.00569547160572499,0.00211333579693535,0.00202055795651271,0.000176089380925448,0.00127748432044894,0.00209107092177607,0.000650388190542567,0.000661942622712246,0.000555249375608678,0.0018500012261626,0.00103920710004364,0.00120252845793357,0.000884008027578619,0.0198858923364514
A[Ins(T):R6]C,0.020598325152182,0.0270635127654042,0.0258815626773478,0.0267353561028013,0.00155684374292927,0.0105479131991346,0.00194634881936771,0.000403211384878638,0.000813499258407862,0.00317311941470155,0.000402838900824924,0.0069077881488102,0.000494594401905198,0.000808181459180002,0.00034178027025218,0.0016457080386995,0.0017857583254054,0.0017006414455423,0.00825118398561169,0.00299613137531065,0.00180069580517959,0.000289371155845586,0.00288821569048399,0.00225763583844468,0.000536850439479608,0.00139944087502294,0.000584484146967097,0.00240988536834839,0.000550368341336296,0.00276462573711685,0.000388172936064236,0.0193847040634134
A[Ins(T):R6]G,0.0235727777211633,0.0101275636745149,0.0291770539241307,0.0256967084460965,0.00235111224507265,0.0142958747383384,0.00253740408746762,0.00224021545331507,0.000567870658559933,0.00379628741270119,0.000585956220976446,0.00775430403681155,0.000369469648190258,0.00209869480840033,0.000761430673999351,0.00238843506053108,0.00232033385822222,0.00169449490139285,0.00574296694594949,0.00251327376373996,0.00160977453617206,0.000956432703688139,0.000863675674087236,0.00144815100728852,0.00099412381407735,0.00093201419576532,0.000183680598495489,0.000951384292143574,0.0007148543643911,0.00235467192932004,0.00156531352008566,0.0282665588994756
A[Ins(T):R7]A,0.0241169589291923,0.0341782818369075,0.0285360731079776,0.0202139844247902,0.00512927021075821,0.014127382599978,0.000925585832417917,0.000225244226519934,0.000420888082747317,0.00497735851400348,0.000223105929320788,0.0056966150156799,0.000699398660971719,0.00338408222083685,0.00091641368348829,0.00187610438273481,0.00114276889877301,0.0018917209172361,0.00147104750814998,0.0016253109054489,0.00408807177371591,0.000172752594863297,0.001774227832848,0.00225631746590322,0.000589416580781239,0.00147508730940016,0.00051724897921698,0.000694608528032748,0.000319136496408771,0.00150526545480148,0.00174268762724008,0.0265941005476321
A[Ins(T):R7]C,0.024877563221959,0.0228648076082889,0.0292155469098311,0.024392963340906,0.00253926265618576,0.00879460211567416,0.00144261669340525,0.000266202133414256,0.000943369421725879,0.00565690192123544,0.000206410744329303,0.00684566305951742,0.000634518030034774,0.00158595448984145,0.000511778681591997,0.00116134055760726,0.00265190391644406,0.00110564621545569,0.00600031982300641,0.00223371442162026,0.00355319094665038,0.000769424851913751,0.00205569874509118,0.00197650458167651,0.00108635291720787,0.00190887989859697,0.00056338716800592,0.00288906504751475,0.00155009548977966,0.00225975902025229,0.000628436596098113,0.0217746783879228
A[Ins(T):R7]G,0.0251169811085229,0.00554244641189276,0.0296641825307933,0.0182854094518235,0.00379098819693054,0.00973077368524635,0.00147394086328854,0.00172441298177305,0.000445634628432038,0.00315211779602836,0.000313944997255074,0.00775702109042283,0.000523470458882643,0.00325534939700567,0.000624194855103366,0.00146322873628097,0.00239796791848732,0.00188933059451131,0.00295685931642674,0.00164762329611462,0.00240652725288846,0.000180144209557936,0.00197985424181099,0.00137279982206272,0.000712210940743318,0.00198157820448975,0.000475054019966658,0.0014954148948044,0.00129995477759347,0.00259268633499272,0.00184239695226447,0.0273193298487446
A[Ins(T):R8]A,0.0269416638651485,0.0181837916132594,0.028996348335271,0.020957017327964,0.00520612616245104,0.00217747889794763,0.00100208078242407,0.000129807348532015,0.00109972094011682,0.00485937612452619,4.27526197636566e-05,0.00524862467375814,0.000259128527245778,0.00323286600747767,0.00177447371730128,0.00188629248424164,0.00123220925462705,0.000715047969386698,0.00149056284579209,0.000890565495601587,0.00457391839176039,0.00086327723963655,0.00140621798313277,0.0038868865859175,0.001798441483682,0.00275889737912225,0.000636727432377912,0.00121076342602922,0.000665419477332644,0.00253358693200346,0.0019944140890427,0.0328080093883508
A[Ins(T):R8]C,0.0243517811990087,0.0213574004840654,0.0268297409565488,0.0164540249236116,0.00392554550545353,0.00272923948547525,0.00124161454864733,0.000105223553027393,0.00114785825608204,0.00410911024771681,4.98471293923486e-05,0.00512316775907148,0.000476161919518524,0.00236441543545202,0.000299246461081509,0.0022592758929956,0.00130243579443383,0.00111789052165818,0.00104572440602559,0.000549019691580488,0.00275471441410863,0.000677071906029009,0.00204538709626413,0.00347309058585418,0.00126386227410888,0.000996703520169533,0.000365436644636173,0.00238945137162528,0.000269931197345199,0.0045376485008504,0.001420839103664,0.0261139813021466
A[Ins(T):R8]G,0.0286269103341675,0.00522777762037549,0.0283051763341894,0.0155374918261414,0.00405622325630335,0.0016068350568933,0.000751514646970854,0.000394849133890247,0.000768039477380751,0.0039183713538524,0.000118320583106377,0.00442732786262431,0.000945244857398571,0.00324543393325641,0.000754959778904778,0.00197091347496745,0.000581856569288963,0.0013059942854701,0.00121202575399116,0.000634251314161816,0.00242994845803288,0.000135519975701439,0.00324805748941503,0.00417601807322321,0.00130308688034666,0.00237779577622661,0.000476229579001279,0.000747474126526153,0.00023974496777783,0.00249754971861841,0.00257577590791438,0.031345745007657
A[Ins(T):R9]A,0.0242107864140492,0.0125242746176619,0.0197546155465415,0.00975446252008566,0.00334150506501772,0.000533480061489861,0.000598364808231288,9.59417017099206e-05,0.000476783446858952,0.00279387655410932,5.04577578062537e-05,0.00310307634676265,0.000231926764881287,0.00259345445346175,0.00102822829730257,0.00116102636438587,0.000459071305934307,0.000348401732662014,0.000829507094291316,0.000219341533748301,0.00386879735849144,0.000519651631932308,0.00311763368212049,0.00622194583876885,0.00268808963530196,0.00514315240194621,0.000681480784586885,0.00358733302928758,0.00110826716890479,0.00332856135142885,0.0031767854542395,0.0282704534872889
A[Ins(T):R9]C,0.0256996956527732,0.0166300932976356,0.0211459089768162,0.0106598463320147,0.00286020441229322,0.000751968776225683,0.000643127234156858,0.000129065509605968,0.000595865719863748,0.00534818063789374,3.88903411032678e-05,0.00352137168341675,0.000399545222564513,0.00199020264197467,0.000350244569048873,0.00287798930513058,0.000705308920486858,0.00112257360291491,0.00147507686908071,0.000280433220340753,0.00382031149307844,0.000656840000664823,0.00340751409437797,0.0071810957570162,0.002946516694601,0.00606645539260039,0.000519499964489406,0.00361466841192319,0.000340671850328905,0.00191619543993603,0.00265188437491009,0.0283138710513451
A[Ins(T):R9]G,0.0209087503329222,0.00193576129828959,0.0151815163744385,0.00556421890992772,0.00195621777066265,0.000185616884762836,0.000234511009596678,0.000267507116732592,0.000475070504815974,0.00279370077332329,8.03429480776036e-05,0.00160447802766559,0.000428281818497729,0.00240543802503491,0.0005177022753151,0.00264667613497382,0.00017589620495918,0.000169371438785006,0.000471284879606604,0.000221788392767241,0.00235351124990885,0.000518722400370696,0.00273473053721188,0.00598422328357549,0.00218475239400418,0.00204853764836351,0.000306473447231032,0.00265269872003483,0.000233307320401278,0.00152401619449731,0.00305497450140269,0.0205198115258252
C[Del(T):R1]A,0.000960558202854536,6.62409277039343e-05,0.000491217371854386,0.000632269594357213,0.000136391614751441,0.000129848033589645,0.00028985661513518,0.00808927199308997,0.000977623403175383,0.00609036059854596,0.00771596321133401,0.00782577374135262,0.00132765694774258,5.11429182856497e-05,0.00316556754200342,0.00454889461004413,0.00774018336029615,0.000188737931065434,0.00564424760314668,0.00962359340799007,0.00194724378583461,0.00423058011102754,0.00025713165204775,0.00409792086292102,0.00231516409560275,0.000593772448454728,0.00680568674940687,0.00158399086737883,0.000155954533164909,0.00263693970763712,8.98313808489929e-05,6.4786682625485e-05
C[Del(T):R1]C,0.000511029238710637,9.16586245188697e-05,0.000353682010372425,0.00130545562404441,0.000221800758874025,0.00023463982442535,0.000675278321289652,0.0021622173888736,0.00168233261906647,0.0060412842771905,0.00694135517592454,0.00585099470042488,0.00138683720375695,0.000239646709654493,0.00296429510358786,0.00844696114016002,0.00857203347000386,0.000190933125404526,0.00600215408432562,0.00257489357673557,0.00213705418632581,0.000764778694105692,0.000358881891016237,0.00362995529604415,0.00298935956094713,0.00153832981099579,0.00832820792765111,0.00360581449867958,0.000959145174467637,0.00115201128070531,0.0003773733709092,0.00011386310585833
C[Del(T):R1]G,0.00174910956674777,4.08002803726875e-05,0.000643630234096787,0.000622068307216918,5.71155622604327e-05,6.57469716354722e-05,0.000335534435052994,0.00442898927604507,0.00177363364480969,0.00633357424229567,0.00940500240044934,0.0116467299948617,0.000439867754319642,7.82605687090788e-05,0.00210603219081821,0.00635211646683274,0.00849627842652311,0.000385280997558749,0.0112477054443342,0.00303816871721368,0.000484395398323131,0.00195214655975351,0.000163631909942028,0.003808099801325,0.00247754744488772,0.00119233333557722,0.0109278315667186,0.00162598862506697,0.000333674008244835,0.00155769431264949,6.83178779160025e-05,6.45954158234755e-05
C[Del(T):R2]A,0.000413068670885594,0.000114385373296287,0.000837188047500467,0.000249941839267671,0.000137470009300264,0.000343690447957535,0.000225081430591071,0.00818859769337261,0.000445712378992854,0.00251374057478074,0.00580367892140427,0.00556576763359825,0.00054343244026258,5.42072666953271e-05,0.00130353032338229,0.00308550620179819,0.00431568106700096,3.90256771394023e-07,0.00120598171259507,0.0260246329476854,0.00157223033171996,0.000273384149206036,0.000903791580317895,0.00205184758551242,0.000814897564444464,0.000958807659157894,0.00621306481004253,0.00136093610987959,0.000139607867929157,0.00169833502888219,9.02580154997135e-05,2.3939678434272e-05
C[Del(T):R2]C,0.000547023283058822,0.000273311961124029,0.000447076540402991,0.000729324021950153,0.00011675743756679,0.000468176856247335,0.000341407929590589,0.00512073354570807,0.000253221428052617,0.00284699583354336,0.00800496198806837,0.00587782845091196,0.000362975945688218,0.000136198534031247,0.00208015568761282,0.00241150508411504,0.00438731133667692,3.4147467496977e-07,0.00294777821940375,0.00287546969007153,0.000618766369199083,0.000916285676446681,0.00127155409179741,0.00275881142001972,0.00114452087766767,0.00218793509109753,0.00695232422104822,0.00257330822194891,0.000235052189162398,0.00203717025021876,0.000145203000244186,4.33087398412142e-05
C[Del(T):R2]G,0.000674950095577311,9.91232799491701e-05,0.000426676022236962,0.000340566364663091,8.27488083796448e-05,0.000435550091297318,0.000141004704322024,0.00922788603484288,0.000398726743209729,0.00304110804439674,0.00562907156049105,0.00515960227162075,0.000469678124085199,0.000110778028012052,0.00139985064664565,0.00385503236020207,0.00415745478600318,4.39038867818275e-07,0.00175571885092008,0.00112153150942512,0.000802702560003902,0.000812781951822596,0.000152654803480791,0.00182703818548254,0.00128085768567287,0.000943255827378517,0.0056751614388263,0.00118027207154394,0.00050495583594821,0.00100785225865116,7.93307603963986e-05,2.64360399708439e-05
