"","A[Ins(C):R0]A","A[Ins(C):R(9,)]A","A[Ins(C):R(9,)]G","A[Ins(C):R(9,)]T","A[Ins(C):R7]A","A[Ins(C):R7]G","A[Ins(C):R7]T","A[Ins(C):R8]A","A[Ins(C):R8]G","A[Ins(C):R8]T","G[Ins(C):R(9,)]A","G[Ins(C):R(9,)]G","G[Ins(C):R(9,)]T","G[Ins(C):R7]A","G[Ins(C):R7]G","G[Ins(C):R7]T","G[Ins(C):R8]A","G[Ins(C):R8]G","G[Ins(C):R8]T","T[Ins(C):R(9,)]A","T[Ins(C):R(9,)]G","T[Ins(C):R(9,)]T","T[Ins(C):R7]A","T[Ins(C):R7]G","T[Ins(C):R7]T","T[Ins(C):R8]A","T[Ins(C):R8]G","T[Ins(C):R8]T","A[Ins(C):R0]G","A[Ins(C):R1]A","A[Ins(C):R1]G","A[Ins(C):R1]T","A[Ins(C):R2]A","A[Ins(C):R2]G","A[Ins(C):R2]T","A[Ins(C):R3]A","A[Ins(C):R3]G","A[Ins(C):R3]T","G[Ins(C):R0]A","G[Ins(C):R0]G","G[Ins(C):R0]T","G[Ins(C):R1]A","G[Ins(C):R1]G","G[Ins(C):R1]T","G[Ins(C):R2]A","G[Ins(C):R2]G","G[Ins(C):R2]T","G[Ins(C):R3]A","G[Ins(C):R3]G","G[Ins(C):R3]T","T[Ins(C):R0]A","T[Ins(C):R0]G","T[Ins(C):R0]T","T[Ins(C):R1]A","T[Ins(C):R1]G","T[Ins(C):R1]T","T[Ins(C):R2]A","T[Ins(C):R2]G","T[Ins(C):R2]T","T[Ins(C):R3]A","T[Ins(C):R3]G","T[Ins(C):R3]T","A[Ins(C):R4]A","A[Ins(C):R4]G","A[Ins(C):R4]T","A[Ins(C):R5]A","A[Ins(C):R5]G","A[Ins(C):R5]T","A[Ins(C):R6]A","A[Ins(C):R6]G","A[Ins(C):R6]T","G[Ins(C):R4]A","G[Ins(C):R4]G","G[Ins(C):R4]T","G[Ins(C):R5]A","G[Ins(C):R5]G","G[Ins(C):R5]T","G[Ins(C):R6]A","G[Ins(C):R6]G","G[Ins(C):R6]T","T[Ins(C):R4]A","T[Ins(C):R4]G","T[Ins(C):R4]T","T[Ins(C):R5]A","T[Ins(C):R5]G","T[Ins(C):R5]T","T[Ins(C):R6]A","T[Ins(C):R6]G","T[Ins(C):R6]T","A[Ins(C):R0]T"
"G[Ins(C):R(9,)]A",0.154001925361086,0.859124778840143,0.508969550512505,0.635718931166854,0.676832639961037,0.765880874784374,0.575292873543265,0.854431483370498,0.826703815436158,0.839120418629158,1,0.649134793420644,0.701340496914257,0.719250831986665,0.805190916166434,0.645391107694384,0.832200448140486,0.841188371477166,0.834443148907022,0.845171458265549,0.769492410125977,0.792872221939942,0.671142951602655,0.776469225952185,0.56221444092968,0.837429130512091,0.812026274131687,0.838742774281279,0.192232594815575,0.315159678873846,0.105682061805893,0.156189759265124,0.30515716594501,0.302854509918169,0.249683545471899,0.568443726675907,0.499912563433602,0.650837311172266,0.0868206474797759,0.540247533271257,0.370226749495908,0.144394667818009,0.112106343890071,0.132580046600983,0.187580665994517,0.259225400661459,0.234084646599151,0.58136496400262,0.563678813259103,0.622857670437216,0.513868665816617,0.357473587678781,0.636950872778373,0.274614011236166,0.148328235736645,0.390786050517843,0.323664282381359,0.390556926722238,0.423125432835857,0.536489077366823,0.568027820932233,0.650366151113497,0.342665729458805,0.678023027591479,0.269836292225694,0.31726101234325,0.506025006324608,0.388061946546995,0.542125620729886,0.498892840689962,0.440980373270443,0.330425503864584,0.580826719676685,0.262692542669984,0.409091590843994,0.563362876342857,0.601442130575609,0.54067999317243,0.72301277201446,0.552893736871083,0.312384510290294,0.499350678350694,0.259029402895589,0.332508830841899,0.440151207184483,0.393965949163462,0.434530054979205,0.50416785117084,0.431950458794046,0.0568781548471594
"G[Ins(C):R(9,)]G",0.125238872464374,0.684417896179078,0.444880894722905,0.462659482727176,0.561362422683349,0.606173954156144,0.500930541934619,0.662440609853721,0.63982029196737,0.65258056029948,0.649134793420644,1,0.494347011830418,0.586587924344854,0.621501307037278,0.549396791743786,0.647668489953151,0.644212702275191,0.662144393327039,0.675031592212829,0.602011872793953,0.640789166898552,0.559624861214451,0.607287642155647,0.494104713501555,0.644892014569225,0.637606429028253,0.653955671080741,0.166624478312432,0.249424869820413,0.106843061925804,0.129038357785949,0.227245065429531,0.24355550169286,0.188888829603206,0.468140179379919,0.426113938214336,0.523389745899329,0.0704663485083138,0.453687471368178,0.307180509455912,0.123807125684653,0.100707957225425,0.115723814706997,0.15734483040413,0.205307449569903,0.200331768045714,0.449932301462898,0.425215342774621,0.508187014523757,0.426280278937817,0.306552082510075,0.476385023412216,0.233950728660001,0.142308220453886,0.354928053357359,0.268964376844734,0.349621424519368,0.354070368795877,0.457280250145471,0.451066106242918,0.524863166095491,0.355729051192729,0.593812086744423,0.305462148973867,0.33580969822531,0.464298613420101,0.386178481804089,0.480689339900888,0.449880968995936,0.416076370930508,0.345775400211955,0.534456412774117,0.299966776936413,0.399282680109768,0.506431668419373,0.511950055726429,0.481121667257736,0.579116016019443,0.484780562114089,0.333520685106416,0.464822197120404,0.297313762199337,0.347454233650422,0.425309727284962,0.385113454110094,0.415822277727374,0.455599958267889,0.412483068949696,0.0468656195946982
"G[Ins(C):R(9,)]T",0.167883962712043,0.689157432266309,0.427993741597971,0.5277570637649,0.533065742742222,0.61916589611997,0.435916843658774,0.703515356203703,0.702897392333554,0.694527486323154,0.701340496914257,0.494347011830418,1,0.571905675965173,0.654349629259164,0.498187308726143,0.686158545310936,0.681817744244927,0.66688879555878,0.679857041078953,0.607434183393452,0.617111458586259,0.526788553571711,0.624330864713015,0.423198910141415,0.679658197972499,0.680436941641598,0.65680919975206,0.187521361039303,0.26344002216872,0.0890327448606534,0.126294212777404,0.252661075849613,0.267011384428055,0.207830314065524,0.455665417594595,0.392432920835096,0.546585318691602,0.0717442434553535,0.426556332457249,0.230727090929806,0.116619966662292,0.0959775918032048,0.0968167846468905,0.145651142386787,0.207415726975276,0.165673056108225,0.466854954195063,0.465434356302548,0.491112232886489,0.3957046144191,0.264774563448499,0.544954671550684,0.210201591150448,0.106796136513773,0.285143031124238,0.248649348838987,0.292538418081739,0.285403606511422,0.392038031886935,0.447959308545668,0.462681003730316,0.242607871108488,0.554737761048486,0.175674751529874,0.216971252045324,0.369738434295537,0.273078837932967,0.397576845019003,0.375715862091602,0.314092068333046,0.231870182200257,0.445011225880679,0.16946304616604,0.28899511765501,0.439977017075817,0.463386062649104,0.400589624013174,0.575763395110262,0.414526421346654,0.214551313356862,0.371959243612026,0.16659015238669,0.227716500016332,0.319517316503195,0.28254701457252,0.313000986599939,0.368713306619751,0.303682082088899,0.0851690046568998
"G[Ins(C):R7]A",0.149543865297772,0.741271103028131,0.520779099270436,0.506276273814535,0.985113863328406,0.96691064965291,0.943373124764097,0.882728509509104,0.797588824116532,0.888453792507624,0.719250831986665,0.586587924344854,0.571905675965173,1,0.950804557231622,0.971638862137527,0.906074350961302,0.860606706624564,0.923218915768993,0.795192560501863,0.678216522489342,0.662069235716718,0.987747858356606,0.961940965912606,0.938633995305254,0.896828038765979,0.836241734640044,0.911290064979522,0.18729877097492,0.35244991514855,0.130365369233449,0.202137790047998,0.351557540711966,0.285157547437329,0.326445455972552,0.778292657654136,0.521782260602584,0.772810545505598,0.0775809823725802,0.546352027909423,0.363389832634616,0.169740205031434,0.12907219718677,0.16799156057476,0.235751710608937,0.297958163519641,0.307447636898646,0.680158864811018,0.585444494140818,0.689323956201054,0.56083804731882,0.37246102220264,0.717817230912845,0.420015447825458,0.219902266680215,0.616295178896934,0.446559755950339,0.548546410756656,0.544683019326102,0.74908393432766,0.636181350033363,0.792493545111732,0.781544521804305,0.862547908606269,0.706852213413774,0.754841516194303,0.877489832940406,0.815379964199536,0.927886925629332,0.898982769212241,0.854576190680799,0.772771614163766,0.891698389120926,0.703387530573244,0.830288893116723,0.916129225654823,0.95206896520136,0.926017004871807,0.97366034982638,0.931656970331458,0.756933288625645,0.883289728731061,0.700524177181036,0.768463220898239,0.845686376774333,0.822668738496033,0.854275314020438,0.900792215149426,0.840297734066089,0.0436589546164695
"G[Ins(C):R7]G",0.167531155506033,0.819796570196713,0.538417405342378,0.592782611959553,0.909958855049243,0.970633077900483,0.818736542449942,0.953348754851202,0.869519649860334,0.939152394165926,0.805190916166434,0.621501307037278,0.654349629259164,0.950804557231622,1,0.882133545616519,0.967082969693847,0.932035362417569,0.959226138875243,0.85218332730453,0.744567486109953,0.720680928080172,0.913465710111468,0.97322813929498,0.811257695220109,0.954710719941699,0.908635162584647,0.941680695342162,0.20980436435296,0.356933714029551,0.120203658198835,0.189264183793725,0.358053082584256,0.313903173625946,0.31457323777592,0.751263043369946,0.571871699012684,0.788467435148181,0.0901534744447909,0.588074331544175,0.375403271449166,0.171561643942075,0.126912606702941,0.160826516415219,0.223983122872442,0.304477036450944,0.288938928173769,0.694651635678511,0.648208998934223,0.71249432623759,0.558825710549598,0.373742451558234,0.76673231187823,0.376648160151595,0.193698783981602,0.527239723867289,0.409760988962683,0.496529093436479,0.509750018450712,0.690229620269097,0.670571426207887,0.758299261974551,0.584889465965141,0.872528110492545,0.49210718340555,0.551366008128766,0.731992024694059,0.63104884873386,0.793774545097936,0.751264378140585,0.685841738467001,0.574689222535389,0.796140190042068,0.487727225738613,0.65171420582423,0.807041605215207,0.850744502977541,0.789527627318403,0.941851202757983,0.80674184183696,0.554250164667099,0.739831731150412,0.484308143495556,0.568396021636706,0.677071297505932,0.638745277027284,0.681935958236148,0.754336051056163,0.666440506601292,0.0480165461713933
"G[Ins(C):R7]T",0.121473740937528,0.653567069054377,0.484236311032667,0.430424203740818,0.980862661679595,0.912247906887439,0.976163790753066,0.783415507512816,0.706593612481906,0.805081326141671,0.645391107694384,0.549396791743786,0.498187308726143,0.971638862137527,0.882133545616519,1,0.820077638220022,0.777082525866169,0.851579296467772,0.722391515427256,0.621815492746062,0.595773433592932,0.981616036606077,0.897909557047275,0.977476619888763,0.798435203012452,0.736254049837588,0.839463227075285,0.151005422448608,0.327841970351913,0.129618546026957,0.197906569038449,0.323662010441326,0.258271004714469,0.310983790355419,0.730448088707128,0.455848341823484,0.69794005084667,0.0599912412320664,0.49233971188487,0.353154739747861,0.158788301254061,0.123242675356316,0.165073672435821,0.229373252554007,0.283398058582261,0.302439367590017,0.627618175940281,0.496129742295826,0.633934010137543,0.544110229155975,0.355641711948537,0.634776989184242,0.426515519110744,0.226061115639047,0.646435181948506,0.441199861956253,0.557616268499619,0.544467704129868,0.744195403916159,0.571732630714852,0.777641164878696,0.878487331812419,0.800679104745417,0.823560808948442,0.860963117914698,0.931335400471121,0.907373333089528,0.968038393157326,0.956462473629377,0.932366239102381,0.875030540373389,0.912994280614425,0.821306804103805,0.91546828840847,0.950030744806161,0.979958126327284,0.971203281528341,0.954147730741663,0.977518531967986,0.862961683245253,0.938728431760275,0.818856364548127,0.871933898083223,0.922057560717197,0.909378838203821,0.929825332367082,0.959716147374456,0.922539642791305,0.0337114521082527
"G[Ins(C):R8]A",0.182081667398454,0.854364094547653,0.533686703007966,0.620523238952531,0.857338293721459,0.948863094669369,0.745760648227552,0.973516743817812,0.902627797448173,0.948804619969564,0.832200448140486,0.647668489953151,0.686158545310936,0.906074350961302,0.967082969693847,0.820077638220022,1,0.956067521286018,0.962143355520312,0.859319928373681,0.753289534388465,0.742994145380633,0.85655130103958,0.948308585971016,0.733711994863301,0.963635434738823,0.929452234757701,0.93180510962679,0.215977729382602,0.360352473300278,0.114992715930586,0.179773789861992,0.349326811021186,0.331973620872393,0.299404649455318,0.707374564589004,0.59324647984583,0.775623281215728,0.0796765819382847,0.60559526713366,0.36280801660748,0.160591581502188,0.120084943011486,0.154265154237394,0.216640013826114,0.297566423889024,0.269999886802768,0.690557053319884,0.673483417917877,0.703337184519153,0.549382181163088,0.379636646342645,0.785171822737065,0.346357169078442,0.181522605796767,0.482435180094054,0.379986765290817,0.458869066436412,0.466638462856419,0.645011444051594,0.68136938389653,0.717527246172159,0.490577988485366,0.872901983336293,0.392771661302975,0.45271885797798,0.655811711857136,0.536168315094727,0.708832963601639,0.666864512955544,0.591258295050843,0.478984841326623,0.748473141528198,0.387477625271312,0.557290657281843,0.737714958909794,0.779174775463204,0.705295172392628,0.898930709574684,0.72488868185657,0.457556567402399,0.663683955517092,0.383890475649342,0.471215975026843,0.591636492273496,0.542475360622224,0.587818367488197,0.671239830819692,0.572615824683628,0.0539582782803541
"G[Ins(C):R8]G",0.175048018051987,0.848497601046138,0.545201011288099,0.61382823059264,0.818597720939119,0.916302874823414,0.702307110978737,0.954716134028993,0.901281607577355,0.931789865163069,0.841188371477166,0.644212702275191,0.681817744244927,0.860606706624564,0.932035362417569,0.777082525866169,0.956067521286018,1,0.935069962855777,0.848317774213298,0.766562870823112,0.754528483003557,0.814788946343791,0.913193218039027,0.691053773977007,0.942327276489156,0.916907379905129,0.918306425259629,0.211646854578272,0.350789158832702,0.108185758319673,0.171916457139215,0.337653013152179,0.32653893821337,0.288146802265325,0.674738794837006,0.578565565528638,0.755162228323403,0.0845770010602991,0.602967105910715,0.355993830973275,0.161846649523178,0.122192380480014,0.14725652911672,0.218627312052404,0.296428796049791,0.253164568558022,0.654332324836644,0.660010844490665,0.689479804956481,0.542835153433645,0.375890004002287,0.734543028574031,0.326320324569617,0.170130117012979,0.452945718418282,0.35849318778564,0.447851429149557,0.437793183794978,0.612864164472826,0.662538671741687,0.68914156636162,0.449355870891959,0.83775097514819,0.356174356114675,0.412367282913174,0.616486925584637,0.490177564984886,0.668264998042101,0.621042767863985,0.545957630765678,0.438711664729807,0.70349528624766,0.350849264096512,0.514810687795385,0.689425215677842,0.729807617607203,0.659085628360382,0.857421295270083,0.674226323376969,0.417464704648129,0.622790450749262,0.347509892017747,0.43052194038495,0.549934676333938,0.501131739499626,0.545437413451891,0.628525458794666,0.531352268724112,0.0494431012752276
"G[Ins(C):R8]T",0.170251552639321,0.852917176752455,0.546824254021,0.605497435579795,0.885243863302088,0.951422661472363,0.79202306312708,0.959662133394359,0.886785711110749,0.944764227751746,0.834443148907022,0.662144393327039,0.66688879555878,0.923218915768993,0.959226138875243,0.851579296467772,0.962143355520312,0.935069962855777,1,0.866762772773402,0.760490740891462,0.753566187798095,0.883604745356144,0.949360455172276,0.780287368448723,0.960290797173841,0.913354208559178,0.945035227225743,0.211155533659396,0.359354709575238,0.122355382668458,0.181437990502405,0.346797753805085,0.322307972877594,0.307264698556781,0.733893767985036,0.586249139628557,0.787732906767142,0.0857363889611918,0.60591663790194,0.365667563043835,0.167374847117807,0.131552433556105,0.158755659587131,0.223587591734507,0.303631752184706,0.281458521756229,0.68058025547521,0.659917917327491,0.717073093908577,0.552878562879089,0.38784375123875,0.761358756287867,0.364665171305577,0.190401480455556,0.513787139592161,0.402384437327588,0.487631059772752,0.48973128515345,0.675114790854468,0.672817061545113,0.747274973655533,0.558045457953492,0.876000136040524,0.467526931008958,0.522784965373694,0.70602349278985,0.599264545581109,0.761315670293409,0.717963750752935,0.647211218754288,0.544590669130774,0.785202527151355,0.461998446662204,0.617001437213852,0.769796325426228,0.806431097159779,0.752104263753653,0.904607254914489,0.764952199981331,0.525461403046198,0.716885695990157,0.458426623128828,0.539685486705652,0.649830878477305,0.605773938450012,0.64938222086063,0.722699787142079,0.632855959902107,0.0500161717892262
"T[Ins(C):R(9,)]A",0.179367566457656,0.903322665201317,0.573601697419934,0.669511429070419,0.758174085155561,0.834143469086303,0.670085841558483,0.887926774455622,0.85132186370629,0.881819801276972,0.845171458265549,0.675031592212829,0.679857041078953,0.795192560501863,0.85218332730453,0.722391515427256,0.859319928373681,0.848317774213298,0.866762772773402,1,0.812076973538258,0.827425348761187,0.762254659284159,0.841398802003062,0.660588928042156,0.888510174200836,0.866741913385934,0.884299400765562,0.214879973569341,0.33832086530066,0.119121931531238,0.173653159870904,0.342962427746005,0.284267386710654,0.291866754497943,0.694487093086669,0.51739482106213,0.737867669037572,0.109280829639665,0.560017609990842,0.394891980603723,0.155586834061468,0.126670424170732,0.145344513832875,0.199840159493551,0.275284631378433,0.254197963797217,0.590161408819513,0.539796161209936,0.630681841961842,0.546842224232151,0.366703020227368,0.665864669968307,0.331588497539347,0.165245717155631,0.45652316502713,0.377535886968522,0.440302522685026,0.489628542101173,0.614643092528177,0.576225958426803,0.722155732624609,0.444947864718755,0.720460381130994,0.368739644952716,0.41655622330858,0.579207721745929,0.4884213882956,0.647069060549166,0.589936242478381,0.540223246663108,0.42537466099024,0.637801185349367,0.362155720416882,0.501760259732458,0.629289361140336,0.678074537387982,0.639986899555381,0.761447797683624,0.640219007350187,0.411287067736534,0.584644287091446,0.358878326015975,0.432665471999456,0.535207505495109,0.494821356086245,0.541866153763916,0.593938192250921,0.53251483205519,0.0740257843600133
"T[Ins(C):R(9,)]G",0.130683003439033,0.763147306673468,0.515817630029608,0.601205519947318,0.636427048852718,0.711178085868462,0.557803888816522,0.774019300338645,0.730602761638986,0.764104830225883,0.769492410125977,0.602011872793953,0.607434183393452,0.678216522489342,0.744567486109953,0.621815492746062,0.753289534388465,0.766562870823112,0.760490740891462,0.812076973538258,1,0.710224197358612,0.644481420268167,0.72489615974658,0.549867525188021,0.76159676422529,0.732510393305653,0.760456769092199,0.168449756434401,0.2845917073512,0.0979434710056991,0.135532872742337,0.283829682483678,0.26611645684686,0.237724396196121,0.574597950839876,0.452830018989018,0.629795488330932,0.0821699547690477,0.470554247709771,0.321856089489315,0.138264022676692,0.103389841138277,0.123110001298153,0.171609042718326,0.24558756283607,0.200145829710565,0.520482839065671,0.479582318466277,0.557056749580423,0.441693446334898,0.313348919034741,0.567299569852224,0.265199652445129,0.136403078969889,0.37068727570659,0.296731150714687,0.387719475215489,0.397253249990116,0.511188874576434,0.49707370383853,0.594641469852245,0.363750889631969,0.62724967421534,0.296041189738467,0.339515228711412,0.487715934706394,0.404601902256034,0.53409336175238,0.494445747852169,0.443947432408356,0.350002936290172,0.552008671697373,0.29335231279162,0.414051741819498,0.550339417201801,0.584232272122524,0.532451331039528,0.669592883763,0.54560110623742,0.336912836495479,0.499272167960629,0.288421301760739,0.351361963151949,0.450746391310065,0.406923856487742,0.441871760506593,0.499908442467542,0.438374273098811,0.045279306191751
"T[Ins(C):R(9,)]T",0.137914934923577,0.818935293076807,0.513957080247556,0.604778003217817,0.626305526726331,0.697479510741346,0.550527226047608,0.774450567246388,0.785241903575596,0.760174689818999,0.792872221939942,0.640789166898552,0.617111458586259,0.662069235716718,0.720680928080172,0.595773433592932,0.742994145380633,0.754528483003557,0.753566187798095,0.827425348761187,0.710224197358612,1,0.626555319593556,0.703917802993615,0.536340508803722,0.766739476754616,0.756825621825563,0.777170843613788,0.163526039681717,0.287656385960226,0.0977035931253701,0.147336393650256,0.288408073416204,0.268376100645004,0.229200705244587,0.584745414573523,0.464157114185704,0.651537031225773,0.0823609284021628,0.489285011716878,0.346403931060803,0.132955590710516,0.116171422578125,0.125845454395591,0.180555249645685,0.22039326539793,0.215706502594006,0.527456027391071,0.459674749398128,0.565033200134122,0.465489951754027,0.332283409438565,0.541678802317723,0.263825309028895,0.140188030390876,0.386358357887351,0.312815914839007,0.38240123989572,0.404640279364588,0.529155757693267,0.498099855741325,0.626386992022237,0.353819656825107,0.6347724861965,0.291969781162202,0.327394581740941,0.503461719549412,0.389495644913059,0.531120849417481,0.476677534944282,0.433380457088348,0.334818199637506,0.546915202833736,0.284543785357374,0.402310812486262,0.504320030327005,0.551593602808284,0.520517036052355,0.64037473643794,0.515856565584623,0.320765660440464,0.489225521207759,0.280974657613005,0.343038309794211,0.429824654240204,0.392692527855597,0.431539706378458,0.478182819706489,0.429583269541718,0.0520377244985587
"T[Ins(C):R7]A",0.140398837409488,0.697381342772796,0.518202109211001,0.468178617632976,0.99291310912778,0.945542104114304,0.970865974456104,0.835358703153264,0.749013356826059,0.848913235913969,0.671142951602655,0.559624861214451,0.526788553571711,0.987747858356606,0.913465710111468,0.981616036606077,0.85655130103958,0.814788946343791,0.883604745356144,0.762254659284159,0.644481420268167,0.626555319593556,1,0.935197110888818,0.968597923281014,0.854221829226523,0.786661866471602,0.881915225957631,0.176159859793704,0.343100281038979,0.131099475441824,0.20366197256901,0.342711688958797,0.268978623110934,0.325268168813192,0.783562611865986,0.486353532058132,0.756287280698522,0.0771910823380572,0.514654450943413,0.352152730695674,0.169112975100628,0.12851963867128,0.166455976926906,0.2362916124609,0.296264482030449,0.307279843170338,0.656450801879641,0.53976028720312,0.662114937921534,0.548493447386838,0.362464413509116,0.675503199911503,0.431348200406396,0.224615215380895,0.638981885459132,0.452943420410163,0.558084785606142,0.549352326412484,0.75262194540688,0.60298099367345,0.789825074539719,0.841957374732245,0.829061364877905,0.776525508173745,0.818478226905868,0.911567951882049,0.868470612178137,0.961840417836215,0.934617499602099,0.901345684389247,0.834198880912086,0.899860880519775,0.773749084026913,0.881052918229014,0.934081728229794,0.966437180928153,0.958819864168877,0.958572168960298,0.956951840586586,0.820575352756311,0.915759342005977,0.771674543289187,0.830696069624485,0.894997905584363,0.878036402082972,0.905016654708687,0.93728482653736,0.891038569717851,0.0418688956229248
"T[Ins(C):R7]G",0.17305821671701,0.801523671604478,0.54572745091296,0.579695011075687,0.929138428614951,0.974673461433394,0.850870108778669,0.941478134145624,0.862969373676939,0.932462845436735,0.776469225952185,0.607287642155647,0.624330864713015,0.961940965912606,0.97322813929498,0.897909557047275,0.948308585971016,0.913193218039027,0.949360455172276,0.841398802003062,0.72489615974658,0.703917802993615,0.935197110888818,1,0.842355403325459,0.948999419200509,0.899920506047077,0.942405250258519,0.215215163228843,0.360994825066769,0.117998170909808,0.194638038506251,0.361150486848248,0.304221721569142,0.320038568724599,0.772141021749095,0.556699411595537,0.792091291314613,0.0849326085532908,0.581790895360874,0.367305821568079,0.170895142870539,0.12901034095646,0.160826538147953,0.230582931507245,0.300350490616984,0.290940371300716,0.687294234495279,0.636348506398134,0.693112371570914,0.555416434625048,0.380888537731903,0.753645719418857,0.391687238896862,0.202357807906604,0.548113015170502,0.423057358949654,0.506891555788825,0.519214349339906,0.703936853482325,0.65927345461869,0.760958801888311,0.631912684156068,0.870613884947932,0.54261630631609,0.597983668291259,0.76434867454236,0.671484126495365,0.827524687177502,0.785429932462114,0.721944029975241,0.619924827796024,0.802624404337226,0.538797835936788,0.68916615572958,0.829063068631244,0.868518422639592,0.822137145088572,0.941340623133005,0.829981082545537,0.600863315398044,0.769396282245218,0.535795207675029,0.614799525104295,0.714488618492592,0.681587897780855,0.723004040679675,0.788451733202891,0.703937999946791,0.0506911663326672
"T[Ins(C):R7]T",0.110014101146196,0.581873790936984,0.466537963396819,0.359481150000817,0.969666246331798,0.86098312014285,0.99210337350733,0.703178131997148,0.630945722335618,0.736577609313437,0.56221444092968,0.494104713501555,0.423198910141415,0.938633995305254,0.811257695220109,0.977476619888763,0.733711994863301,0.691053773977007,0.780287368448723,0.660588928042156,0.549867525188021,0.536340508803722,0.968597923281014,0.842355403325459,1,0.726092947420632,0.65943180921564,0.781790074122066,0.139222520722268,0.309254115406374,0.132224748533201,0.197458416948388,0.307280189149808,0.227542968379981,0.306275170567579,0.722520917633835,0.396765743262334,0.667429235292923,0.0582301723772379,0.444901405932557,0.327058789032586,0.154370367275617,0.120188715592289,0.1607727536298,0.225537537964176,0.267504359218026,0.297418548665257,0.582635854650628,0.433456392938716,0.58208786464355,0.515617270542515,0.336407622908695,0.569725123416446,0.430220805739708,0.225415833402178,0.664690381232466,0.445087540011753,0.558109784043218,0.538514286842731,0.735545861272763,0.521275028206362,0.752197896794141,0.939034911284422,0.744155887709717,0.896857027576524,0.925043052982134,0.955697125581495,0.955053495351738,0.989275698649111,0.980730845264625,0.970422498011198,0.934323114587156,0.907151052414367,0.894693018764994,0.961327214447059,0.949726031855475,0.972936148606582,0.991470096611855,0.909803352727497,0.984613674444737,0.925799403168397,0.960598624602325,0.893267550886681,0.933011938173343,0.963695353263736,0.96031301737087,0.973791849161078,0.983581103529078,0.967254008517739,0.0332665681012241
"T[Ins(C):R8]A",0.182293564008576,0.874412032393289,0.580220986967156,0.647973447109076,0.852550344036714,0.941724548361268,0.741906408332619,0.975959488708811,0.905878302186998,0.956636201003584,0.837429130512091,0.644892014569225,0.679658197972499,0.896828038765979,0.954710719941699,0.798435203012452,0.963635434738823,0.942327276489156,0.960290797173841,0.888510174200836,0.76159676422529,0.766739476754616,0.854221829226523,0.948999419200509,0.726092947420632,1,0.940713044465953,0.958371799823175,0.215777425001414,0.361691534293006,0.116184753997658,0.179733574991436,0.35776778982289,0.320925367359373,0.305113864358573,0.752555081735914,0.59219142189901,0.806106961965374,0.0976811874267499,0.60050854687193,0.363770752126582,0.167377141183652,0.124207347065424,0.150820281746214,0.218355889328365,0.288358151790346,0.265816950818254,0.685987340773268,0.676153671549341,0.70883533852951,0.546168535976943,0.376553543879096,0.774884751681524,0.352165329116116,0.179531330351646,0.475831451531828,0.393260839697445,0.463644750435841,0.480651592394026,0.656931896692834,0.673958701252054,0.73619606673417,0.474263770277183,0.857352820762177,0.37565106656599,0.435439256136133,0.63997630318638,0.516542184481475,0.710743930489178,0.649924144937449,0.576038457085395,0.457541731043705,0.719340523989812,0.369933206121836,0.541010011034618,0.708612548354515,0.757129272420499,0.697755843180282,0.873516905765842,0.704490290220404,0.437238130014473,0.649037111118625,0.366739602284979,0.454982462136957,0.576162295238144,0.530091210477058,0.581158883468889,0.655149040518618,0.559695423566161,0.0546070084917638
"T[Ins(C):R8]G",0.17623596023662,0.865763110127289,0.552536233598081,0.638695440072194,0.790343801658761,0.899535255848747,0.674224226828231,0.94515487036786,0.89254473601959,0.920237996666234,0.812026274131687,0.637606429028253,0.680436941641598,0.836241734640044,0.908635162584647,0.736254049837588,0.929452234757701,0.916907379905129,0.913354208559178,0.866741913385934,0.732510393305653,0.756825621825563,0.786661866471602,0.899920506047077,0.65943180921564,0.940713044465953,1,0.907243053178746,0.214291430869141,0.34299382549251,0.111938601156807,0.167450384989361,0.337084145041295,0.305777791557482,0.291860703257372,0.690475505804518,0.546863551123161,0.749186964281188,0.0930774193737537,0.5892298124748,0.354968931173602,0.156693014067052,0.117839532845171,0.144017178141805,0.201487713428494,0.278574139679042,0.246115304095504,0.630400270446414,0.634094514347111,0.657568671163363,0.530592960778396,0.365980384854418,0.73206233934442,0.322835148133761,0.161026908150188,0.436202801598278,0.359873785051486,0.413960722220482,0.441426043925277,0.597910949256226,0.62783880690487,0.68623226873958,0.408616577302223,0.803856496322896,0.314334892783631,0.371389065660128,0.569469249584391,0.449342149018522,0.63944282455797,0.577680408246789,0.506887256356561,0.393714985163817,0.64935874984126,0.30850997374703,0.473392884415647,0.643835355717898,0.692431822911625,0.626393121524662,0.814508936340451,0.638922325986865,0.373640338914855,0.569495890655594,0.305619797935147,0.390136623741993,0.507493568521105,0.462079384779091,0.514912771316045,0.585710651711526,0.494300374128604,0.0512496254251968
