"","A[Ins(C):R0]A","A[Ins(C):R(9,)]A","A[Ins(C):R(9,)]G","A[Ins(C):R(9,)]T","A[Ins(C):R7]A","A[Ins(C):R7]G","A[Ins(C):R7]T","A[Ins(C):R8]A","A[Ins(C):R8]G","A[Ins(C):R8]T","G[Ins(C):R(9,)]A","G[Ins(C):R(9,)]G","G[Ins(C):R(9,)]T","G[Ins(C):R7]A","G[Ins(C):R7]G","G[Ins(C):R7]T","G[Ins(C):R8]A","G[Ins(C):R8]G","G[Ins(C):R8]T","T[Ins(C):R(9,)]A","T[Ins(C):R(9,)]G","T[Ins(C):R(9,)]T","T[Ins(C):R7]A","T[Ins(C):R7]G","T[Ins(C):R7]T","T[Ins(C):R8]A","T[Ins(C):R8]G","T[Ins(C):R8]T","A[Ins(C):R0]G","A[Ins(C):R1]A","A[Ins(C):R1]G","A[Ins(C):R1]T","A[Ins(C):R2]A","A[Ins(C):R2]G","A[Ins(C):R2]T","A[Ins(C):R3]A","A[Ins(C):R3]G","A[Ins(C):R3]T","G[Ins(C):R0]A","G[Ins(C):R0]G","G[Ins(C):R0]T","G[Ins(C):R1]A","G[Ins(C):R1]G","G[Ins(C):R1]T","G[Ins(C):R2]A","G[Ins(C):R2]G","G[Ins(C):R2]T","G[Ins(C):R3]A","G[Ins(C):R3]G","G[Ins(C):R3]T","T[Ins(C):R0]A","T[Ins(C):R0]G","T[Ins(C):R0]T","T[Ins(C):R1]A","T[Ins(C):R1]G","T[Ins(C):R1]T","T[Ins(C):R2]A","T[Ins(C):R2]G","T[Ins(C):R2]T","T[Ins(C):R3]A","T[Ins(C):R3]G","T[Ins(C):R3]T","A[Ins(C):R4]A","A[Ins(C):R4]G","A[Ins(C):R4]T","A[Ins(C):R5]A","A[Ins(C):R5]G","A[Ins(C):R5]T","A[Ins(C):R6]A","A[Ins(C):R6]G","A[Ins(C):R6]T","G[Ins(C):R4]A","G[Ins(C):R4]G","G[Ins(C):R4]T","G[Ins(C):R5]A","G[Ins(C):R5]G","G[Ins(C):R5]T","G[Ins(C):R6]A","G[Ins(C):R6]G","G[Ins(C):R6]T","T[Ins(C):R4]A","T[Ins(C):R4]G","T[Ins(C):R4]T","T[Ins(C):R5]A","T[Ins(C):R5]G","T[Ins(C):R5]T","T[Ins(C):R6]A","T[Ins(C):R6]G","T[Ins(C):R6]T","A[Ins(C):R0]T"
"T[Ins(C):R8]T",0.169920246542907,0.863870339456694,0.570393331411667,0.624756967156377,0.88054376804939,0.937763544066162,0.793791175868497,0.948129513143917,0.878817787124368,0.943355406322718,0.838742774281279,0.653955671080741,0.65680919975206,0.911290064979522,0.941680695342162,0.839463227075285,0.93180510962679,0.918306425259629,0.945035227225743,0.884299400765562,0.760456769092199,0.777170843613788,0.881915225957631,0.942405250258519,0.781790074122066,0.958371799823175,0.907243053178746,1,0.204509143213035,0.360346110034778,0.121935206344724,0.189079390154467,0.35851651570869,0.313272027963723,0.313093019270626,0.759369558412084,0.569475438974853,0.80197617414105,0.0947664065192563,0.599226263979207,0.371190528287819,0.167703064692722,0.136793412356472,0.15768218831252,0.224114995046603,0.298498415214484,0.28682908613291,0.681918014717966,0.640013007857976,0.709623214987205,0.561721411441836,0.390529660784955,0.73528602977168,0.372085561036687,0.191879263685611,0.517238377833581,0.412132746248093,0.493844350419637,0.506177107522548,0.681038658693397,0.656815162087871,0.759874246318291,0.559756184084555,0.845364122101322,0.474198982475456,0.526953759401643,0.709236868824026,0.597671364220221,0.766517564075865,0.715123454522187,0.651441001094172,0.544703784895274,0.76397744135179,0.467357260383537,0.618876693170069,0.762089520364153,0.797631181252108,0.753491840150854,0.887765158783957,0.759087252233533,0.525965405599995,0.712600129179547,0.464226892899594,0.543650544505393,0.652283968432557,0.610849741999389,0.655534355698255,0.717485619537258,0.63831132628215,0.0565401762767632
"A[Ins(C):R0]G",0.684694395763844,0.207530091085431,0.101067185365813,0.177522917120524,0.174356856420947,0.205643300886901,0.138020967239957,0.230162233436208,0.202836598694002,0.220147553740365,0.192232594815575,0.166624478312432,0.187521361039303,0.18729877097492,0.20980436435296,0.151005422448608,0.215977729382602,0.211646854578272,0.211155533659396,0.214879973569341,0.168449756434401,0.163526039681717,0.176159859793704,0.215215163228843,0.139222520722268,0.215777425001414,0.214291430869141,0.204509143213035,1,0.338472257018532,0.274626141797161,0.272448938000298,0.231537718237944,0.17636784984792,0.182986998883874,0.242300833603546,0.233906229303098,0.217147653952557,0.193889449893783,0.421606663888775,0.371659477290864,0.183145277604943,0.228828790260571,0.128637787102915,0.152295330098561,0.181553565799357,0.131135305810703,0.198189412838257,0.223184786190843,0.198649703237962,0.390348928467965,0.467613612677069,0.493771633767568,0.163633996000385,0.231937380964668,0.240556461747285,0.173375935920373,0.152841917489845,0.18846991113575,0.204930086609223,0.216994124510623,0.206545213555949,0.0802611544048955,0.21618390602637,0.0537499848745115,0.0684977932492234,0.122399065197364,0.0878406057792604,0.139699503057911,0.121387201797942,0.104651462258604,0.0730479754955981,0.147656132304926,0.051509578792455,0.102460502721283,0.161852084137336,0.153198212320967,0.13761551805728,0.177961600853094,0.132983427056014,0.0671835087567956,0.138518708535272,0.0503968087381457,0.073793495996682,0.108822838533632,0.0936889587323525,0.10516365282912,0.125101982006955,0.0979069555290881,0.680147662054486
"A[Ins(C):R1]A",0.352101105320683,0.333637368866533,0.215287661989758,0.243627368272327,0.345339090834355,0.360324661678906,0.311471045933418,0.359620816621918,0.336563868582398,0.352259032754571,0.315159678873846,0.249424869820413,0.26344002216872,0.35244991514855,0.356933714029551,0.327841970351913,0.360352473300278,0.350789158832702,0.359354709575238,0.33832086530066,0.2845917073512,0.287656385960226,0.343100281038979,0.360994825066769,0.309254115406374,0.361691534293006,0.34299382549251,0.360346110034778,0.338472257018532,1,0.716435710072855,0.905597466141971,0.824647670483405,0.377705441994377,0.858005472369096,0.461624825400729,0.320191812575798,0.50881774235173,0.068991062700049,0.298883598821679,0.273265975216742,0.717294773568012,0.478197287426974,0.859949475506193,0.772236554824555,0.384987757426375,0.819942538194698,0.451078482462408,0.299521535584325,0.531233794845752,0.331852024003012,0.256822160784026,0.441074928849996,0.855927947294637,0.60675291747629,0.801868320292871,0.819664452282978,0.48206934763116,0.794616586963568,0.533516766361082,0.357311707834131,0.558327322160354,0.239384821210516,0.323730121496462,0.204936559372862,0.223039759696758,0.279545271785617,0.247756498441616,0.305424310797848,0.288596385233013,0.265251847322426,0.233966485330271,0.315297801677018,0.201502877980524,0.258426629179479,0.303759516127498,0.322208933326286,0.302266126858428,0.346179554446622,0.302575394666121,0.222778811814449,0.304377395943867,0.198971021720887,0.230133655908706,0.266667222178688,0.253546235401864,0.266872774172904,0.287261066453127,0.261062047573966,0.306732409476917
"A[Ins(C):R1]G",0.16730362106563,0.108843266126723,0.0673256509242988,0.0859878389441833,0.132439640657324,0.124050277874781,0.130313495203233,0.11220688627406,0.103693896479194,0.121866387365418,0.105682061805893,0.106843061925804,0.0890327448606534,0.130365369233449,0.120203658198835,0.129618546026957,0.114992715930586,0.108185758319673,0.122355382668458,0.119121931531238,0.0979434710056991,0.0977035931253701,0.131099475441824,0.117998170909808,0.132224748533201,0.116184753997658,0.111938601156807,0.121935206344724,0.274626141797161,0.716435710072855,1,0.731310001436096,0.658826961582104,0.332628470845892,0.693725775162352,0.280460069392771,0.234095908166472,0.319259059505848,0.0695107300557367,0.272525150697517,0.248926326780346,0.618399916550095,0.480838658777727,0.737398030902544,0.677721455962683,0.335304307198694,0.683087992233695,0.304381151857064,0.174574410936597,0.361654492691828,0.198892352145781,0.302896270965443,0.188562158217971,0.691588976744551,0.578524699547641,0.620367220195698,0.65763651200179,0.374740679624896,0.611072401554921,0.396163819822234,0.249881544889776,0.369249372907261,0.128185295744846,0.127526795099598,0.116510031918454,0.120550190824248,0.131423081100074,0.124338170507609,0.133321205753013,0.128942935096419,0.126182621470515,0.125381894600441,0.160234524962347,0.114247963821374,0.131022029047387,0.132366026097083,0.137926199972498,0.130751760919679,0.129811004311677,0.132388075551432,0.119223009111607,0.153644679618967,0.112246527659144,0.123308163502362,0.134529417938512,0.126280569489385,0.127094057080817,0.130010262570389,0.127168957892309,0.187496409471329
"A[Ins(C):R1]T",0.291442395824149,0.162078540042164,0.115180745290715,0.124272624686835,0.202392162762321,0.19597106332754,0.19811977765291,0.177885913019966,0.160131974345406,0.178457321185232,0.156189759265124,0.129038357785949,0.126294212777404,0.202137790047998,0.189264183793725,0.197906569038449,0.179773789861992,0.171916457139215,0.181437990502405,0.173653159870904,0.135532872742337,0.147336393650256,0.20366197256901,0.194638038506251,0.197458416948388,0.179733574991436,0.167450384989361,0.189079390154467,0.272448938000298,0.905597466141971,0.731310001436096,1,0.802051895081428,0.327150806701863,0.856337753365356,0.343458765420975,0.217563318208469,0.383249975336417,0.0413968029015759,0.159227958206494,0.187467417923102,0.728324060562742,0.47803389805963,0.892383339778639,0.781230010018615,0.350228668993349,0.824693192817452,0.340417076241203,0.185107325692416,0.425704547635747,0.209480767053484,0.158719807746477,0.276123511920917,0.850112469003259,0.60090299736729,0.76333019139067,0.804450914121928,0.427100920614604,0.76703475717243,0.451849306355613,0.251878803666117,0.458796981697623,0.177331796321671,0.176087853342899,0.161144692768012,0.168810764015021,0.187181629695945,0.178219944604871,0.200041908907541,0.189819852538994,0.186155153708924,0.174442272229614,0.201540280693591,0.159043739647971,0.186421046665189,0.197048181266605,0.207172575206094,0.19840817064633,0.197589932883194,0.196968811613765,0.166258280486453,0.205049881438082,0.156664578246107,0.172049475105032,0.185634660857837,0.182260400026309,0.186510111584602,0.192975556661125,0.184052973528099,0.276859437769689
"A[Ins(C):R2]A",0.169607239466108,0.31678332161507,0.222586978308129,0.236444683945973,0.338269018112842,0.355272169209334,0.306495008285181,0.351651424067398,0.329660408008493,0.348696642428482,0.30515716594501,0.227245065429531,0.252661075849613,0.351557540711966,0.358053082584256,0.323662010441326,0.349326811021186,0.337653013152179,0.346797753805085,0.342962427746005,0.283829682483678,0.288408073416204,0.342711688958797,0.361150486848248,0.307280189149808,0.35776778982289,0.337084145041295,0.35851651570869,0.231537718237944,0.824647670483405,0.658826961582104,0.802051895081428,1,0.43528863580244,0.821305264244704,0.525101280887043,0.414931885331141,0.557778120588935,0.0753666112369268,0.340778520670711,0.300589542022176,0.681529264733974,0.505166611496581,0.806077493015492,0.763794043265684,0.461538136272868,0.797017759773768,0.513713390933344,0.359747276506079,0.572287364685965,0.331846183058059,0.309903211454436,0.362401928000647,0.816729106004822,0.59006327234814,0.759794536378735,0.803577278978398,0.500144243238112,0.782098927990828,0.589090645669087,0.429889275107411,0.586420618901534,0.237483247238303,0.345696158112155,0.200333069141998,0.219784734142594,0.284218099434024,0.246152272855155,0.307951643116159,0.284424599694051,0.265113778137468,0.227953988190537,0.329414320565356,0.196308114991159,0.257430032388837,0.312100184732312,0.321396778825137,0.302933692582361,0.335166540953896,0.300684287060367,0.216209313753884,0.313212145815456,0.193014189902434,0.227615726477239,0.270131291669177,0.250689499149385,0.2655388745886,0.285838729194301,0.259262763791151,0.122844970007573
"A[Ins(C):R2]G",0.0809336981188557,0.290205940045535,0.187912679454995,0.229078748854781,0.27495780010354,0.307757883108215,0.235303094214602,0.317230586418332,0.313635380963748,0.3057246546193,0.302854509918169,0.24355550169286,0.267011384428055,0.285157547437329,0.313903173625946,0.258271004714469,0.331973620872393,0.32653893821337,0.322307972877594,0.284267386710654,0.26611645684686,0.268376100645004,0.268978623110934,0.304221721569142,0.227542968379981,0.320925367359373,0.305777791557482,0.313272027963723,0.17636784984792,0.377705441994377,0.332628470845892,0.327150806701863,0.43528863580244,1,0.400906031256525,0.424385951872068,0.425515054240135,0.443745011659517,0.133377014196681,0.367462873276197,0.317629809343052,0.364885264436038,0.315675721063433,0.354412073795846,0.417402075512838,0.379143381720555,0.382886168723512,0.474993287420213,0.425048382154102,0.454182199947808,0.306681180159707,0.367879916617831,0.313953306693081,0.375762762259883,0.32666241946484,0.385765864167099,0.391943485763373,0.343423972081148,0.401886031727265,0.440855120395895,0.451285606452372,0.404063601728196,0.16286265653802,0.345408438766502,0.120935001347513,0.143189633702318,0.230436081502825,0.169182982725082,0.223840581128998,0.207287299901908,0.180611287344949,0.152153175764214,0.300193459955978,0.117720380027119,0.181838645431203,0.254673123140264,0.254999834168239,0.220222518308539,0.294593530580772,0.227430609975526,0.140729974999077,0.254080622426168,0.114881575806918,0.150375790031367,0.197726197673223,0.169112872112901,0.179626652933222,0.205879967844844,0.178366368909497,0.05451002171403
"A[Ins(C):R2]T",0.139719888629038,0.265867980710255,0.185937509832769,0.200580264738632,0.324243618168435,0.323361415060016,0.308235282411416,0.297225541783972,0.270401506485129,0.302219583865246,0.249683545471899,0.188888829603206,0.207830314065524,0.326445455972552,0.31457323777592,0.310983790355419,0.299404649455318,0.288146802265325,0.307264698556781,0.291866754497943,0.237724396196121,0.229200705244587,0.325268168813192,0.320038568724599,0.306275170567579,0.305113864358573,0.291860703257372,0.313093019270626,0.182986998883874,0.858005472369096,0.693725775162352,0.856337753365356,0.821305264244704,0.400906031256525,1,0.470761418735898,0.322365852881153,0.499876982097671,0.0700715158015156,0.264513325072398,0.240482705382971,0.724611397663647,0.501288279523503,0.868398064959127,0.790588032839566,0.414778956001244,0.846970241052563,0.458635165626398,0.301186393526661,0.530765090634809,0.264264298843646,0.237311461674002,0.301808288591398,0.861285624536285,0.615365502528528,0.78998748018604,0.832394169001632,0.491876841306299,0.80556898644395,0.559094239286934,0.365976196078951,0.561011085162759,0.260923916024798,0.292876226089861,0.23202528156708,0.247175007769998,0.285349589274724,0.263184038859179,0.308087345635252,0.290189440283465,0.277207324120527,0.255113930937862,0.3133773190296,0.229227668214213,0.273190037095197,0.301107450011063,0.312642482713915,0.30384180431047,0.314207566658854,0.300853626183313,0.244839572160157,0.308781553986655,0.225908298997836,0.251978588067316,0.280495546823487,0.270123189900008,0.280374445203301,0.290348063999332,0.273212143356612,0.101801608398
"A[Ins(C):R3]A",0.165714423952655,0.635843922709747,0.479188409380001,0.480418052566682,0.772065296302094,0.773286305873883,0.731288252614282,0.722652982619681,0.651207198062222,0.719036592496955,0.568443726675907,0.468140179379919,0.455665417594595,0.778292657654136,0.751263043369946,0.730448088707128,0.707374564589004,0.674738794837006,0.733893767985036,0.694487093086669,0.574597950839876,0.584745414573523,0.783562611865986,0.772141021749095,0.722520917633835,0.752555081735914,0.690475505804518,0.759369558412084,0.242300833603546,0.461624825400729,0.280460069392771,0.343458765420975,0.525101280887043,0.424385951872068,0.470761418735898,1,0.605864099784504,0.816761234863795,0.229592971459742,0.5127769221388,0.425728989190146,0.381455625055262,0.321405214983085,0.33476782005917,0.415427440577376,0.46088130609836,0.447864585463827,0.724249034857806,0.590202867541074,0.705202853875576,0.520822005541744,0.413211283884681,0.606124022415348,0.520857730979481,0.334132569769326,0.633954954034161,0.545793800164249,0.555092861663781,0.615616948481698,0.778246470382442,0.635062516410342,0.775930842945082,0.594986695571153,0.721272958769293,0.523337011420907,0.56282535173728,0.683790360370449,0.609059009536114,0.733646176809591,0.684551280648547,0.639342542922848,0.57373270048779,0.704852329383757,0.51832714162338,0.628352299181839,0.698564902123751,0.719241219529154,0.717706419532702,0.73259161177519,0.70109837665778,0.559795011856745,0.698738304699546,0.514950902218237,0.576593527870126,0.652674496125695,0.623343923521505,0.656053571558157,0.682789940254664,0.632633037189264,0.0791696561984466
"A[Ins(C):R3]G",0.109687272711786,0.516000198880979,0.300541640287752,0.411760176178754,0.477940166793158,0.546429545413302,0.398103718898427,0.59121530349725,0.552021868898002,0.568135562459597,0.499912563433602,0.426113938214336,0.392432920835096,0.521782260602584,0.571871699012684,0.455848341823484,0.59324647984583,0.578565565528638,0.586249139628557,0.51739482106213,0.452830018989018,0.464157114185704,0.486353532058132,0.556699411595537,0.396765743262334,0.59219142189901,0.546863551123161,0.569475438974853,0.233906229303098,0.320191812575798,0.234095908166472,0.217563318208469,0.414931885331141,0.425515054240135,0.322365852881153,0.605864099784504,1,0.653135036934475,0.117436474045109,0.553821168160462,0.444245409817473,0.258590795864775,0.330964576874793,0.252210146337613,0.327301068525873,0.52676991630207,0.35056132186531,0.697433808777805,0.714441855679903,0.684128517642613,0.402352910277994,0.46624586672859,0.49982369827777,0.297522254152553,0.256540066238176,0.389746145567612,0.381016578458481,0.476067937949774,0.417738042164072,0.648461005904094,0.721825559425437,0.598446516862688,0.250324677254859,0.685281259518424,0.178100298332956,0.216231760813089,0.411382757479152,0.276007273788667,0.394413581928445,0.358920259634891,0.304737245543893,0.230901111796507,0.532700294948294,0.171010069832918,0.297658566981298,0.450693504163866,0.440971377999476,0.388655581589121,0.509432754920152,0.395814252769484,0.212264138952124,0.430227347964561,0.165817007138491,0.231291479444965,0.330031237439437,0.274080330480092,0.300851936549124,0.367051809445144,0.287655851176409,0.0397443158300758
"A[Ins(C):R3]T",0.161720380606635,0.688062745197798,0.486539114739937,0.534530485476916,0.745886350348402,0.790841870360558,0.674540252120872,0.782801328195453,0.727176405238523,0.776971405133317,0.650837311172266,0.523389745899329,0.546585318691602,0.772810545505598,0.788467435148181,0.69794005084667,0.775623281215728,0.755162228323403,0.787732906767142,0.737867669037572,0.629795488330932,0.651537031225773,0.756287280698522,0.792091291314613,0.667429235292923,0.806106961965374,0.749186964281188,0.80197617414105,0.217147653952557,0.50881774235173,0.319259059505848,0.383249975336417,0.557778120588935,0.443745011659517,0.499876982097671,0.816761234863795,0.653135036934475,1,0.117210845904235,0.564039540896632,0.391221023495339,0.355619237464258,0.289564877346439,0.374387905108267,0.42349921670586,0.4329406439978,0.474709928942569,0.728981393705625,0.664678282457895,0.774610104937393,0.507789014815248,0.403722534304852,0.657641156663546,0.531688387897362,0.341002334949083,0.621980331420547,0.561053874278097,0.568708979362778,0.622939370473265,0.767791613967212,0.715215181602647,0.775931815146547,0.491676042605563,0.77405728702469,0.410307196596956,0.453576042450612,0.622225593366372,0.51571498940553,0.663372083332969,0.609037341517219,0.55574356996373,0.470760020603723,0.700645237726642,0.404410022073229,0.534463396879388,0.65313990343653,0.675621011571305,0.648624074571636,0.734207684303589,0.642855983741925,0.452145516114202,0.638137940443454,0.399734008430971,0.471310190075303,0.573961095491102,0.527737477583028,0.563942709714305,0.614270197208085,0.544817826940662,0.0651516806015561
"G[Ins(C):R0]A",0.0591794039380677,0.100148117387561,0.0662735074678508,0.062116377346546,0.075077337083111,0.0824591250136515,0.0591910307653386,0.0903686022520726,0.0851730392063719,0.090271357300176,0.0868206474797759,0.0704663485083138,0.0717442434553535,0.0775809823725802,0.0901534744447909,0.0599912412320664,0.0796765819382847,0.0845770010602991,0.0857363889611918,0.109280829639665,0.0821699547690477,0.0823609284021628,0.0771910823380572,0.0849326085532908,0.0582301723772379,0.0976811874267499,0.0930774193737537,0.0947664065192563,0.193889449893783,0.068991062700049,0.0695107300557367,0.0413968029015759,0.0753666112369268,0.133377014196681,0.0700715158015156,0.229592971459742,0.117436474045109,0.117210845904235,1,0.168672125952683,0.225507679460197,0.523894097855418,0.305420374710451,0.156375171408685,0.154143741560409,0.178422989176525,0.0946220409374875,0.0959685672550478,0.0941020757846972,0.0945411394960295,0.117454408882177,0.149499108719797,0.100145701497493,0.0640536584734163,0.059998870645708,0.0820349416934463,0.0758561139845015,0.0693595021060219,0.0698872945480298,0.115583165623949,0.0892919440550934,0.084415104590124,0.0394382216943062,0.0738682575566395,0.0258251109126482,0.0353751267961574,0.0557030673650378,0.0349328798276937,0.0668996132993184,0.0477733099476851,0.0417852867094846,0.0310190046823501,0.0774269077714072,0.0241068555655464,0.0435399629328511,0.0659919058485571,0.057541732962361,0.0599122396871399,0.061853410272293,0.0483304678046122,0.0296443006461647,0.0588219850752976,0.0238329410539888,0.0396332178332342,0.0602478352122732,0.0405546672259762,0.0500437244390513,0.0560897658633118,0.0418445432949017,0.0464847586085337
"G[Ins(C):R0]G",0.116470852884763,0.566068092508926,0.325242282467667,0.382965188045743,0.520216115824347,0.576815081179547,0.444002607296235,0.610972283568943,0.581567474329144,0.604359386680928,0.540247533271257,0.453687471368178,0.426556332457249,0.546352027909423,0.588074331544175,0.49233971188487,0.60559526713366,0.602967105910715,0.60591663790194,0.560017609990842,0.470554247709771,0.489285011716878,0.514654450943413,0.581790895360874,0.444901405932557,0.60050854687193,0.5892298124748,0.599226263979207,0.421606663888775,0.298883598821679,0.272525150697517,0.159227958206494,0.340778520670711,0.367462873276197,0.264513325072398,0.5127769221388,0.553821168160462,0.564039540896632,0.168672125952683,1,0.516099680700627,0.221667874931581,0.350873596571777,0.191721746691433,0.276542876595868,0.368921440637985,0.266224973888448,0.52714175536512,0.526027876001378,0.536453061294066,0.557150956237128,0.7592839180605,0.533936168487621,0.28946988223338,0.375094936048243,0.398374327831145,0.340514487421774,0.38344417573506,0.368241154312546,0.525692967202821,0.550222793739044,0.506266528118414,0.29742268471509,0.563573477860952,0.235835404311282,0.268979694671428,0.403059201790823,0.319771068398917,0.42440449637558,0.401881150469939,0.349264710692518,0.285358435034223,0.495419541162686,0.228759887326584,0.335668092954983,0.457877069459563,0.462300069775131,0.418409903946454,0.535812329940069,0.421832026768766,0.271893850140949,0.431292001958812,0.226417137596851,0.283831015773322,0.364596739594698,0.321504668858516,0.349377278459906,0.401841147091267,0.342824139159319,0.0436675866388914
"G[Ins(C):R0]T",0.309586233492299,0.372226069593481,0.249642996657457,0.25973876000212,0.348401302859398,0.360446834270686,0.323897884046649,0.351477302124368,0.335146619058243,0.361675424515846,0.370226749495908,0.307180509455912,0.230727090929806,0.363389832634616,0.375403271449166,0.353154739747861,0.36280801660748,0.355993830973275,0.365667563043835,0.394891980603723,0.321856089489315,0.346403931060803,0.352152730695674,0.367305821568079,0.327058789032586,0.363770752126582,0.354968931173602,0.371190528287819,0.371659477290864,0.273265975216742,0.248926326780346,0.187467417923102,0.300589542022176,0.317629809343052,0.240482705382971,0.425728989190146,0.444245409817473,0.391221023495339,0.225507679460197,0.516099680700627,1,0.231263223997352,0.328695972600584,0.1770768977546,0.241784241352059,0.37103434155703,0.248975940083399,0.415619429230463,0.402268847912406,0.413367006123283,0.50440041873099,0.544419999021398,0.440561354049508,0.251590697655596,0.297897549581845,0.360193820314532,0.309022273570771,0.328920082853167,0.419232446481591,0.51255177632646,0.460247939430021,0.523391000014674,0.250468687992701,0.339433438181537,0.21614967418926,0.241738417140566,0.314281700719665,0.278860668667317,0.33796682735119,0.296769295199199,0.307797125909728,0.240247335310909,0.357128799930513,0.21089444534766,0.294510641968573,0.33613442407092,0.36950397522907,0.336693829064064,0.375351072383422,0.345356743901591,0.231490042935442,0.331249814361985,0.208169168917104,0.253858111670199,0.28940428395783,0.275803840031502,0.294544174408677,0.303338969433108,0.301346887184535,0.173303461631215
"G[Ins(C):R1]A",0.0668266381832625,0.15033318233345,0.101342723755882,0.102175748875396,0.167200267555189,0.169333728790455,0.154746272918067,0.162446136302284,0.158675037657292,0.160181809495936,0.144394667818009,0.123807125684653,0.116619966662292,0.169740205031434,0.171561643942075,0.158788301254061,0.160591581502188,0.161846649523178,0.167374847117807,0.155586834061468,0.138264022676692,0.132955590710516,0.169112975100628,0.170895142870539,0.154370367275617,0.167377141183652,0.156693014067052,0.167703064692722,0.183145277604943,0.717294773568012,0.618399916550095,0.728324060562742,0.681529264733974,0.364885264436038,0.724611397663647,0.381455625055262,0.258590795864775,0.355619237464258,0.523894097855418,0.221667874931581,0.231263223997352,1,0.570187950434064,0.819735389025761,0.742226683886781,0.389768859174806,0.734531694319445,0.34265521806688,0.203166539966752,0.394744624928581,0.17369535703575,0.209849241969426,0.165453122404934,0.719159214187843,0.524072839534467,0.63387219915316,0.693148154266985,0.377440622659343,0.643599198877597,0.421658910152105,0.247965780193983,0.387731404139977,0.133360928320451,0.165904838296071,0.114408106486946,0.124168058382851,0.15057722396431,0.130201441748247,0.158816538884447,0.145802092190424,0.136213286149564,0.128037031997663,0.17793543241045,0.111875048914652,0.140046115075489,0.161522331676037,0.161453682511181,0.154236009972145,0.163079290620952,0.149652090971199,0.120148183158724,0.168499378677553,0.109754595794142,0.129028383998041,0.147168646918125,0.134219682035545,0.140963009047237,0.149276092109185,0.135595938691981,0.0556921662435421
"G[Ins(C):R1]G",0.0231568016852539,0.124251278857715,0.0697355051756392,0.0740066044722812,0.128601405593439,0.127061875741834,0.119564476750539,0.126018121760228,0.107807170246109,0.12514830946147,0.112106343890071,0.100707957225425,0.0959775918032048,0.12907219718677,0.126912606702941,0.123242675356316,0.120084943011486,0.122192380480014,0.131552433556105,0.126670424170732,0.103389841138277,0.116171422578125,0.12851963867128,0.12901034095646,0.120188715592289,0.124207347065424,0.117839532845171,0.136793412356472,0.228828790260571,0.478197287426974,0.480838658777727,0.47803389805963,0.505166611496581,0.315675721063433,0.501288279523503,0.321405214983085,0.330964576874793,0.289564877346439,0.305420374710451,0.350873596571777,0.328695972600584,0.570187950434064,1,0.560681386818447,0.552451075991283,0.420124297693816,0.532751904466325,0.31895719533855,0.259787139788855,0.33391600874319,0.193571612861727,0.412463438301214,0.139577148367852,0.490641626152928,0.489463291114746,0.458151123673627,0.510449315013481,0.31787261933953,0.465790606262734,0.399581498544579,0.284533747976368,0.321839446103095,0.112824360119009,0.138442801085906,0.0974878240151352,0.103377272151556,0.125435471743997,0.10827394428432,0.128694830299202,0.116611863975713,0.111657997111122,0.107298788666722,0.158066188629709,0.0941451535257689,0.119546586133818,0.134338365316886,0.12938175151388,0.120572942269845,0.124765809110413,0.118075362925836,0.100588176076372,0.1499855357659,0.0923496137675672,0.108738795107887,0.124605526450672,0.111122025696191,0.114276126449248,0.115496373360433,0.109912879587154,0.0165593784629277
"G[Ins(C):R1]T",0.0508701681481841,0.138823672670645,0.0808672745662092,0.0924597160945208,0.167481849934906,0.161895341808273,0.160591412004268,0.150971042615821,0.143503847236074,0.151736079062997,0.132580046600983,0.115723814706997,0.0968167846468905,0.16799156057476,0.160826516415219,0.165073672435821,0.154265154237394,0.14725652911672,0.158755659587131,0.145344513832875,0.123110001298153,0.125845454395591,0.166455976926906,0.160826538147953,0.1607727536298,0.150820281746214,0.144017178141805,0.15768218831252,0.128637787102915,0.859949475506193,0.737398030902544,0.892383339778639,0.806077493015492,0.354412073795846,0.868398064959127,0.33476782005917,0.252210146337613,0.374387905108267,0.156375171408685,0.191721746691433,0.1770768977546,0.819735389025761,0.560681386818447,1,0.834744063659565,0.3835385794804,0.868892995865416,0.356373643995537,0.19895642454757,0.44816062850514,0.150935320710544,0.185062081454026,0.153271448452361,0.862759616020255,0.63243589590694,0.752713269428653,0.828009881159717,0.435698657338919,0.765974524995107,0.463833641643384,0.260885809344326,0.43886941906021,0.147925774259622,0.163018886694508,0.132833379098483,0.138853983004407,0.162123498723797,0.146493874555081,0.161640042253628,0.155627284286861,0.149603326586397,0.145464145262196,0.18649550154876,0.130380711723979,0.151432209187305,0.165953274461375,0.169743910962203,0.160235563048414,0.165872855101685,0.160130743186603,0.137086140279021,0.18290024470082,0.127488829724648,0.141458442163125,0.154932761403626,0.147390658573493,0.150687314571816,0.158015533217908,0.148407799533747,0.0364046409511815
