"","Del(10,):U(2,):R1","Del(10,):U1:R1","Del5:U(2,):R1","Del5:U1:R1","Del6:U(2,):R1","Del6:U1:R1","Del7:U(2,):R1","Del7:U1:R1","Del8:U(2,):R1","Del8:U1:R1","Del9:U(2,):R1","Del9:U1:R1","Del2:U(2,):R1","Del2:U1:R1","Del3:U(2,):R1","Del3:U1:R1","Del4:U(2,):R1","Del4:U1:R1","Del2:U1:R3","Del2:U1:R4","Del2:U2:R2","Del2:U2:R3","Del2:U2:R4","Del3:U1:R4","Del4:U2:R3","Del4:U2:R4","Del(6,):U1:R(7,9)","Del(6,):U2:R(4,9)","Del2:U1:R(5,9)","Del2:U2:R(5,9)","Del3:U1:R(5,9)","Del4:U1:R(5,9)","Del4:U2:R(5,9)","Del5:U1:R(5,9)","Del(6,):U(4,):R(2,9)","Del3:U3:R2","Del4:U4:R2","Del5:U5:R2","Del(6,):U3:R(3,9)","Del3:U3:R(5,9)","Del3:U3:R3","Del3:U3:R4","Del4:U4:R(5,9)","Del4:U4:R3","Del4:U4:R4","Del5:U5:R(5,9)","Del5:U5:R3","Del5:U5:R4"
"Del3:U1:R(5,9)",0.0505869108612633,-0.0115950141319649,0.360773746402557,0.704304853470445,0.207003401765678,0.335517691630475,0.142690416458581,0.0888975879633414,0.116534953275452,0.0237330740950576,0.0968515639384084,0.00266648431900991,0.902915319654135,0.243112187385753,0.862346579118744,0.95496575350069,0.682503896370688,0.92372069040658,0.604541851431908,0.59781313352655,0.613620383963262,0.764146511872477,0.825611323172296,0.0930533030822778,0.329686978377215,0.737902317013913,0.07352380735475,0.897724417588666,0.969271061550022,0.880715296715251,1,0.973250005053086,0.935208989741819,0.899653534175878,0.789424685106985,0.687086739549068,0.64267998787929,0.483018156503673,0.868584090021535,0.876671659412935,0.726579381305034,0.80681798012049,0.89961579974466,0.794492616711344,0.802029331235292,0.854507525402549,0.796485430813524,0.777117815919444
"Del4:U1:R(5,9)",0.048430005437894,-0.00804313701759667,0.33256197487729,0.689405266815109,0.194895524848744,0.333367408055334,0.12976697603281,0.0830587974179775,0.109329643666536,0.0240486764228512,0.0858027268250303,0.00569369569439425,0.834387022563552,0.226264391569182,0.800082884054741,0.909494581404999,0.638912899815145,0.896241439558691,0.548164931873657,0.538516723769961,0.566698092725318,0.705246909934977,0.762641674061327,0.0867644182376353,0.285542625887185,0.678768409983024,0.106686193001887,0.845667416248125,0.898981012073043,0.8146283171751,0.973250005053086,1,0.880601724898127,0.961726689269543,0.743308534627825,0.635448653056194,0.589649946897664,0.446017336073803,0.813960166652923,0.815542565990655,0.662987277653502,0.741762192236577,0.835715669569799,0.734105906440298,0.737663991360219,0.797737543936904,0.73024820613099,0.725284317744092
"Del4:U2:R(5,9)",0.0685409564749508,-0.000683939483022065,0.372690852561201,0.673002709276082,0.22952194443386,0.3154525908593,0.163944617940962,0.0994418787574371,0.131363262317178,0.0361832861449197,0.114001808766208,0.0126481432514488,0.905556024385648,0.271993970786995,0.851285441112023,0.924998871556358,0.702642199018542,0.88855287944814,0.649026562037053,0.651493454889508,0.656720756928886,0.815158736000178,0.892539955124702,0.0963365581250249,0.3635208736046,0.755592593655109,0.0762068879725471,0.975114038184891,0.942838270769189,0.945720717973367,0.935208989741819,0.880601724898127,1,0.806301108165446,0.820872145560352,0.730269704989355,0.68844366368342,0.503180285949651,0.907798085346561,0.927289822217581,0.777096531900883,0.856502000020754,0.931028009961406,0.818829270285286,0.837928186924818,0.895817177055893,0.799030720075564,0.795698336167989
"Del5:U1:R(5,9)",0.0486847976272785,-0.00191659586343324,0.302018288477876,0.642230194888787,0.179673579595777,0.316709598019817,0.114303470735181,0.08226153097492,0.100922700156526,0.0264636386448567,0.074933015096014,0.0109330195757228,0.766078586384168,0.216954632841773,0.725009043300813,0.834651243048955,0.587795058283632,0.824362260216051,0.526043079517595,0.522028812562896,0.546768834772553,0.677205289022876,0.736231669403929,0.0882147277545901,0.25885346351962,0.614848600124409,0.279411994773925,0.772553494531683,0.811460299185634,0.766906042199477,0.899653534175878,0.961726689269543,0.806301108165446,1,0.693639097390496,0.623265014580073,0.572922613478175,0.423850244530011,0.74910605795871,0.765342555239756,0.642119557697356,0.706999117070395,0.774106740770898,0.680682510861384,0.689251640943097,0.739156167143713,0.663934055168484,0.68239744663433
"Del(6,):U(4,):R(2,9)",0.2558068744321,0.191425908285374,0.475914135283723,0.658070434968343,0.34683252232757,0.399988770391725,0.29056295738474,0.221441401280803,0.280291481756906,0.160050641028483,0.261441538835316,0.139562081867598,0.837271158627223,0.416789024722694,0.802781379264214,0.826976709404256,0.707143967713898,0.809272422388011,0.697889372280505,0.68990945699298,0.677719680627632,0.77981628481948,0.79472087183734,0.190021005999875,0.437827943810157,0.749277579407201,0.148863004041497,0.789325918655515,0.811110809725144,0.815853257005245,0.789424685106985,0.743308534627825,0.820872145560352,0.693639097390496,1,0.753892070459284,0.733015897665646,0.612728925198737,0.848344298491562,0.817997630507172,0.776217881576088,0.810371382659412,0.83599661372262,0.813710975681254,0.809028192284622,0.810400633594468,0.791796483057801,0.790262122558997
"Del3:U3:R2",0.118113683464159,0.0650165678361491,0.364233240771164,0.537905507994794,0.238819075202248,0.292271746607019,0.195685106088334,0.14957374424365,0.16383512613884,0.0965885792090705,0.155783105046894,0.050226854255264,0.8273060177311,0.418961197475768,0.753540699513904,0.744645040568077,0.631952737905647,0.709222684970037,0.92363544508009,0.922067147851676,0.836770002054862,0.879024630125068,0.864186840578131,0.170840884724,0.540483962799272,0.821595666491507,0.276008925654411,0.644747807994312,0.75692559045084,0.838928721746594,0.687086739549068,0.635448653056194,0.730269704989355,0.623265014580073,0.753892070459284,1,0.951187575566903,0.705264043392692,0.733177029708089,0.855908450538356,0.969601069982942,0.919398742818385,0.864649485980431,0.907132303253926,0.882215332357178,0.773989053946856,0.785865936895433,0.826395062736702
"Del4:U4:R2",0.135322455550461,0.0791437478470384,0.37802775810131,0.521391991793124,0.253117707001244,0.291623196333169,0.214077291815219,0.162342637338227,0.18390116302592,0.112133664608772,0.175668789573747,0.0698777051827347,0.793422541705708,0.46171785963848,0.72749921379321,0.708807054675471,0.623313711827161,0.681036024279627,0.918763939750906,0.909102077265116,0.821022699463288,0.841644577209389,0.808116731757775,0.187395069112542,0.569700855843931,0.831144949212707,0.226421645172771,0.604167267063471,0.715803688816529,0.784019803305119,0.64267998787929,0.589649946897664,0.68844366368342,0.572922613478175,0.733015897665646,0.951187575566903,1,0.772861007583973,0.699833955749407,0.798796057408519,0.931252760531907,0.872356219751918,0.819411986420912,0.910520559562364,0.871661838624713,0.733629721916099,0.777170234045438,0.793250452356414
"Del5:U5:R2",0.235442019838045,0.187433907013085,0.41013963729859,0.469566427029851,0.308134614379759,0.325727084679046,0.274998975464544,0.225914907698568,0.264169637695578,0.187799779021028,0.251423465747251,0.147879657393555,0.613352646792945,0.492571848552256,0.587880595983304,0.545216742036751,0.540269544414265,0.542260475199386,0.730955368073436,0.700936114566887,0.675563881880418,0.646908757472302,0.572818262153379,0.192223734930964,0.514246103654336,0.658563807969502,0.132989133767563,0.443474094978911,0.530412919065445,0.556924715783222,0.483018156503673,0.446017336073803,0.503180285949651,0.423850244530011,0.612728925198737,0.705264043392692,0.772861007583973,1,0.549038130295095,0.571703545690879,0.67761561827438,0.635021056050998,0.602504638861568,0.714297676024892,0.668391580581413,0.528647132407503,0.621134003065339,0.594717546675849
"Del(6,):U3:R(3,9)",0.131883629413684,0.0667408557500687,0.410759550791199,0.668023046262584,0.279432630752777,0.348001968604953,0.213912035549828,0.145123381830761,0.19266408435001,0.0826776093897909,0.168583467299054,0.0598760643871229,0.866636268421526,0.331695779598714,0.823319179097792,0.8662485725602,0.691521195557227,0.846411601853771,0.664937973092808,0.653369963180434,0.659519177508319,0.786863736058675,0.836432805657553,0.140528377468482,0.384947449626808,0.737057836400258,0.107564640742365,0.889721915001286,0.88121720984937,0.881227844406236,0.868584090021535,0.813960166652923,0.907798085346561,0.74910605795871,0.848344298491562,0.733177029708089,0.699833955749407,0.549038130295095,1,0.873090222891852,0.763778676797431,0.823555045287254,0.883385053178094,0.802839428066779,0.811643910089395,0.838462335397723,0.797223305999908,0.775516946540421
"Del3:U3:R(5,9)",0.0586353426957145,-0.00552108955838215,0.36028410104493,0.622262074057801,0.211893475253319,0.299109666850086,0.150420854324982,0.0997157661478134,0.120375148145277,0.0354877367584895,0.11199365744624,0.00239084258478262,0.934221646956325,0.300576782666882,0.843021583633272,0.898226838184301,0.677146522388156,0.848216117028379,0.764724313682043,0.776716060547285,0.735624680487121,0.882980861152486,0.95648141413236,0.113998971549793,0.41615782110402,0.80706280003524,0.1955410273034,0.860990753086406,0.920472030886146,0.983553075824181,0.876671659412935,0.815542565990655,0.927289822217581,0.765342555239756,0.817997630507172,0.855908450538356,0.798796057408519,0.571703545690879,0.873090222891852,1,0.897763828922851,0.945180033277944,0.979101940983016,0.890961590208642,0.917383884620425,0.902996830767901,0.848673189184286,0.875829611250126
"Del3:U3:R3",0.0866001138782605,0.0302787193054231,0.353898900310872,0.544169773469639,0.216389319642154,0.284789546252246,0.17269605332635,0.127207476805982,0.139638504434549,0.0678384070821879,0.131837123676682,0.0267314695812951,0.863963246761793,0.381528238755183,0.775243657168068,0.782377833418116,0.634007295274478,0.736265066667383,0.897504919391229,0.910999197486857,0.81529232507019,0.895446947826174,0.909923395497383,0.147932773456138,0.518555754447482,0.831305395489826,0.258654915438075,0.691473342348839,0.804582064359504,0.887739077447606,0.726579381305034,0.662987277653502,0.777096531900883,0.642119557697356,0.776217881576088,0.969601069982942,0.931252760531907,0.67761561827438,0.763778676797431,0.897763828922851,1,0.951846930136506,0.902423574614737,0.921445891855938,0.907403287920589,0.82149553630822,0.817767058792252,0.862665679835127
"Del3:U3:R4",0.078341171908355,0.0154288275534636,0.365948743564384,0.587540696936768,0.221634536948129,0.302827041604377,0.165954192493146,0.120704481612881,0.138896556844752,0.0564381997270211,0.127445913975422,0.0166204653208583,0.906353366391847,0.347607592300577,0.818112123804816,0.843786989034977,0.662518191397883,0.792494823209345,0.835793682876848,0.851078171464696,0.781320505456583,0.89712908564021,0.9474304074585,0.138364387646976,0.476371212585428,0.820471660217686,0.242647683813062,0.781762244840703,0.872650537753969,0.941607571192128,0.80681798012049,0.741762192236577,0.856502000020754,0.706999117070395,0.810371382659412,0.919398742818385,0.872356219751918,0.635021056050998,0.823555045287254,0.945180033277944,0.951846930136506,1,0.945427867176121,0.913318890078729,0.924626399322469,0.870821507246221,0.842756180790834,0.878120197034132
"Del4:U4:R(5,9)",0.064144684263617,-0.0020052658468649,0.375258398975206,0.637866820008926,0.221232823430696,0.315021353204416,0.162270367989534,0.103986861134116,0.129754591594108,0.0385354283681132,0.120225379140847,0.00623762063603442,0.949423906894679,0.314933873831373,0.86585293349489,0.920254389282246,0.689540079463234,0.868959954707703,0.786496795208365,0.787964371577609,0.744030008323021,0.880688936042272,0.938458587810151,0.120840973370018,0.438078994693852,0.833024179193658,0.164233541260912,0.859077871495569,0.943571718815433,0.972256405527753,0.89961579974466,0.835715669569799,0.931028009961406,0.774106740770898,0.83599661372262,0.864649485980431,0.819411986420912,0.602504638861568,0.883385053178094,0.979101940983016,0.902423574614737,0.945427867176121,1,0.916851959037804,0.926830593428511,0.923644693693527,0.867631281993339,0.891002141864298
"Del4:U4:R3",0.108006413298682,0.0437339506297324,0.398301359920544,0.594797852254656,0.25445421312126,0.314833026110433,0.207671929366878,0.146261766446035,0.175257527780164,0.0846618713565189,0.161741917491972,0.0437452944937478,0.902706867741446,0.422031475766887,0.821745112975042,0.845617638089118,0.678044560136041,0.805142064113362,0.868053606437345,0.859946802375526,0.79406997495831,0.873139214917853,0.873441188970113,0.16074299075002,0.512384621103022,0.876260581239623,0.152407792591777,0.73265074976926,0.856385245974921,0.880489619164226,0.794492616711344,0.734105906440298,0.818829270285286,0.680682510861384,0.813710975681254,0.907132303253926,0.910520559562364,0.714297676024892,0.802839428066779,0.890961590208642,0.921445891855938,0.913318890078729,0.916851959037804,1,0.927937527069682,0.843900058223436,0.859689944355718,0.864742740125576
"Del4:U4:R4",0.0886854147766716,0.024486680301222,0.385289635469076,0.588857174723,0.238764421180596,0.30919364482493,0.187158298797008,0.128728693681557,0.154171041723724,0.0576171063003152,0.143190882317031,0.0303707468936598,0.906919531165438,0.379827550741386,0.822649629380868,0.851277286598354,0.669510905782999,0.801539814364245,0.832792385414519,0.833421390730087,0.771626666828473,0.876567476867287,0.902369987638997,0.15053742996907,0.475382323047149,0.840746839294292,0.182571768992688,0.75633357990926,0.867818047756372,0.908334821985822,0.802029331235292,0.737663991360219,0.837928186924818,0.689251640943097,0.809028192284622,0.882215332357178,0.871661838624713,0.668391580581413,0.811643910089395,0.917383884620425,0.907403287920589,0.924626399322469,0.926830593428511,0.927937527069682,1,0.85030151961723,0.841768116678365,0.855845457208127
"Del5:U5:R(5,9)",0.0773025324738097,0.0110977001772999,0.352214552687162,0.626189961432289,0.211754507457907,0.301695152887197,0.153952777602053,0.10085901419373,0.129871724647719,0.0441844700959351,0.120271740561609,0.0177849013204999,0.891803492493443,0.293109205315773,0.802514647669057,0.875919006959313,0.652408882139741,0.835977304286463,0.699097057629614,0.703656376026163,0.675865423393772,0.808727560750699,0.868688840783106,0.104026147396705,0.399462529514895,0.775105638583519,0.134266193991485,0.835104613239818,0.886883391100357,0.898441436499221,0.854507525402549,0.797737543936904,0.895817177055893,0.739156167143713,0.810400633594468,0.773989053946856,0.733629721916099,0.528647132407503,0.838462335397723,0.902996830767901,0.82149553630822,0.870821507246221,0.923644693693527,0.843900058223436,0.85030151961723,1,0.821871993150824,0.86332831614724
"Del5:U5:R3",0.121999769599429,0.0622647913274363,0.387770449357721,0.594567201406021,0.246190321087373,0.321069123051038,0.198083255228238,0.141271617621051,0.167544118839902,0.0821424121142227,0.165783675823995,0.0463111751690442,0.873341137054465,0.377620046821177,0.795081594530574,0.827765497288291,0.647096198149012,0.794819209169122,0.749593943176038,0.740048060086491,0.70554007094096,0.799926071275007,0.824924005633939,0.14786627690321,0.431447906333511,0.805308126137786,0.136973138464075,0.728541170061958,0.843920525720122,0.839631271986797,0.796485430813524,0.73024820613099,0.799030720075564,0.663934055168484,0.791796483057801,0.785865936895433,0.777170234045438,0.621134003065339,0.797223305999908,0.848673189184286,0.817767058792252,0.842756180790834,0.867631281993339,0.859689944355718,0.841768116678365,0.821871993150824,1,0.82227515801325
"Del5:U5:R4",0.0781616647924463,0.015308504640265,0.350212895502096,0.585983300700726,0.210890287332245,0.292699908209343,0.158350482357,0.109032999587064,0.138740474796933,0.0603562921979286,0.123872749765267,0.0171618337283002,0.867449951624386,0.329232754610735,0.768220386872809,0.827013230155337,0.622891873075364,0.789505129244361,0.761005232675507,0.767231535314721,0.721382520840512,0.823418334942529,0.859457361685776,0.122089106917073,0.43323318908508,0.794214050232515,0.221441911674597,0.723844969414024,0.821285007873898,0.856968120099348,0.777117815919444,0.725284317744092,0.795698336167989,0.68239744663433,0.790262122558997,0.826395062736702,0.793250452356414,0.594717546675849,0.775516946540421,0.875829611250126,0.862665679835127,0.878120197034132,0.891002141864298,0.864742740125576,0.855845457208127,0.86332831614724,0.82227515801325,1
