"","C[Del(T):R1]A","C[Del(T):R2]A","C[Del(T):R3]A","C[Del(T):R4]A","C[Del(T):R(9,)]C","C[Del(T):R8]C","G[Del(T):R(9,)]A","G[Del(T):R8]A","G[Del(T):R5]C","G[Del(T):R6]C","G[Del(T):R7]C","C[Del(T):R5]G","C[Del(T):R6]G","C[Del(T):R7]G","A[Del(T):R1]G","A[Del(T):R2]G","A[Del(T):R3]G","A[Del(T):R4]G","C[Del(T):R(9,)]G","C[Del(T):R8]G","A[Del(T):R1]A","A[Del(T):R2]A","A[Del(T):R3]A","A[Del(T):R4]A","G[Del(T):R(9,)]C","G[Del(T):R8]C","A[Del(T):R(9,)]A","A[Del(T):R8]A","A[Del(T):R(9,)]G","A[Del(T):R8]G","A[Del(T):R5]C","A[Del(T):R6]C","A[Del(T):R7]C","C[Del(T):R(9,)]A","C[Del(T):R8]A","G[Del(T):R(9,)]G","G[Del(T):R8]G","A[Del(T):R5]A","A[Del(T):R6]A","A[Del(T):R7]A","C[Del(T):R5]C","C[Del(T):R6]C","C[Del(T):R7]C","C[Del(T):R5]A","C[Del(T):R6]A","C[Del(T):R7]A","G[Del(T):R5]A","G[Del(T):R6]A","G[Del(T):R7]A","G[Del(T):R5]G","G[Del(T):R6]G","G[Del(T):R7]G","A[Del(T):R(9,)]C","A[Del(T):R8]C","C[Del(T):R1]C","C[Del(T):R2]C","C[Del(T):R3]C","C[Del(T):R4]C","G[Del(T):R1]A","G[Del(T):R2]A","G[Del(T):R3]A","G[Del(T):R4]A","G[Del(T):R1]C","G[Del(T):R2]C","G[Del(T):R3]C","G[Del(T):R4]C","A[Del(T):R1]C","A[Del(T):R2]C","A[Del(T):R3]C","A[Del(T):R4]C","A[Del(T):R5]G","A[Del(T):R6]G","A[Del(T):R7]G","C[Del(T):R1]G","C[Del(T):R2]G","C[Del(T):R3]G","C[Del(T):R4]G","G[Del(T):R1]G","G[Del(T):R2]G","G[Del(T):R3]G","G[Del(T):R4]G"
"G[Del(T):R7]C",0.274589530764558,0.265262327026928,0.59569424457227,0.859458993141586,0.920355094993209,0.986495096913721,0.911413058877775,0.980505721695946,0.964684316425729,0.98262673476429,1,0.897315165082336,0.904719115180719,0.910210164909371,0.510975263076224,0.585901686529999,0.503154839374686,0.709254317983796,0.887113362550022,0.905300876561875,0.687956511085571,0.291710800067885,0.698455781490008,0.574335205475775,0.917153670173529,0.993528752990414,0.888087320975529,0.91355901005865,0.883782322114964,0.9113047317033,0.944084727029976,0.974624362643348,0.992212340643763,0.884810472764756,0.910373494426616,0.91089675716978,0.970086414022848,0.747596468564589,0.878981318259347,0.912711832423642,0.946575669983793,0.987213890347698,0.995031722709976,0.898431710765944,0.90068004544133,0.913429071502941,0.902965807301165,0.973644984210427,0.994771695603467,0.96797406826878,0.9511857470329,0.995245073103758,0.915975900759047,0.987967481620356,0.759539758602783,0.515038865099493,0.769853062117271,0.919470533538223,0.21368214178551,0.098701599586803,0.67027892344122,0.814046643652218,0.320570922857239,0.53378749410864,0.66638742420855,0.904051699555662,0.424840515324884,0.582803187964484,0.421971335244096,0.75278253686771,0.884994958453938,0.906123829201487,0.916552283873539,0.307464341146178,0.2750706700611,0.385607904875848,0.857024095524461,0.621631372778673,0.484637979983419,0.795848143573573,0.849621936391699
"C[Del(T):R5]G",0.301897174864334,0.290760270817619,0.650106868416057,0.938973563149708,0.896812279274379,0.91276965298399,0.884462928661702,0.938888896940256,0.8068547024771,0.853153998410128,0.897315165082336,1,0.988702525958403,0.989081279012933,0.51019159931341,0.636957762185744,0.557743599044551,0.787358048955468,0.925417399969792,0.978494916310487,0.71046759301552,0.302997902167548,0.73243748254819,0.623920698660383,0.87224489418835,0.906595307515754,0.922253935071022,0.97225340529505,0.917713752538771,0.977319993451081,0.940821053618706,0.923770044377545,0.923504250052699,0.918645915125674,0.973853230608393,0.888020597137503,0.950339736891497,0.808956404278365,0.946582081197607,0.977145933211103,0.982257668674689,0.88755178490775,0.872159763761469,0.987295355505015,0.984372964755699,0.981997460511029,0.733691321346297,0.861702264330954,0.918185441800246,0.926590570649252,0.785856475513626,0.912218290953075,0.906237667250833,0.921706531308016,0.746672334139458,0.525624778751096,0.758110423375965,0.982039098647483,0.267676800617974,0.0771062733470751,0.561532627887301,0.625967456230888,0.277939370979823,0.403108593302549,0.369029104067837,0.736797510200015,0.420589697350517,0.537837406063585,0.397837144269035,0.768549695740996,0.97313895397327,0.969805103091442,0.978579693917779,0.319198742021669,0.32584006672834,0.461105622092803,0.967122649806668,0.656753893101551,0.428693769958927,0.63266702994748,0.616569275002663
"C[Del(T):R6]G",0.283110930956423,0.277514992461613,0.642388186982024,0.952727629318541,0.896955125528378,0.917955394534439,0.883989340658432,0.943425715629575,0.818590865543844,0.868868284011669,0.904719115180719,0.988702525958403,1,0.993089238149837,0.497468742473365,0.626116613227329,0.600658536322918,0.824898460245428,0.923522395826841,0.977628613187802,0.698269397314308,0.30510777164526,0.766561767646114,0.683191807523383,0.871538420046423,0.911595242025627,0.922142232529255,0.981884571599442,0.915470106489176,0.979680938850964,0.956770711627238,0.944085224894214,0.937434840362743,0.918805301875659,0.978313847920025,0.887170758705107,0.951604117424786,0.857107502704638,0.973528378387729,0.991335329780751,0.975583700684358,0.900382050018708,0.880827037515233,0.991738972521815,0.994487387716477,0.990619151857362,0.763301898065128,0.878572845583351,0.925876433298012,0.939677686449754,0.806506696857755,0.922249539811838,0.905938093879959,0.929032839643671,0.741498357549791,0.511039928556733,0.751417186523792,0.979851562022189,0.24197067306464,0.0795894491145025,0.609273243216971,0.665668653708643,0.27135923094895,0.398355525065025,0.394361880798712,0.76181663098456,0.410189207474711,0.539064280844255,0.448056506881629,0.807143593940644,0.987125824701541,0.988889344431807,0.993414162926226,0.302594352799487,0.306709369409031,0.441761975196239,0.95961722973639,0.643191250682772,0.412138736668262,0.658749094625735,0.635412189722446
"C[Del(T):R7]G",0.271075486360969,0.263345818295916,0.616075897567669,0.928651276661277,0.918512520224139,0.932896211395845,0.90506677459446,0.955694083968436,0.813122606444448,0.864424205095538,0.910210164909371,0.989081279012933,0.993089238149837,1,0.500159398006371,0.619913193718619,0.550045947400132,0.779090000657772,0.943734207324171,0.99320717384002,0.706487581594259,0.30556820347914,0.736193920921061,0.625205076778825,0.893980454378133,0.923961225844195,0.942494323324385,0.988463023303737,0.937967197160927,0.992614056181523,0.941347839727377,0.934046225816394,0.938325045722459,0.938879526469295,0.99053882096951,0.909208554253173,0.967363538419195,0.813478845374805,0.954870324481217,0.989539140129039,0.975955426057457,0.899354142474036,0.888630796317488,0.982194739737402,0.98915027740923,0.995241952762498,0.742244917444762,0.872175998846913,0.931460600252546,0.9280775487625,0.79671343462193,0.926442387258268,0.928013404584652,0.940313917243287,0.749431488180948,0.493723968077617,0.739245821782836,0.971842847876208,0.23224308904851,0.0771701027211116,0.558171518199095,0.632900496868826,0.265168570412098,0.392171903120613,0.375691201527758,0.741762542499996,0.40668652068345,0.536506421877453,0.396387228877879,0.767366300468838,0.973872642550633,0.977647941938078,0.990054158730236,0.292505838294373,0.28568263562614,0.415812385724057,0.94632758623115,0.650313183768315,0.403813714951627,0.6276803039611,0.622246855167779
"A[Del(T):R1]G",0.644073293702111,0.582306374893822,0.692894900398932,0.540921689190105,0.533370933651251,0.520699808965487,0.532625831911718,0.521871200151612,0.466092958578913,0.485009532510141,0.510975263076224,0.51019159931341,0.497468742473365,0.500159398006371,1,0.736617613687075,0.451129391681759,0.462222265342158,0.526881307541409,0.511133213686621,0.741144039345551,0.381574826742159,0.534167529736545,0.335612096040336,0.535037922640643,0.522058894422925,0.530396211027516,0.511314830833368,0.531014516478516,0.515676586476957,0.498332649599351,0.504320944942726,0.513976358753204,0.528663479026547,0.512656919581296,0.535350431132372,0.528568131663751,0.390166648389274,0.469849528928117,0.499362456401366,0.513233838718687,0.498840314174584,0.501442326227542,0.503274062342326,0.489402599003324,0.503051660509299,0.416525551056776,0.473942127781247,0.508975614393556,0.497007352431914,0.455717524413035,0.507658126580577,0.537006007482566,0.526435091514413,0.712540973375851,0.698456516062638,0.70770007210417,0.541820560773066,0.557071906970376,0.25254543137019,0.427772440222392,0.374365896237751,0.573324778184802,0.550873487371968,0.297541105528301,0.43525040706139,0.652636636105411,0.681221279270092,0.333240308408317,0.444989369895052,0.491285629373893,0.490094960525307,0.499115493943734,0.680291411183015,0.577814147306392,0.639490423673225,0.565788682594954,0.561927395583056,0.617847326663703,0.490136028888133,0.401844503970742
"A[Del(T):R2]G",0.657391124820407,0.598276531996781,0.751685170275479,0.659313583951905,0.613414154426,0.599101049946216,0.608861454539826,0.610879323449376,0.533193863348409,0.558805695878116,0.585901686529999,0.636957762185744,0.626116613227329,0.619913193718619,0.736617613687075,1,0.592645541330036,0.626786501515946,0.621471322394708,0.62299058824821,0.818529879162076,0.35085379663701,0.685179455627554,0.479173413356999,0.60498806234487,0.597635588386971,0.622120786787229,0.627344832912254,0.620947387578101,0.627534428981015,0.622175469830517,0.605404485278214,0.605549298815563,0.622835073057979,0.627199739756668,0.61098433812227,0.619524507723167,0.522845403239349,0.599794921119966,0.622070505051357,0.628149501707626,0.582411280565529,0.570585642030282,0.629754964444432,0.613184559296819,0.625055423281839,0.479405237617012,0.551361589390077,0.59330622262468,0.600887324172712,0.518902086108559,0.590593517841087,0.619229339229375,0.60931926084736,0.733249139273319,0.762930517258074,0.760698699429441,0.664236419744228,0.551301143066058,0.159276623295272,0.496241410386921,0.427664282925549,0.515534935922096,0.513907326398131,0.292138081640861,0.49699177280422,0.691060602668628,0.734304976124111,0.465034326827819,0.619973754352212,0.629633500497894,0.616488608571238,0.619938810420463,0.663547925389479,0.671057105075672,0.718900632715043,0.705045775808558,0.596500295283561,0.66778165293473,0.552712631144462,0.43367975319142
"A[Del(T):R3]G",0.331747763937526,0.322437969231351,0.637617182558238,0.726605008279132,0.462392124402496,0.482244897875812,0.45866381090244,0.508554607961434,0.519739485230607,0.529095969958632,0.503154839374686,0.557743599044551,0.600658536322918,0.550045947400132,0.451129391681759,0.592645541330036,1,0.8932271685931,0.476717946099334,0.50832769228628,0.505496299252014,0.243513021416795,0.903415132212541,0.885837190454922,0.450106002649476,0.488122283295896,0.487130060260667,0.567859948562005,0.477226314211508,0.536089804082921,0.682343779150015,0.631410517412074,0.563275799345972,0.479391071436663,0.526481585326166,0.458148290005017,0.503033210041421,0.80127011183536,0.694546287575979,0.605908376245591,0.551486599715114,0.53967142036212,0.487548787727253,0.625651362453819,0.616837741265037,0.565735063177629,0.579745053417804,0.551357117025484,0.51825196831212,0.611417754884207,0.536671497494684,0.528391092159989,0.470499189747683,0.510504372766739,0.503889057952392,0.530360493338415,0.648675559055145,0.626631278043395,0.288105135365604,0.0979098274252324,0.814957718987336,0.618933320636475,0.325450584163579,0.38073892321411,0.414653679013923,0.595112511771999,0.455209809742786,0.559283491507582,0.927464450359029,0.88195801681418,0.684208872407603,0.652848290146104,0.618032959088944,0.348398551378086,0.391820960382569,0.522000115268292,0.645857405130976,0.407690631149538,0.390725408538178,0.687881550772942,0.481187574537142
"A[Del(T):R4]G",0.313800504347666,0.309178113450375,0.676154410226717,0.911726288975062,0.664222886334285,0.690772549989523,0.657425400325449,0.724204578865832,0.699468100767533,0.725084362586419,0.709254317983796,0.787358048955468,0.824898460245428,0.779090000657772,0.462222265342158,0.626786501515946,0.8932271685931,1,0.686400741566156,0.735244187579969,0.612471946773189,0.281565085100283,0.91216753687647,0.951188942805121,0.645388180372032,0.695129210120682,0.697354885148584,0.790371084182769,0.685725105246018,0.760814991660593,0.874260039227936,0.829297147742952,0.767167625945008,0.687023670729028,0.749264305502894,0.657260232249496,0.721419094913275,0.958053667735214,0.901512727113365,0.828109235655474,0.776575760167997,0.740011189847407,0.685396669960252,0.847882128341486,0.839464698035962,0.789542854956842,0.742384530236384,0.751787863986202,0.730234384390342,0.821503707849034,0.714422844647015,0.738069419477733,0.676016187781808,0.718458488192617,0.618587333345234,0.532937702481072,0.714157349223275,0.834807868839061,0.276625575697959,0.0918330145345962,0.838618210045001,0.742629644652051,0.293867645930202,0.390393536760026,0.460014901338347,0.747814571612031,0.459032049967945,0.554854503483741,0.798707169223322,0.961748390352867,0.889637812918132,0.868950774899041,0.838982371753439,0.320238122455381,0.372736543848114,0.51391450427624,0.842905990047964,0.527867086697935,0.410943512232426,0.75067296031102,0.606629587570173
"C[Del(T):R(9,)]G",0.28379307523649,0.26159863655684,0.587856759020154,0.857718883184914,0.985153799490335,0.929562520612125,0.982329784170881,0.94619181326434,0.782498883888434,0.827330915421551,0.887113362550022,0.925417399969792,0.923522395826841,0.943734207324171,0.526881307541409,0.621471322394708,0.476717946099334,0.686400741566156,1,0.967635349300426,0.772041605403495,0.319629804235685,0.707866681428112,0.537274645534268,0.973140344488705,0.918377443530675,0.995004441630586,0.96221871210018,0.99552079358329,0.96846679899802,0.881770448216114,0.880978539010181,0.904618055089094,0.998142338487444,0.969208328805073,0.986663275749337,0.961900073244172,0.724482328468314,0.881984210988232,0.938248015333146,0.927550386299171,0.859904938017926,0.867273787159595,0.911081649360247,0.918275309606386,0.947231337748812,0.693912039010174,0.828167372269987,0.90216986832405,0.874058921186107,0.763067847820951,0.895070280953024,0.985671156648022,0.933257571504517,0.799543486125723,0.492772392529291,0.720637321082569,0.909524238623283,0.223062205875699,0.0790435873788849,0.492788909299774,0.577229233949134,0.280264284232403,0.402573998969804,0.354549961714764,0.69119909927678,0.422537265320451,0.555377147031163,0.336901057764075,0.68904117864574,0.898316531075811,0.905959180590106,0.931825577613703,0.309520457122948,0.269171778264517,0.389615354371055,0.879519301114417,0.679177664203253,0.419730811204126,0.58627862758928,0.592456814170182
"C[Del(T):R8]G",0.272775196187443,0.260777797046485,0.602039360020939,0.901741281111027,0.942252819464823,0.938769090412272,0.930723975248755,0.959063392963643,0.796956441754194,0.848397602258288,0.905300876561875,0.978494916310487,0.977628613187802,0.99320717384002,0.511133213686621,0.62299058824821,0.50832769228628,0.735244187579969,0.967635349300426,1,0.726427121115825,0.309850413090958,0.714364573752275,0.57323954058062,0.920376399111533,0.927761328283943,0.964668798304337,0.987706085499958,0.962578192313667,0.996911298926731,0.917936882865496,0.914451885359769,0.928966267105213,0.962605439149244,0.995412689250753,0.936264055612673,0.974750211177221,0.769152030667049,0.928888961673242,0.978153243799846,0.966024151184765,0.885948041703955,0.884314858302465,0.963707953529633,0.972103552588707,0.988799355927127,0.712668870532977,0.853053011505542,0.924872877398485,0.907907864320045,0.777772999092149,0.919320947171272,0.951036335058808,0.94356294740263,0.76466363231249,0.488669211394826,0.728963015897025,0.955811172664513,0.234317780693299,0.0762366605654951,0.51140144673572,0.594819558624595,0.267405066874764,0.388966194243296,0.351925929176841,0.712450484621466,0.409884204946493,0.538546178738034,0.353005371673069,0.726968814494639,0.951779400338011,0.956836406494146,0.976823504487407,0.295791914295035,0.277252596120537,0.404588212421929,0.928301266846303,0.664172669276951,0.404722744788828,0.596655170763751,0.601113498848435
"A[Del(T):R1]A",0.660071037745617,0.607478144335415,0.752750480058166,0.718438399806578,0.774315871386483,0.716053537458215,0.774486654421808,0.72426251616638,0.612421138898348,0.641606226668578,0.687956511085571,0.71046759301552,0.698269397314308,0.706487581594259,0.741144039345551,0.818529879162076,0.505496299252014,0.612471946773189,0.772041605403495,0.726427121115825,1,0.440936026714124,0.688203639517937,0.467470643732855,0.773016760905541,0.71229202239757,0.775902369741079,0.731972987059436,0.777039093840969,0.734670202733806,0.688105512099539,0.687256754365086,0.701551966988259,0.776728416217479,0.731998135506661,0.777012185477867,0.73771536734693,0.557123297993656,0.667684711968257,0.710845541453015,0.708509761271309,0.665528447720514,0.669968848745484,0.700750825090531,0.688752407201339,0.715408319568806,0.539654795997763,0.634358835117724,0.691484512416021,0.676173753414355,0.594685964549855,0.686064709804711,0.776462916205864,0.725119848482215,0.839761149767062,0.727499424286864,0.762186329267582,0.725291661922556,0.55086741350547,0.236768920685965,0.484162122855645,0.465425095240694,0.505127123479011,0.504612754455262,0.307133555246704,0.547496652651175,0.658047706408945,0.681013098155781,0.364534338295351,0.608704268877896,0.689810041423875,0.689283890558378,0.704560557908227,0.618096540342561,0.607487919419895,0.633909170359291,0.750472919303044,0.691969415334735,0.650098666422187,0.553322570592413,0.483401512928458
"A[Del(T):R2]A",0.381152850556034,0.650242557025515,0.436426639189457,0.36504554562223,0.318217660746095,0.302377537677093,0.315511116917913,0.306414777022284,0.261094539470836,0.274431021258105,0.291710800067885,0.302997902167548,0.30510777164526,0.30556820347914,0.381574826742159,0.35085379663701,0.243513021416795,0.281565085100283,0.319629804235685,0.309850413090958,0.440936026714124,1,0.360394435973865,0.276670467757546,0.31265761975427,0.298925852282349,0.319176185168847,0.314794760657526,0.318171270790722,0.311715280112993,0.3044585589909,0.29920964975911,0.301684630379013,0.321977927852681,0.316407072232168,0.316544137102581,0.30952129102752,0.265089359012001,0.299220576238793,0.310713417248021,0.303829367462954,0.284156746528574,0.2838640167576,0.31262074477122,0.301562269385749,0.312187734648893,0.236575097739902,0.27349544530086,0.29529156877927,0.292239058733129,0.252867584678278,0.291122044047955,0.316384948645285,0.306020389985748,0.37126046169517,0.31348659095527,0.317462252190843,0.31001520759426,0.22903948064735,0.915165156105384,0.267034304186138,0.22072329214494,0.234025102046411,0.27575427707202,0.133293771171403,0.238644727528016,0.357823240515471,0.400521740457938,0.202883308064828,0.295908843068516,0.305660524757259,0.302704112532407,0.307095375210565,0.252461067489511,0.14943770643326,0.215316167659046,0.304942744028349,0.289062456802893,0.251386813303747,0.235659816885747,0.200670744923459
"A[Del(T):R3]A",0.363330505401444,0.362489094394474,0.706715548267317,0.839102073974186,0.702138454011763,0.699066489316141,0.696754605186908,0.720207498168969,0.676810698798913,0.698229531642123,0.698455781490008,0.73243748254819,0.766561767646114,0.736193920921061,0.534167529736545,0.685179455627554,0.903415132212541,0.91216753687647,0.707866681428112,0.714364573752275,0.688203639517937,0.360394435973865,1,0.864769859184095,0.688236572364294,0.698988184974719,0.71768037910247,0.766920768075457,0.708062999063732,0.737900142234128,0.833232192769998,0.794599191001898,0.752787817594359,0.714153863966841,0.73659161973437,0.695579203706972,0.716266528376133,0.852429615585648,0.828685541026173,0.785042623813985,0.734794785503376,0.714027573049004,0.681084927982647,0.782116753015563,0.777207492295943,0.760262689056181,0.683882431521155,0.709864637958935,0.712536139035673,0.766732931153791,0.677332673795427,0.713288479366192,0.706230146291366,0.722821113663834,0.685667417045353,0.564588759474795,0.738005198368237,0.780896066046595,0.301428305960178,0.152682675792824,0.797322746794014,0.667796747949896,0.366140806838134,0.438842639977914,0.434718844599034,0.690230209610816,0.539825957344266,0.668593740479467,0.853449602668807,0.933332997333185,0.822222511734999,0.802275348835319,0.785573655874669,0.370491039341617,0.369479269832029,0.50718846644321,0.778241878752091,0.556576977579927,0.439870893697252,0.716177173669514,0.570121211966044
"A[Del(T):R4]A",0.216312013487763,0.241177390065854,0.560247709340621,0.809358334414652,0.521740825668989,0.546528536091003,0.517306452499,0.578592431548141,0.60201558220317,0.616945550557332,0.574335205475775,0.623920698660383,0.683191807523383,0.625205076778825,0.335612096040336,0.479173413356999,0.885837190454922,0.951188942805121,0.537274645534268,0.57323954058062,0.467470643732855,0.276670467757546,0.864769859184095,1,0.505913831340555,0.553523564814931,0.552979362115367,0.653599513419683,0.538890222906142,0.608629984192221,0.769073477914924,0.72064672144234,0.641036056039534,0.542190936747781,0.597352780063449,0.515493271756101,0.569288368119632,0.946310113049597,0.810858835634879,0.699395397820494,0.621578127186388,0.619203378941087,0.554983201427088,0.712159209395675,0.706341009728402,0.645283654622374,0.696319117135045,0.651619272917478,0.594649906183085,0.712167890314278,0.634425203850279,0.607342974223292,0.530753855633542,0.578612521034636,0.477450177852394,0.405141214844506,0.573695822979084,0.68664008323339,0.178422979936622,0.123088471588495,0.858624897054039,0.739111295275932,0.211131340415748,0.299630285381296,0.457151432119682,0.693154503701702,0.351348636251936,0.449834539886707,0.83380509693375,0.923905226673171,0.772657307980354,0.752509240990073,0.710588223068872,0.209944096536195,0.257709664856033,0.386327463813277,0.689856595221989,0.397274388977721,0.284719570878448,0.702858948443721,0.553208101581623
"G[Del(T):R(9,)]C",0.289487967700693,0.262471751601683,0.571855414115955,0.814578335992986,0.995455216965259,0.950777554745851,0.997998858620224,0.956342201118283,0.842025536318866,0.870205636858987,0.917153670173529,0.87224489418835,0.871538420046423,0.893980454378133,0.535037922640643,0.60498806234487,0.450106002649476,0.645388180372032,0.973140344488705,0.920376399111533,0.773016760905541,0.31265761975427,0.688236572364294,0.505913831340555,1,0.947304455409551,0.977877543197297,0.924889148684814,0.977448842120746,0.928350176269944,0.871052280090001,0.887882236733266,0.919275196837025,0.977103598624236,0.92744464666163,0.996374896436998,0.960199332694863,0.6830404853601,0.838043056292247,0.896030374467481,0.899934166958507,0.885199526322037,0.904276555693864,0.861749117068728,0.868746128736139,0.902728833814535,0.753543110102857,0.865124744526388,0.923770826718518,0.879275556207574,0.820352381897435,0.916568968828759,0.992736158903659,0.952448247538824,0.806223858640328,0.495853954421546,0.727385031237882,0.871971018118995,0.218557612844803,0.0904326694012589,0.53607217784081,0.642679746896752,0.311355023302137,0.464189538293905,0.464812642495444,0.751494161615822,0.43840189290049,0.577090357798707,0.342614437990698,0.671606984659345,0.847754853405496,0.8627569083109,0.889467547748055,0.315368575774351,0.261307752752075,0.372904517087335,0.826673106254318,0.66984593964991,0.456249041687335,0.650632377955799,0.67593659883132
"G[Del(T):R8]C",0.278476557578351,0.266300114022627,0.592158060905495,0.856717595064072,0.9499982351128,0.996491273534244,0.942096868052477,0.992249458046114,0.946323981687264,0.96681840806891,0.993528752990414,0.906595307515754,0.911595242025627,0.923961225844195,0.522058894422925,0.597635588386971,0.488122283295896,0.695129210120682,0.918377443530675,0.927761328283943,0.71229202239757,0.298925852282349,0.698988184974719,0.553523564814931,0.947304455409551,1,0.92134139064891,0.932546367272331,0.91767874212342,0.933313316483107,0.935656719421984,0.964009687267376,0.988409206673296,0.917834575066535,0.932709815788407,0.941065313070275,0.985118348491419,0.733398012407051,0.879266365362983,0.923472064292046,0.948995358977387,0.975490551402334,0.988344647499481,0.902775371050157,0.908368975524388,0.928130931351729,0.873174027374956,0.959830621069988,0.993435041288636,0.958102788708859,0.92845304344449,0.991141451942702,0.946891206248646,0.996239776211312,0.777553938253305,0.512304310018457,0.765141967300999,0.92040844460845,0.217180777413663,0.0970238761596646,0.6357226355091,0.773835125629651,0.320959967518473,0.519087578422392,0.617146830904697,0.873597516612602,0.429860381019902,0.586835735273626,0.396935564859854,0.735003098231972,0.88766047772781,0.907270824354974,0.924169452615786,0.310120225488508,0.272896862825535,0.384513879388093,0.860553641822316,0.639415329075214,0.480269420776981,0.76391226727904,0.812696809412123
"A[Del(T):R(9,)]A",0.287331002508261,0.265322602307305,0.591252126224102,0.862600389196836,0.986476286285641,0.930973571611731,0.985021743438231,0.949704168491674,0.786345627798408,0.832115938168166,0.888087320975529,0.922253935071022,0.922142232529255,0.942494323324385,0.530396211027516,0.622120786787229,0.487130060260667,0.697354885148584,0.995004441630586,0.964668798304337,0.775902369741079,0.319176185168847,0.71768037910247,0.552979362115367,0.977877543197297,0.92134139064891,1,0.96800349015446,0.9984669419829,0.970525579563417,0.888229127985387,0.886536341609815,0.90770087495398,0.997191381918426,0.967710315793991,0.986880172936524,0.9631430032729,0.735379665737118,0.890303972770995,0.943216641502242,0.925803227958284,0.861701389427312,0.867922741016236,0.912197093432436,0.921289541366024,0.948018038741746,0.699806973792882,0.83379075840522,0.904901700449573,0.874981009273455,0.76658178076232,0.896848151924797,0.992627463089538,0.937202335189295,0.801454382839001,0.494715987000906,0.723005061527089,0.909710163600556,0.2265193213238,0.0822840391573585,0.505671962571195,0.583823877936441,0.287599270004575,0.404529992908001,0.355001668423158,0.697293940654622,0.429110771978395,0.558111283556878,0.349386614544045,0.700381227174144,0.90066287678074,0.908815758573282,0.934658288426931,0.310193142651059,0.27135425005037,0.39338186686109,0.879025462966161,0.68197777055003,0.424220681509157,0.591583322161425,0.593281146044483
"A[Del(T):R8]A",0.279887356971372,0.269306505974851,0.625733875822455,0.931703097634127,0.945493002805398,0.941535467201482,0.935453468791782,0.964289029417948,0.82053773650837,0.871041168298423,0.91355901005865,0.97225340529505,0.981884571599442,0.988463023303737,0.511314830833368,0.627344832912254,0.567859948562005,0.790371084182769,0.96221871210018,0.987706085499958,0.731972987059436,0.314794760657526,0.766920768075457,0.653599513419683,0.924889148684814,0.932546367272331,0.96800349015446,1,0.960857156790587,0.9936380052065,0.948773307538497,0.940092610079512,0.944374209290273,0.962956781588504,0.992592071533006,0.936539192942562,0.971789119719419,0.831931074413299,0.963359393849307,0.994310779527318,0.967579363780447,0.901201105542078,0.891737897692825,0.974483623541879,0.982972847598107,0.993086895879589,0.75372856487632,0.878938688669493,0.934924785216802,0.928282471800822,0.804831707518252,0.927770821395225,0.954528852282738,0.951746500335974,0.77281047057855,0.50281543453542,0.74548201492383,0.964260054763381,0.226060035899336,0.0815595925939004,0.582124749415127,0.646627193147049,0.27852428141906,0.40251497082406,0.381726482332106,0.750219026213962,0.418872153724242,0.55668477582648,0.423498406922804,0.785472903210811,0.968410018132971,0.973915913667741,0.988810549790613,0.300794496397217,0.286852193251265,0.41925083402536,0.936147468405759,0.65889772780331,0.416818884711107,0.640145786229649,0.626540349568007
"A[Del(T):R(9,)]G",0.285094679497505,0.262299623649892,0.58335290257462,0.852854114806485,0.985280886764368,0.926932000899421,0.983471090312537,0.944413549593163,0.778333581023822,0.823738274226983,0.883782322114964,0.917713752538771,0.915470106489176,0.937967197160927,0.531014516478516,0.620947387578101,0.477226314211508,0.685725105246018,0.99552079358329,0.962578192313667,0.777039093840969,0.318171270790722,0.708062999063732,0.538890222906142,0.977448842120746,0.91767874212342,0.9984669419829,0.960857156790587,1,0.96779566389137,0.878516107884409,0.879195928715214,0.901831461631967,0.996003459813875,0.962917627320228,0.987811089211554,0.961390601118663,0.721400033970578,0.879011251677389,0.934752286545286,0.92047100573457,0.854832494892654,0.86364093799665,0.904353571568033,0.912799812447238,0.941476740228223,0.689359702085917,0.823748259646627,0.89853287200041,0.867249391860216,0.759176230392041,0.892097020848965,0.992261013912969,0.933065864435204,0.800998060855366,0.490671092029374,0.718817329665531,0.902852357090899,0.228511493904367,0.0807274185447275,0.492410686549214,0.573897746837347,0.283330293604483,0.400080127281301,0.351848645825283,0.687762294188437,0.426521684215346,0.554096394444031,0.33803000581864,0.687290901630961,0.893528898423009,0.901952872180732,0.928317462730708,0.308866289519902,0.267313477819265,0.387596876592425,0.872289665759876,0.68535309031195,0.420061113004181,0.582290212641359,0.587995640212777
