"","C[Del(T):R1]A","C[Del(T):R2]A","C[Del(T):R3]A","C[Del(T):R4]A","C[Del(T):R(9,)]C","C[Del(T):R8]C","G[Del(T):R(9,)]A","G[Del(T):R8]A","G[Del(T):R5]C","G[Del(T):R6]C","G[Del(T):R7]C","C[Del(T):R5]G","C[Del(T):R6]G","C[Del(T):R7]G","A[Del(T):R1]G","A[Del(T):R2]G","A[Del(T):R3]G","A[Del(T):R4]G","C[Del(T):R(9,)]G","C[Del(T):R8]G","A[Del(T):R1]A","A[Del(T):R2]A","A[Del(T):R3]A","A[Del(T):R4]A","G[Del(T):R(9,)]C","G[Del(T):R8]C","A[Del(T):R(9,)]A","A[Del(T):R8]A","A[Del(T):R(9,)]G","A[Del(T):R8]G","A[Del(T):R5]C","A[Del(T):R6]C","A[Del(T):R7]C","C[Del(T):R(9,)]A","C[Del(T):R8]A","G[Del(T):R(9,)]G","G[Del(T):R8]G","A[Del(T):R5]A","A[Del(T):R6]A","A[Del(T):R7]A","C[Del(T):R5]C","C[Del(T):R6]C","C[Del(T):R7]C","C[Del(T):R5]A","C[Del(T):R6]A","C[Del(T):R7]A","G[Del(T):R5]A","G[Del(T):R6]A","G[Del(T):R7]A","G[Del(T):R5]G","G[Del(T):R6]G","G[Del(T):R7]G","A[Del(T):R(9,)]C","A[Del(T):R8]C","C[Del(T):R1]C","C[Del(T):R2]C","C[Del(T):R3]C","C[Del(T):R4]C","G[Del(T):R1]A","G[Del(T):R2]A","G[Del(T):R3]A","G[Del(T):R4]A","G[Del(T):R1]C","G[Del(T):R2]C","G[Del(T):R3]C","G[Del(T):R4]C","A[Del(T):R1]C","A[Del(T):R2]C","A[Del(T):R3]C","A[Del(T):R4]C","A[Del(T):R5]G","A[Del(T):R6]G","A[Del(T):R7]G","C[Del(T):R1]G","C[Del(T):R2]G","C[Del(T):R3]G","C[Del(T):R4]G","G[Del(T):R1]G","G[Del(T):R2]G","G[Del(T):R3]G","G[Del(T):R4]G"
"A[Del(T):R8]G",0.276724476587797,0.262844072882357,0.610090784548761,0.914973972390464,0.947921704658309,0.942373472160503,0.937042077963485,0.963061131242454,0.808186848376937,0.85846546850433,0.9113047317033,0.977319993451081,0.979680938850964,0.992614056181523,0.515676586476957,0.627534428981015,0.536089804082921,0.760814991660593,0.96846679899802,0.996911298926731,0.734670202733806,0.311715280112993,0.737900142234128,0.608629984192221,0.928350176269944,0.933313316483107,0.970525579563417,0.9936380052065,0.96779566389137,1,0.932184630339216,0.927835508380208,0.937799261585493,0.965631943357414,0.994832390459167,0.941552074298655,0.977726978312707,0.795317164515222,0.943273838247874,0.985137493603387,0.967826773546932,0.893479193677177,0.889594919258664,0.968547649050102,0.976963287140271,0.990622875314744,0.73028566220838,0.86361259168538,0.930438289052313,0.91785744174029,0.790771261133241,0.925329652478646,0.959101228648317,0.95085476131484,0.771002820189045,0.492941304875886,0.738679667385159,0.960569653002825,0.236562952368471,0.0780208209880354,0.541631316098991,0.618763578128361,0.273442159412405,0.393890034534243,0.36816454304661,0.730322607324372,0.41627833694378,0.546694122777908,0.383676548081831,0.752334752193563,0.960667020781079,0.966139855876829,0.983672493835419,0.299065682836868,0.279463858072891,0.410642233292756,0.932846529081101,0.669351902802977,0.409033914426435,0.615596251857709,0.614488540851118
"A[Del(T):R5]C",0.282732307574394,0.279521378086162,0.66063832261697,0.957070795145348,0.885417479588855,0.930996443826,0.876295897523013,0.94734886024604,0.91098966029487,0.938351918087474,0.944084727029976,0.940821053618706,0.956770711627238,0.941347839727377,0.498332649599351,0.622175469830517,0.682343779150015,0.874260039227936,0.881770448216114,0.917936882865496,0.688105512099539,0.3044585589909,0.833232192769998,0.769073477914924,0.871052280090001,0.935656719421984,0.888229127985387,0.948773307538497,0.878516107884409,0.932184630339216,1,0.986001892552416,0.969576255687347,0.8811432772639,0.927247305144045,0.874838216841385,0.940688283302779,0.89922999089385,0.971462057667707,0.964444666930438,0.965898932703851,0.951889669885011,0.928288648118787,0.96496913120565,0.962338168011505,0.948488803837376,0.880650006883306,0.94405093300099,0.954425546227496,0.97831625094857,0.902278550700287,0.954350640219845,0.889828265431153,0.946159339150837,0.744660502249552,0.53464603694508,0.786625264219337,0.969253883664177,0.230990865936884,0.0945199797496542,0.756327648348665,0.812493929179701,0.307342943507514,0.47981612970396,0.576822475695363,0.882508760521824,0.440900889841288,0.591049306726302,0.585234397455747,0.89131396250636,0.968012323553261,0.970776609365071,0.965948992862047,0.306091110645441,0.305970235408334,0.447144637534628,0.931627337865181,0.623153141869946,0.453944860352577,0.793743413211527,0.775125019599105
"A[Del(T):R6]C",0.27808893856701,0.271775018656537,0.636487324562915,0.927178985916324,0.897240842309683,0.957198485206742,0.887164475529341,0.963200501998743,0.936926105966474,0.964056628788119,0.974624362643348,0.923770044377545,0.944085224894214,0.934046225816394,0.504320944942726,0.605404485278214,0.631410517412074,0.829297147742952,0.880978539010181,0.914451885359769,0.687256754365086,0.29920964975911,0.794599191001898,0.72064672144234,0.887882236733266,0.964009687267376,0.886536341609815,0.940092610079512,0.879195928715214,0.927835508380208,0.986001892552416,1,0.990579827700342,0.880278128614271,0.924233337028755,0.887218525245973,0.955113041935167,0.864993302663052,0.950293435049585,0.952945527370369,0.955530425997557,0.972176846754806,0.961559512802675,0.944338737423166,0.944456576008872,0.941876799700706,0.902673658334846,0.963414693714508,0.97599247646155,0.982279647569915,0.931852392561587,0.978166961331088,0.900314456258814,0.970225572948228,0.752383670638729,0.523746941339347,0.783409190443028,0.950079137176457,0.222161942945698,0.0969851200693661,0.742860871437268,0.832024328072124,0.310492722601672,0.500434155233168,0.62261236658985,0.902124119750858,0.42972545718499,0.586522157096501,0.540787760580127,0.85387847041603,0.946179752661266,0.961727289935459,0.958535350780442,0.304755958294612,0.292196218699276,0.419683528071574,0.901361203835727,0.62281061177778,0.462719956483555,0.804927897793872,0.812492801972654
"A[Del(T):R7]C",0.279664769058398,0.270330375332201,0.618708777190706,0.899466921183116,0.928147343423222,0.985062671968614,0.916916898421071,0.984481471730457,0.948056646792436,0.972794920706704,0.992212340643763,0.923504250052699,0.937434840362743,0.938325045722459,0.513976358753204,0.605549298815563,0.563275799345972,0.767167625945008,0.904618055089094,0.928966267105213,0.701551966988259,0.301684630379013,0.752787817594359,0.641036056039534,0.919275196837025,0.988409206673296,0.90770087495398,0.944374209290273,0.901831461631967,0.937799261585493,0.969576255687347,0.990579827700342,1,0.904133110470558,0.937792873050707,0.916637032809237,0.976504217757859,0.806552732150109,0.923538991802602,0.947883958775714,0.960754276738097,0.982913905133855,0.98408654594445,0.932324977604177,0.93518725090762,0.945338563083672,0.893017773989801,0.968155095017145,0.992632557050506,0.977179352303739,0.935969381954329,0.991753292984835,0.926810722586543,0.991187405154076,0.771547231038501,0.519959445242834,0.780781193386838,0.944063089912204,0.220745932616078,0.0969714511794938,0.69094872390642,0.806794497723523,0.317625162286538,0.5111923098425,0.621907999432867,0.892864206489477,0.43118696122266,0.59074608649955,0.471514931522655,0.800701001672623,0.92535411465311,0.943355481292413,0.95020818912204,0.309675932506111,0.283812947133993,0.403201368532728,0.88981533520891,0.635627846561008,0.473649665420083,0.787150954437314,0.817193565497628
"C[Del(T):R(9,)]A",0.287905199160444,0.26460475799119,0.590230513360003,0.855521327369579,0.988208292949341,0.929499560789871,0.985677093105741,0.946273902116234,0.781710377044775,0.826652144124556,0.884810472764756,0.918645915125674,0.918805301875659,0.938879526469295,0.528663479026547,0.622835073057979,0.479391071436663,0.687023670729028,0.998142338487444,0.962605439149244,0.776728416217479,0.321977927852681,0.714153863966841,0.542190936747781,0.977103598624236,0.917834575066535,0.997191381918426,0.962956781588504,0.996003459813875,0.965631943357414,0.8811432772639,0.880278128614271,0.904133110470558,1,0.968200011733096,0.987789653355591,0.959308128474505,0.727354446066451,0.882659752916854,0.938100102982736,0.921536319223037,0.857362380546921,0.865267615685447,0.907415960306264,0.915146560986341,0.946060563396687,0.693953240924787,0.828325181128875,0.901156738133432,0.870584087456688,0.761415911913828,0.892074770287717,0.989157412938377,0.933920939705343,0.804011710210165,0.493738321918031,0.721369598932515,0.904283635050796,0.223581499602017,0.0812572014420088,0.496292488210098,0.576757369487318,0.286052520866949,0.404604805739579,0.350641824137483,0.690401080917043,0.427567209659439,0.560290700439253,0.342316878457357,0.691382443114107,0.894877049448439,0.903316370490014,0.929165709120695,0.311313197546466,0.270455559380873,0.391126546074269,0.874676030856131,0.680752396297194,0.423545781733886,0.585833376439789,0.588734055909943
"C[Del(T):R8]A",0.278386930608295,0.26585333798993,0.609882873151285,0.907655163094034,0.950302083938943,0.945506610116394,0.938118483749851,0.963965979077953,0.806501161399824,0.856487536409542,0.910373494426616,0.973853230608393,0.978313847920025,0.99053882096951,0.512656919581296,0.627199739756668,0.526481585326166,0.749264305502894,0.969208328805073,0.995412689250753,0.731998135506661,0.316407072232168,0.73659161973437,0.597352780063449,0.92744464666163,0.932709815788407,0.967710315793991,0.992592071533006,0.962917627320228,0.994832390459167,0.927247305144045,0.924233337028755,0.937792873050707,0.968200011733096,1,0.940951708062994,0.974352044428826,0.789861595348229,0.939654910804838,0.984405308930359,0.96270963965665,0.890905385206118,0.889935096792188,0.96572591468141,0.973329528281883,0.993749864711298,0.726386531716649,0.862688072977896,0.930698471726211,0.914219175071549,0.786155514278629,0.922127303141801,0.955480892260728,0.950878476504868,0.77456276723988,0.493470485371579,0.737196073967086,0.954845449544903,0.231530737945492,0.0791371473090421,0.53389840325267,0.610117668872217,0.275326365428655,0.39509308655498,0.357911488798858,0.72378519267788,0.415959284318214,0.552465905781384,0.376399557317198,0.744408616679528,0.955642114278838,0.962023115948542,0.980175265178931,0.300086911834686,0.281216711276073,0.407694000455636,0.927613619734273,0.665145303503632,0.412516639878646,0.610130869815928,0.607432426732908
"G[Del(T):R(9,)]G",0.288089477255025,0.262926417971392,0.576344956199142,0.827696510105291,0.996615289279258,0.946920748662125,0.998143223309757,0.955108314713796,0.826618198424857,0.859679527226492,0.91089675716978,0.888020597137503,0.887170758705107,0.909208554253173,0.535350431132372,0.61098433812227,0.458148290005017,0.657260232249496,0.986663275749337,0.936264055612673,0.777012185477867,0.316544137102581,0.695579203706972,0.515493271756101,0.996374896436998,0.941065313070275,0.986880172936524,0.936539192942562,0.987811089211554,0.941552074298655,0.874838216841385,0.887218525245973,0.916637032809237,0.987789653355591,0.940951708062994,1,0.963765956581734,0.695522398328555,0.850834556587694,0.908586879988565,0.909205636828813,0.880084318959854,0.896314392471003,0.876162686605606,0.882913134827509,0.916083396959334,0.738649345035695,0.855659267902221,0.919170939487521,0.879421708070321,0.80654047082374,0.912801816096749,0.993882884695007,0.948302729792215,0.809055422638771,0.497549383670117,0.726704372899803,0.883770149718603,0.220370834302676,0.0873379841252761,0.524767323904477,0.626707227573836,0.302072284967462,0.447228179110222,0.437842865180598,0.736460624451496,0.434605332668,0.572233889006046,0.341241207448694,0.676982349886332,0.862733469136876,0.875796612774795,0.902668691189423,0.314292587430648,0.263660346857276,0.377174879300054,0.84224330570264,0.677222747640249,0.446483274870283,0.634466311736207,0.655929524600594
"G[Del(T):R8]G",0.28170036665043,0.268170178631837,0.602422177103862,0.887704357409751,0.969686635356993,0.988122769579464,0.961250905850944,0.994979576537102,0.896160699843636,0.929632443815574,0.970086414022848,0.950339736891497,0.951604117424786,0.967363538419195,0.528568131663751,0.619524507723167,0.503033210041421,0.721419094913275,0.961900073244172,0.974750211177221,0.73771536734693,0.30952129102752,0.716266528376133,0.569288368119632,0.960199332694863,0.985118348491419,0.9631430032729,0.971789119719419,0.961390601118663,0.977726978312707,0.940688283302779,0.955113041935167,0.976504217757859,0.959308128474505,0.974352044428826,0.963765956581734,1,0.757786829412105,0.912129849317128,0.960051665760142,0.971035841032473,0.951205680222453,0.958592606251834,0.940639899477262,0.948117343407971,0.966889538141587,0.81698667624473,0.927860006419959,0.978877495267802,0.950438801670744,0.878170660514229,0.975952577017835,0.972474348612548,0.98945845807702,0.788316635339019,0.510522887320642,0.761789555188461,0.949116414257974,0.22981483732304,0.0898329227672204,0.589838029334691,0.708939795488487,0.303278769055077,0.470666328168955,0.514602917896147,0.818048459818986,0.430634757524615,0.574145956116758,0.382485016786307,0.740303526893527,0.927711430663221,0.94033986569124,0.960083824957277,0.309343001398398,0.27767195732882,0.397563870353444,0.902375409781669,0.667356620039512,0.456465907920652,0.703050803493508,0.735722664601221
"A[Del(T):R5]A",0.229227736969657,0.236706761881139,0.602437029471037,0.923832039032693,0.705446855147385,0.732228110074462,0.696745346074306,0.764106769010249,0.736071488296869,0.766910974522369,0.747596468564589,0.808956404278365,0.857107502704638,0.813478845374805,0.390166648389274,0.522845403239349,0.80127011183536,0.958053667735214,0.724482328468314,0.769152030667049,0.557123297993656,0.265089359012001,0.852429615585648,0.946310113049597,0.6830404853601,0.733398012407051,0.735379665737118,0.831931074413299,0.721400033970578,0.795317164515222,0.89922999089385,0.864993302663052,0.806552732150109,0.727354446066451,0.789861595348229,0.695522398328555,0.757786829412105,1,0.943930211810129,0.869540121672918,0.802425476011036,0.776570264252888,0.723941493473213,0.875182170074913,0.873071290479249,0.829151851628914,0.788228187619204,0.798502097235398,0.770875233685598,0.859105451171854,0.756632771973389,0.7768596198852,0.712626796226619,0.757859711804406,0.599627712532614,0.447901784433956,0.664942017549726,0.848090447795525,0.18819301456455,0.082145881281637,0.816312211785722,0.77937107690094,0.222712256414227,0.341237356116029,0.464864569982793,0.780108124874984,0.346486858441138,0.465808709848547,0.700999199752456,0.922831259636889,0.912477846244169,0.905593159962233,0.876908011820081,0.236974707590559,0.27366084427177,0.411354082775686,0.840500807078731,0.506484605234283,0.335494310672552,0.728160683845008,0.629708233061686
"A[Del(T):R6]A",0.264899246908883,0.264215730079371,0.641486076443006,0.97238796998861,0.861253839698764,0.882136895100642,0.850873842079355,0.911491383456739,0.818415265510581,0.864058100735145,0.878981318259347,0.946582081197607,0.973528378387729,0.954870324481217,0.469849528928117,0.599794921119966,0.694546287575979,0.901512727113365,0.881984210988232,0.928888961673242,0.667684711968257,0.299220576238793,0.828685541026173,0.810858835634879,0.838043056292247,0.879266365362983,0.890303972770995,0.963359393849307,0.879011251677389,0.943273838247874,0.971462057667707,0.950293435049585,0.923538991802602,0.882659752916854,0.939654910804838,0.850834556587694,0.912129849317128,0.943930211810129,1,0.982183064518699,0.940311404609739,0.886395507470248,0.853912189139424,0.977682299753928,0.981254379181534,0.962907740718497,0.802588373562544,0.88268528668265,0.901844953132123,0.939129656321278,0.818156222194323,0.900325410023526,0.87180107203362,0.900938082944713,0.714572746690191,0.497101202682144,0.739899913661537,0.958562358375895,0.214809562283767,0.083097397867117,0.710789174209046,0.73425181790854,0.260532138035594,0.388714439780472,0.435009526169381,0.797571590456589,0.396814920872555,0.531728494205349,0.562884020617386,0.882896218249413,0.988640040074527,0.989556715576694,0.982974993132438,0.279964479287763,0.2932116220027,0.434316405674495,0.93850123076944,0.607386572077263,0.392343492398118,0.705736214784436,0.655209433461015
"A[Del(T):R7]A",0.276486870854918,0.269355568463245,0.63524778294097,0.952516614635446,0.919302574243948,0.930580406700892,0.907460134634804,0.954910041329582,0.8266450811022,0.876405618207719,0.912711832423642,0.977145933211103,0.991335329780751,0.989539140129039,0.499362456401366,0.622070505051357,0.605908376245591,0.828109235655474,0.938248015333146,0.978153243799846,0.710845541453015,0.310713417248021,0.785042623813985,0.699395397820494,0.896030374467481,0.923472064292046,0.943216641502242,0.994310779527318,0.934752286545286,0.985137493603387,0.964444666930438,0.952945527370369,0.947883958775714,0.938100102982736,0.984405308930359,0.908586879988565,0.960051665760142,0.869540121672918,0.982183064518699,1,0.970288666090657,0.905292825506725,0.889009646634117,0.986999018674262,0.993232104773133,0.994600515782225,0.77227862352644,0.886993965365535,0.934033447872151,0.939555819382715,0.813906614772271,0.927940013369499,0.92838556253984,0.943178526108978,0.757280773726038,0.503514497004102,0.75029794158315,0.973839398340588,0.225017071090281,0.0819044587930546,0.62020368924026,0.674487124248079,0.273751101285553,0.400609528067638,0.396838019422257,0.769204575082124,0.413606990219204,0.550910644900827,0.463366003421758,0.818887207244585,0.984220079334011,0.989414640838942,0.996911158333785,0.296169613817468,0.292228243715573,0.427140215353938,0.948342753702696,0.645745007130144,0.410270775859352,0.661357877576352,0.637981692952242
"C[Del(T):R5]C",0.292767532798521,0.28659629378223,0.648608481995368,0.934782081697985,0.918238618698221,0.949759330913037,0.907685165980431,0.967847751355483,0.883872002831199,0.91867458923967,0.946575669983793,0.982257668674689,0.975583700684358,0.975955426057457,0.513233838718687,0.628149501707626,0.551486599715114,0.776575760167997,0.927550386299171,0.966024151184765,0.708509761271309,0.303829367462954,0.734794785503376,0.621578127186388,0.899934166958507,0.948995358977387,0.925803227958284,0.967579363780447,0.92047100573457,0.967826773546932,0.965898932703851,0.955530425997557,0.960754276738097,0.921536319223037,0.96270963965665,0.909205636828813,0.971035841032473,0.802425476011036,0.940311404609739,0.970288666090657,1,0.944524110426031,0.930259830684415,0.976564424288718,0.974055311507434,0.970373911424002,0.814230747489102,0.921289254821255,0.96071692849143,0.962089841164598,0.86378420185276,0.957071073378079,0.922854031423554,0.956026075818873,0.759564002843578,0.53631616669406,0.779176851827203,0.986335305045155,0.242802949932212,0.0868393416947825,0.616481907229604,0.711940024874139,0.295145860894759,0.462023703988935,0.49510318339978,0.818457646234134,0.427205974592322,0.564138775420304,0.421381218432923,0.784667296419929,0.959165253208228,0.959129085025834,0.969819986758778,0.316702996016353,0.312441999393706,0.448726746763575,0.951557223122344,0.649766448560386,0.45520448673076,0.710416481106632,0.721516835220594
"C[Del(T):R6]C",0.274427808144031,0.271345261908719,0.600850076799603,0.868687681369264,0.891527658858094,0.96871500097434,0.88177122278674,0.964332679424204,0.976820677008412,0.991714106768655,0.987213890347698,0.88755178490775,0.900382050018708,0.899354142474036,0.498840314174584,0.582411280565529,0.53967142036212,0.740011189847407,0.859904938017926,0.885948041703955,0.665528447720514,0.284156746528574,0.714027573049004,0.619203378941087,0.885199526322037,0.975490551402334,0.861701389427312,0.901201105542078,0.854832494892654,0.893479193677177,0.951889669885011,0.972176846754806,0.982913905133855,0.857362380546921,0.890905385206118,0.880084318959854,0.951205680222453,0.776570264252888,0.886395507470248,0.905292825506725,0.944524110426031,1,0.990765042591926,0.895277346982567,0.900935866603347,0.900436209793449,0.935836520430347,0.987094923793428,0.987022115740517,0.978331095574679,0.970256932053506,0.990795764563016,0.886071903314617,0.968813450779385,0.73956931036719,0.524809345585544,0.772490313403021,0.921201442550098,0.212963547216051,0.102111552075756,0.716961291057676,0.861073171432397,0.324766345045779,0.545297859982051,0.718428272931919,0.937182299149097,0.420945960577246,0.578015349568456,0.467366094672213,0.78386881296987,0.887593196439058,0.901474270831565,0.907458210534136,0.308396975038548,0.286769937122213,0.39942612580318,0.857964258814156,0.603096786510392,0.492349638722045,0.834664278438784,0.887537463628385
"C[Del(T):R7]C",0.266446083998012,0.259353882254339,0.574791276252011,0.833424649120805,0.90752472773072,0.983134699909461,0.897192338225774,0.971577993544101,0.974868362547571,0.986460052662351,0.995031722709976,0.872159763761469,0.880827037515233,0.888630796317488,0.501442326227542,0.570585642030282,0.487548787727253,0.685396669960252,0.867273787159595,0.884314858302465,0.669968848745484,0.2838640167576,0.681084927982647,0.554983201427088,0.904276555693864,0.988344647499481,0.867922741016236,0.891737897692825,0.86364093799665,0.889594919258664,0.928288648118787,0.961559512802675,0.98408654594445,0.865267615685447,0.889935096792188,0.896314392471003,0.958592606251834,0.723941493473213,0.853912189139424,0.889009646634117,0.930259830684415,0.990765042591926,1,0.872670911818741,0.877820859148554,0.89135433483571,0.916931685067743,0.977714185422664,0.990293016136041,0.960938968984136,0.962252899942564,0.991859807952429,0.899864153169718,0.979726753709566,0.746972285010169,0.506452545421945,0.759496743880243,0.898781096189045,0.206690353159105,0.0995744368705387,0.673172490355978,0.831920145763287,0.32334737026215,0.543855729429454,0.708115243179026,0.918202328325688,0.417366624127864,0.578867207172327,0.418054779607574,0.736815793362963,0.860079235900036,0.879757855104803,0.89168602501624,0.301833660842972,0.267134154542842,0.371060100643627,0.830685084022931,0.608045678103752,0.488213863946662,0.810758752762591,0.878504923106005
"C[Del(T):R5]A",0.300535034053798,0.296696676841971,0.671242632855689,0.969690486828197,0.886595349772647,0.907855187776886,0.874566053182148,0.935491473967597,0.82284141727184,0.866544443447669,0.898431710765944,0.987295355505015,0.991738972521815,0.982194739737402,0.503274062342326,0.629754964444432,0.625651362453819,0.847882128341486,0.911081649360247,0.963707953529633,0.700750825090531,0.31262074477122,0.782116753015563,0.712159209395675,0.861749117068728,0.902775371050157,0.912197093432436,0.974483623541879,0.904353571568033,0.968547649050102,0.96496913120565,0.944338737423166,0.932324977604177,0.907415960306264,0.96572591468141,0.876162686605606,0.940639899477262,0.875182170074913,0.977682299753928,0.986999018674262,0.976564424288718,0.895277346982567,0.872670911818741,1,0.993384118796871,0.981764732932354,0.772557889035664,0.88057296793355,0.92050353439819,0.942030899984945,0.807999524290896,0.914855666744707,0.895526566602619,0.91991688558738,0.74236756940467,0.528044775735438,0.762977440050138,0.985908826443272,0.257196252253605,0.0894784640547597,0.638643945314341,0.680621023069174,0.277076899219084,0.403481338672928,0.403723747607392,0.772827812326507,0.418986234412956,0.543207635920457,0.475881746950276,0.828603117844744,0.989225107516318,0.986728708499473,0.988346540291746,0.314368499315708,0.326741856139514,0.465470617339149,0.970516288593816,0.643272337762399,0.421751667350827,0.675872917843361,0.641523591829193
"C[Del(T):R6]A",0.274493200173367,0.271145912840725,0.639351367365162,0.960264662722102,0.893872819802983,0.914756718350162,0.881817416268416,0.942588973219432,0.822250123939568,0.869833663984186,0.90068004544133,0.984372964755699,0.994487387716477,0.98915027740923,0.489402599003324,0.613184559296819,0.616837741265037,0.839464698035962,0.918275309606386,0.972103552588707,0.688752407201339,0.301562269385749,0.777207492295943,0.706341009728402,0.868746128736139,0.908368975524388,0.921289541366024,0.982972847598107,0.912799812447238,0.976963287140271,0.962338168011505,0.944456576008872,0.93518725090762,0.915146560986341,0.973329528281883,0.882913134827509,0.948117343407971,0.873071290479249,0.981254379181534,0.993232104773133,0.974055311507434,0.900935866603347,0.877820859148554,0.993384118796871,1,0.988853596085063,0.773616666030466,0.885549589580736,0.925350257996177,0.940926149397931,0.810557394890423,0.920436700852785,0.903565886110009,0.925696293071788,0.733681542743814,0.504623839573091,0.748150841783544,0.980595800238022,0.232364174458317,0.080753006604269,0.628390107675895,0.680192929566412,0.266521918783611,0.394468339049175,0.403109372005394,0.773061188916863,0.404181559461645,0.533021035478905,0.471925443224138,0.825311048449982,0.988828204507591,0.988354481396936,0.992850799716711,0.292166374853745,0.299928165630083,0.437107867031667,0.958520336331544,0.634257229510119,0.404404496609491,0.666546580858599,0.641200747075702
"C[Del(T):R7]A",0.277083109960002,0.268316331891123,0.623807363022635,0.931501981006357,0.927379127528957,0.938346047106322,0.913879549519039,0.959585205379526,0.817192187125309,0.867623603397654,0.913429071502941,0.981997460511029,0.990619151857362,0.995241952762498,0.503051660509299,0.625055423281839,0.565735063177629,0.789542854956842,0.947231337748812,0.988799355927127,0.715408319568806,0.312187734648893,0.760262689056181,0.645283654622374,0.902728833814535,0.928130931351729,0.948018038741746,0.993086895879589,0.941476740228223,0.990622875314744,0.948488803837376,0.941876799700706,0.945338563083672,0.946060563396687,0.993749864711298,0.916083396959334,0.966889538141587,0.829151851628914,0.962907740718497,0.994600515782225,0.970373911424002,0.900436209793449,0.89135433483571,0.981764732932354,0.988853596085063,1,0.748234309514606,0.876227466271402,0.934456561574066,0.929194325400545,0.799203304714248,0.926424344423615,0.934747193895226,0.946970308013606,0.761864162346563,0.498009283279048,0.74504691753123,0.968358923791825,0.229802594621967,0.079987781940625,0.5748042004124,0.639978620901585,0.273143036431466,0.397006909208611,0.373578753778523,0.746043253829385,0.412636842264952,0.551428337804633,0.420742197687213,0.783450457640726,0.973892268216112,0.9802337973988,0.991734733402403,0.297500735909937,0.28891801901193,0.417751438865367,0.941977957530167,0.653280581464528,0.409710531948762,0.632388395428179,0.620768579881625
"G[Del(T):R5]A",0.229006371126677,0.235736125555904,0.540156268447715,0.791669042568968,0.750194751691421,0.856591014601118,0.745463131687,0.84777269297288,0.971398050709574,0.957325784406039,0.902965807301165,0.733691321346297,0.763301898065128,0.742244917444762,0.416525551056776,0.479405237617012,0.579745053417804,0.742384530236384,0.693912039010174,0.712668870532977,0.539654795997763,0.236575097739902,0.683882431521155,0.696319117135045,0.753543110102857,0.873174027374956,0.699806973792882,0.75372856487632,0.689359702085917,0.73028566220838,0.880650006883306,0.902673658334846,0.893017773989801,0.693953240924787,0.726386531716649,0.738649345035695,0.81698667624473,0.788228187619204,0.802588373562544,0.77227862352644,0.814230747489102,0.935836520430347,0.916931685067743,0.772557889035664,0.773616666030466,0.748234309514606,1,0.965196576582539,0.90091357964361,0.928552600929079,0.986719631406714,0.91265165833104,0.73572796141597,0.854532803886956,0.623880066345998,0.473509988247402,0.701594834533372,0.800966850383648,0.173245794347167,0.104529759980494,0.841383969266779,0.977564505328278,0.30344661167441,0.557482097198945,0.865015412267828,0.993875180034843,0.371379773491065,0.516705302393488,0.55845875668513,0.790657342926174,0.782767240408127,0.794261089337307,0.781461165111343,0.257856651669041,0.252289282813237,0.358464693793643,0.733882085787379,0.490912714551103,0.465474886940018,0.919587095300641,0.963044107379376
"G[Del(T):R6]A",0.259006350210481,0.260599267344594,0.588641673462416,0.864308309852132,0.869313834510907,0.952064931445637,0.861722166054195,0.950182939953884,0.986782766372733,0.993065120306218,0.973644984210427,0.861702264330954,0.878572845583351,0.872175998846913,0.473942127781247,0.551361589390077,0.551357117025484,0.751787863986202,0.828167372269987,0.853053011505542,0.634358835117724,0.27349544530086,0.709864637958935,0.651619272917478,0.865124744526388,0.959830621069988,0.83379075840522,0.878938688669493,0.823748259646627,0.86361259168538,0.94405093300099,0.963414693714508,0.968155095017145,0.828325181128875,0.862688072977896,0.855659267902221,0.927860006419959,0.798502097235398,0.88268528668265,0.886993965365535,0.921289254821255,0.987094923793428,0.977714185422664,0.88057296793355,0.885549589580736,0.876227466271402,0.965196576582539,1,0.97907207995739,0.978832505488999,0.983686858473012,0.980744863978201,0.859854223734175,0.948894177568757,0.710382981057838,0.507873832756618,0.754772504592414,0.901118830212144,0.19590328017281,0.101983795704105,0.757105823772413,0.898169403630675,0.313680690895798,0.54379691137086,0.743953889634872,0.96163502405671,0.405743211070134,0.559811784701212,0.488544244429726,0.79352585226265,0.875207093590601,0.888233078130702,0.889614569628925,0.287339121625674,0.275551644190468,0.388182112911488,0.839253802166336,0.574315239226578,0.482849180992586,0.860188480272258,0.904667318342686
