"","A[Ins(T):R0]G","A[Ins(T):R1]G","A[Ins(T):R2]G","A[Ins(T):R3]G","A[Ins(T):R4]G","C[Ins(T):R5]G","C[Ins(T):R6]G","C[Ins(T):R7]G","A[Ins(T):R(9,)]C","A[Ins(T):R8]C","A[Ins(T):R5]C","A[Ins(T):R6]C","A[Ins(T):R7]C","G[Ins(T):R(9,)]C","G[Ins(T):R8]C","A[Ins(T):R5]A","A[Ins(T):R6]A","A[Ins(T):R7]A","A[Ins(T):R5]G","A[Ins(T):R6]G","A[Ins(T):R7]G","G[Ins(T):R5]G","G[Ins(T):R6]G","G[Ins(T):R7]G","A[Ins(T):R(9,)]G","A[Ins(T):R8]G","C[Ins(T):R5]A","C[Ins(T):R6]A","C[Ins(T):R7]A","C[Ins(T):R(9,)]C","C[Ins(T):R8]C","G[Ins(T):R5]C","G[Ins(T):R6]C","G[Ins(T):R7]C","C[Ins(T):R(9,)]A","C[Ins(T):R8]A","C[Ins(T):R5]C","C[Ins(T):R6]C","C[Ins(T):R7]C","A[Ins(T):R(9,)]A","A[Ins(T):R8]A","G[Ins(T):R0]G","G[Ins(T):R1]G","G[Ins(T):R2]G","G[Ins(T):R3]G","G[Ins(T):R4]G","A[Ins(T):R0]A","A[Ins(T):R1]A","A[Ins(T):R2]A","A[Ins(T):R3]A","A[Ins(T):R4]A","C[Ins(T):R0]C","C[Ins(T):R1]C","C[Ins(T):R2]C","C[Ins(T):R3]C","C[Ins(T):R4]C","C[Ins(T):R(9,)]G","C[Ins(T):R8]G","G[Ins(T):R(9,)]A","G[Ins(T):R8]A","G[Ins(T):R0]A","G[Ins(T):R1]A","G[Ins(T):R2]A","G[Ins(T):R3]A","G[Ins(T):R4]A","G[Ins(T):R5]A","G[Ins(T):R6]A","G[Ins(T):R7]A","G[Ins(T):R(9,)]G","G[Ins(T):R8]G","C[Ins(T):R0]G","C[Ins(T):R1]G","C[Ins(T):R2]G","C[Ins(T):R3]G","C[Ins(T):R4]G","A[Ins(T):R0]C","A[Ins(T):R1]C","A[Ins(T):R2]C","A[Ins(T):R3]C","A[Ins(T):R4]C","C[Ins(T):R0]A","C[Ins(T):R1]A","C[Ins(T):R2]A","C[Ins(T):R3]A","C[Ins(T):R4]A","G[Ins(T):R0]C","G[Ins(T):R1]C","G[Ins(T):R2]C","G[Ins(T):R3]C","G[Ins(T):R4]C"
"A[Ins(T):R5]C",0.751677820611148,0.266715997037388,0.391659452381659,0.513996907351019,0.892752212706545,0.972300810657017,0.900324088547661,0.803578247236301,0.92020376410601,0.904513831803274,1,0.984765457566487,0.909501326951933,0.897501641812998,0.873701690319273,0.969869835468753,0.987745838401803,0.924191536629539,0.992134854226281,0.948053156682494,0.838000771818908,0.983417764672364,0.864030539102949,0.818560535407784,0.865240225433571,0.855668224303434,0.938497322293438,0.941196340445838,0.815262035185968,0.926656458723004,0.95282194716103,0.973413218291848,0.949691907749347,0.907042500121028,0.88271363836394,0.904864777780104,0.95397801218754,0.942542537300095,0.820848298049182,0.890770984137694,0.896134076709526,0.53548956212706,0.235612583293545,0.321501588260673,0.383959705112492,0.65671450594954,0.660405491728264,0.435186217367218,0.582375138492956,0.733357804097965,0.81243899540841,0.508409299904037,0.610807533577103,0.545998475582397,0.747841807618176,0.80851574617761,0.874493717811098,0.892580507311716,0.861173165609386,0.843451108497042,0.136336141316705,0.132640928230291,0.255392123029629,0.382270307552173,0.612910798358571,0.980187750485297,0.976609410200561,0.893273508315381,0.832108375619915,0.80494639112205,0.597747551085292,0.0936964904968192,0.417738046709565,0.612567728560739,0.943061445827195,0.45206861419463,0.345173355653102,0.453657888481362,0.620009162350117,0.518028568053827,0.346618523237162,0.430981519784387,0.479376843844947,0.799422940400489,0.912777042449991,0.284924308902715,0.132185067969982,0.294334058897556,0.460539664984478,0.466880963264907
"A[Ins(T):R6]C",0.728098915826909,0.273667884319113,0.434358761520113,0.549814594386379,0.877161848752933,0.947799487761511,0.915355955930242,0.798370604328048,0.921567444574012,0.909172649181202,0.984765457566487,1,0.909351602288573,0.92411720880335,0.91541944347726,0.933591245473068,0.980353797694557,0.93268534158252,0.975063153310027,0.965330334981712,0.860182076590444,0.981032441980994,0.916936184149214,0.861480839380805,0.87394682144164,0.889219770818521,0.902415169888123,0.914578848740682,0.804117282175286,0.919801061416336,0.95931917025924,0.938091096298024,0.983473188832464,0.94287537300326,0.886408827313173,0.924898352162224,0.915833375253399,0.943555638498719,0.789309659024072,0.890560373437146,0.922282351712125,0.567115003036752,0.244917556403788,0.364118173419613,0.426192734639058,0.638623912958781,0.710009892913517,0.443916751317195,0.616715534912101,0.763424369036328,0.762152035168683,0.515321143919624,0.60406699061203,0.608806289985281,0.786588531454346,0.734451477108043,0.878844027706436,0.920543405145294,0.897250638585922,0.892414141670427,0.139985388608722,0.140053012744834,0.269785323356013,0.411529452919483,0.551646488537321,0.960500250284586,0.988704280602525,0.918576319626229,0.87224320782788,0.862349366673862,0.599705699626396,0.0960099951130928,0.482853164903334,0.660713296702202,0.906905797174303,0.461760246968408,0.335386078350892,0.481740990715283,0.661201521128542,0.439249455803024,0.357564089679577,0.381880049468691,0.540670987678413,0.815300435193167,0.86763020516253,0.286500419027843,0.132086989134162,0.317743181693242,0.515375365145482,0.390856946655473
"A[Ins(T):R7]C",0.562522257843959,0.25437212422349,0.44372396731547,0.529033013676135,0.966333432494884,0.84902941896785,0.979706942775813,0.971988485204241,0.939178872855565,0.995335673873153,0.909501326951933,0.909351602288573,1,0.890185887381147,0.93980520851008,0.927574568399541,0.900393530570354,0.982738956233329,0.92687911559821,0.971396237177214,0.976848087936069,0.922041459184866,0.899728670246723,0.940714185025479,0.941026398688752,0.965853553548439,0.785393340454666,0.969455492479203,0.969386586049039,0.907810606687309,0.97241606771806,0.902150279422547,0.879246045616125,0.952787914301778,0.935696161215666,0.976388358070873,0.822360830969764,0.983029759299546,0.959775730417744,0.951064013247479,0.973655524734532,0.6080788095185,0.245870453105152,0.399593750742869,0.443982616755999,0.884796832460637,0.762204475355992,0.508310548020938,0.718921049573215,0.830485292892779,0.926254550689047,0.541948360312175,0.594543770542333,0.645693352395031,0.723173669744292,0.852286806677165,0.940328211885615,0.965702647865867,0.90800604871623,0.924596701795849,0.158839332864487,0.159806676878633,0.338890370193628,0.45759244626538,0.812948179073232,0.896743696203306,0.899151227650927,0.967173958656134,0.903411245330267,0.901553043790345,0.533076358798034,0.0919590246837591,0.533452261753007,0.641668808571899,0.834072101871177,0.44963464023495,0.31785660457409,0.520800800612777,0.690062967780134,0.724876982019291,0.376141403655461,0.556226538431242,0.606636574645914,0.755725905233779,0.784007590269937,0.272958213996492,0.145756626023115,0.350779807347847,0.567897948244294,0.694918241406321
"G[Ins(T):R(9,)]C",0.667730566771997,0.25878836110989,0.44554731810939,0.526437912863027,0.837514201293362,0.854934799771776,0.895138833692456,0.811216704213614,0.975718719587389,0.909691960280107,0.897501641812998,0.92411720880335,0.890185887381147,1,0.929819811797492,0.862746654102064,0.900208937889342,0.900972758713228,0.900062606627941,0.929448772626614,0.865694239431438,0.918117480876313,0.905472683495328,0.874051678600217,0.964063677057495,0.915885883233449,0.793858165657785,0.86038608068605,0.805217191290742,0.967732511206029,0.947324205441798,0.866572387817011,0.924609803564671,0.923696668780122,0.966999028268556,0.930140083169174,0.820651120574325,0.909209586410534,0.785889073075413,0.960045024102522,0.929232245153918,0.645512760909267,0.262641423660434,0.391682659915826,0.445491424744154,0.663436922281245,0.785339930590393,0.477803689798995,0.681797328638789,0.796895566809885,0.739456749185212,0.589859034054698,0.619828257073034,0.653417822745011,0.783824936932005,0.696700159751389,0.961689703087571,0.933708514966697,0.984793227415874,0.91724248963347,0.168335363226414,0.161806731702935,0.304167010525837,0.449872825994162,0.574015013420741,0.880356237731515,0.913529103065733,0.899087304891801,0.9710785078533,0.906288331242297,0.624862033477017,0.0985640322411995,0.523335269617309,0.656572920483604,0.826688215439916,0.512995491370733,0.336710238920051,0.510058418992493,0.660499620262301,0.45861453636163,0.400644938815669,0.403141226419054,0.592113599771689,0.782890812091134,0.77031121920312,0.303540286053674,0.140692498798549,0.338721762623123,0.552791842102498,0.425360294279347
"G[Ins(T):R8]C",0.587723802043782,0.268839081226116,0.494890067785806,0.57538436552303,0.888066089187715,0.802120986661206,0.963553023714027,0.895534279729523,0.913230895243829,0.955260836954529,0.873701690319273,0.91541944347726,0.93980520851008,0.929819811797492,1,0.833996903941736,0.871517665601287,0.961420547056314,0.881901906799651,0.965691027543061,0.960149729743032,0.908903012678256,0.981997613783164,0.982529870760138,0.922585999132667,0.985714549959426,0.710973858724193,0.873305972063739,0.889394156346963,0.875386808924687,0.955930910008985,0.815370650687222,0.932729168025287,0.989712843400066,0.914612864968589,0.981734665229049,0.742480171235202,0.936903870856694,0.831409974064596,0.913950359800732,0.98816802041348,0.659757978639064,0.260289100369498,0.453573381646627,0.499860662762616,0.770015858605416,0.833385545259342,0.497113418045706,0.74299902075537,0.855872933094183,0.777092847223074,0.555147781989338,0.584330390800814,0.722137446181854,0.779949527880732,0.66136305341365,0.9199869930965,0.988177981824696,0.958876377663819,0.994358384811552,0.154514157855529,0.161466058885723,0.332174053938878,0.48568118034416,0.627069058161559,0.843914814907669,0.913047018219229,0.982696132600101,0.958963330831375,0.986954714982965,0.560110692422832,0.0919738882640065,0.605146116871021,0.699473829546777,0.762257452691228,0.466467862736111,0.307423227966405,0.551179861286354,0.737641190108116,0.491059167522403,0.392305863689453,0.412131486337078,0.667526954306627,0.76407579972025,0.698471732148558,0.2758636782361,0.142500068096219,0.37303666228187,0.625743431430829,0.463273405994864
"A[Ins(T):R5]A",0.67927846334082,0.238139008619415,0.33629305473245,0.453461979998937,0.913221396649489,0.948434375940671,0.885738449326465,0.852712780994264,0.927671948446585,0.920845715187338,0.969869835468753,0.933591245473068,0.927574568399541,0.862746654102064,0.833996903941736,1,0.969956536830473,0.927383278311092,0.976923776994493,0.922279983455243,0.843798715921454,0.950208115773623,0.795068400737886,0.793276700397465,0.878635363708037,0.841720410375077,0.932797458456066,0.974372558644771,0.872193467006098,0.935581882490632,0.949155547792599,0.98881910435485,0.874211586852021,0.865060444138818,0.899333393086407,0.897136620656378,0.950459605113643,0.936022227784114,0.896627093866606,0.913146971123415,0.882593997687648,0.504856604052511,0.214249680968659,0.278736260490785,0.334392535975243,0.743474523242916,0.619066529995183,0.436132177628418,0.568079618086504,0.704361076575649,0.899505159360213,0.500326731385551,0.596843067694848,0.475165862544913,0.669138985592586,0.910325881691548,0.890570410636079,0.873036137890851,0.831768006986132,0.802199247630734,0.133038355465182,0.119420022219274,0.251898079237935,0.354140656400328,0.745798696328408,0.97493546758595,0.933313653324157,0.877566257892941,0.803224020723218,0.756188018750319,0.563877125530683,0.0836231451160343,0.352676369360437,0.538148169175232,0.935650302673671,0.436565906164261,0.333598706359062,0.410575968345087,0.56138078273042,0.67933229902567,0.333874133051632,0.524209269721906,0.419804656765732,0.740056417245035,0.914876275041196,0.270818724153323,0.124864613602495,0.264337668117215,0.40815610641263,0.631951441471342
"A[Ins(T):R6]A",0.701807863396581,0.251255158241635,0.371183353434269,0.492689972486918,0.867752654162024,0.95667203119472,0.881391116676789,0.79091784339045,0.923230823677443,0.899834273881407,0.987745838401803,0.980353797694557,0.900393530570354,0.900208937889342,0.871517665601287,0.969956536830473,1,0.92884114358596,0.980817899728233,0.939326935408586,0.829153308110297,0.969634815162816,0.856406262576572,0.8129216290368,0.862354510217041,0.851234125821521,0.93931456563748,0.934256583868364,0.812082929593485,0.931503244805868,0.954382736273898,0.96919040108065,0.947312769085348,0.902008082932914,0.886100168577094,0.905459301188011,0.944391603102844,0.923608499063955,0.807610647001341,0.891730080624377,0.896853817188318,0.524624006706728,0.221053012953422,0.309710561587306,0.372375469730132,0.644492383281825,0.660083902894523,0.42654070969074,0.570433235184722,0.71405488915714,0.793823954999741,0.498954876870152,0.593917050046589,0.521879373263161,0.723702282481259,0.794227722806937,0.871778918087915,0.888869926162515,0.864247683348923,0.845576064792268,0.131888026088314,0.121275190172225,0.241791250629969,0.371644959047474,0.59499408613003,0.983031467983649,0.98581639294669,0.895952020128759,0.831507877887111,0.803225876207201,0.5896832305138,0.0864503031538889,0.395586690528704,0.587439372792906,0.9191824622814,0.450306068248775,0.331119992802358,0.426091583506986,0.594189720339954,0.501781014261501,0.341455399109428,0.41510198680907,0.454213558113264,0.77288159672699,0.895853150456023,0.278402274708495,0.122898132757118,0.277955086144665,0.443426130010769,0.450487123543675
"A[Ins(T):R7]A",0.587072551306637,0.257005368221015,0.441795402443742,0.535305386675668,0.944472821000546,0.862076007974523,0.974225237374955,0.941586390941077,0.932249991932146,0.985318931887017,0.924191536629539,0.93268534158252,0.982738956233329,0.900972758713228,0.961420547056314,0.927383278311092,0.92884114358596,1,0.93640376647,0.976940659430042,0.968032902104879,0.937308899545577,0.929848974610033,0.952091611297108,0.92421644516536,0.967609506122578,0.80091022887554,0.958320457275664,0.953085101185871,0.903898094396303,0.979261501714279,0.900860388022816,0.915268285803069,0.971460338012605,0.928820110626353,0.987237765205325,0.827640113854295,0.970579933115071,0.915804064252874,0.936248969109566,0.986289458282493,0.613811250048465,0.242986501951175,0.401515588834266,0.452197680890503,0.839856327536409,0.782426995784976,0.500715018692923,0.71122630094299,0.831194875248348,0.885644525611921,0.537495572868693,0.592166539616962,0.638317868696957,0.734848204896088,0.802821843602312,0.926551543635312,0.974316952497408,0.919638352031978,0.950421217054378,0.151500774083022,0.15340419583169,0.319586023501901,0.455810604257753,0.748040957078707,0.914941108169946,0.938348999409355,0.988551617824265,0.909959146169315,0.923720480899067,0.551228399892591,0.0872638337962621,0.521771991655351,0.642986739101808,0.831967155423824,0.454628129439088,0.315783021654332,0.50806013300773,0.689355740034702,0.638039905667101,0.380047303810937,0.501275378659702,0.590602638498413,0.757308077793133,0.787733259430475,0.275077834119387,0.140846184953147,0.342091760979504,0.564525084244978,0.604251418853513
"A[Ins(T):R5]G",0.744704735838901,0.288227769400058,0.421075869597532,0.537547955911661,0.91880479594293,0.966982372532729,0.917025785927121,0.837655278158333,0.930578244370136,0.922433417080507,0.992134854226281,0.975063153310027,0.92687911559821,0.900062606627941,0.881901906799651,0.976923776994493,0.980817899728233,0.93640376647,1,0.956908803039169,0.862297610811454,0.986246135236073,0.867464002557948,0.836546067392473,0.884601308241933,0.873399172831507,0.920871051749456,0.95316684825645,0.846167213775471,0.934836023117325,0.962426345717064,0.973956861499531,0.935384147350541,0.911563383906434,0.899459624821944,0.918311686301435,0.943333995301581,0.951539102507352,0.852994677521858,0.908286896813054,0.908628344134059,0.563209041173876,0.260997250968523,0.355484437893236,0.413982865171028,0.705443175961697,0.664738707257661,0.451523533916805,0.606887479816287,0.75060750583333,0.846387567627796,0.528131383138525,0.626596288036416,0.566556677675165,0.752340091060139,0.833277095201801,0.893911859553152,0.906912097923365,0.870224818029204,0.852089181734735,0.148594185852757,0.142452180408866,0.27762686834656,0.400430732630375,0.661669542545584,0.974110798953718,0.966278918481174,0.904095572921882,0.844818856379267,0.81626921751206,0.612647521105101,0.121636279306895,0.451424149630784,0.633783807614463,0.942385588341771,0.470770705258332,0.352827420646776,0.4739952072185,0.634791131302894,0.568762219350189,0.366409693733153,0.474489676337221,0.503115831139878,0.7975363501321,0.903003835688362,0.298474871222387,0.139580973242255,0.310698152804966,0.480135197561462,0.520342843398453
"A[Ins(T):R6]G",0.635881508668979,0.279476094944269,0.475813912452544,0.568201448153743,0.936624685555005,0.885846896862147,0.978446393781413,0.910242764504059,0.94344654936245,0.97245347959961,0.948053156682494,0.965330334981712,0.971396237177214,0.929448772626614,0.965691027543061,0.922279983455243,0.939326935408586,0.976940659430042,0.956908803039169,1,0.956395824378726,0.964466833760721,0.955471064270884,0.947808734212278,0.929480729020739,0.966460522846991,0.80967628017452,0.936329991313757,0.902731947946114,0.921326233720907,0.983096447456864,0.906830185077667,0.952152055167941,0.980108927428645,0.928462797135824,0.978056200078164,0.841771987591892,0.975936730297427,0.880754796308837,0.936668390366736,0.978463382091436,0.622562967692123,0.262784857636782,0.422794096319972,0.475339408346747,0.784017081717867,0.76409015810506,0.491072341521259,0.702157950742009,0.827898900931226,0.840026218524474,0.550120689411712,0.608694007280085,0.675941166723653,0.775785840978862,0.765124344067835,0.930630575392631,0.977917457669307,0.933387121168429,0.950970788420456,0.155346120887333,0.154817150744305,0.322830772852441,0.461547674078931,0.679260035510417,0.916712503984834,0.952269504004251,0.971967821085718,0.923883619393613,0.930618363764336,0.579526844784766,0.105870857365157,0.560243800576025,0.687938376175687,0.850694952705153,0.471365317194767,0.330029255337265,0.534073177209039,0.711863940411935,0.569390971858337,0.385652094291093,0.466226623599326,0.619351861330888,0.7878270448225,0.790098090318061,0.288867282326141,0.14410122175908,0.358032149076143,0.584400998047893,0.532586348800058
"A[Ins(T):R7]G",0.489066349799377,0.258016667254661,0.484535190761523,0.550343206066504,0.940104242564732,0.759140709887017,0.980934960044788,0.975549562079612,0.896270192711455,0.979704390811027,0.838000771818908,0.860182076590444,0.976848087936069,0.865694239431438,0.960149729743032,0.843798715921454,0.829153308110297,0.968032902104879,0.862297610811454,0.956395824378726,1,0.872299310529677,0.928876660810623,0.981471190881445,0.922522804754616,0.987565015912028,0.664038644858356,0.907856136749708,0.963390371138791,0.849333080994682,0.941698038632346,0.807595336642948,0.851242463702848,0.958548645839585,0.908021680337732,0.975490186671345,0.708790606946994,0.949468212391411,0.925686579355054,0.918682815328361,0.979268046852235,0.639995467103925,0.256102303271151,0.452825911156212,0.491302124801836,0.899073361330404,0.79675160882327,0.516308147034385,0.758882800470898,0.854756572780861,0.876686813200763,0.542030115491914,0.568016331553242,0.703283062804896,0.719276691641167,0.753602759171787,0.91849305361471,0.97474843620598,0.909318639173035,0.955976331374757,0.160349219464135,0.166870345915505,0.362197217099001,0.489092244423335,0.780970882302817,0.812964355126228,0.849995219721424,0.974576664554807,0.917555805499454,0.947060739553563,0.505703439206436,0.096492686110618,0.603636679415742,0.669656220246442,0.736233321222036,0.442540476879529,0.296571105523936,0.550586366660265,0.72591275458878,0.675888821663793,0.386264348123243,0.525156532109538,0.669617110217823,0.718893941866303,0.667609960547263,0.26485902817983,0.148456020848953,0.378550541079826,0.625433417264352,0.654392639333942
"G[Ins(T):R5]G",0.766524344476627,0.311397890653978,0.460263721261437,0.573360099994909,0.913396300357869,0.961718817840211,0.926896249971957,0.829778607678674,0.9301065315029,0.921158998386442,0.983417764672364,0.981032441980994,0.922041459184866,0.918117480876313,0.908903012678256,0.950208115773623,0.969634815162816,0.937308899545577,0.986246135236073,0.964466833760721,0.872299310529677,1,0.90615200392335,0.863736040692761,0.887816470893404,0.890511192839168,0.902473865767541,0.934898768461136,0.835649507936503,0.93016323479095,0.961775144700667,0.953933501727874,0.959847871157427,0.935462567790895,0.902074362823075,0.92872947481201,0.925891641510108,0.953750412524733,0.828119434196008,0.906738691468971,0.922115496007895,0.599588222177779,0.287640778093167,0.394291178279052,0.455770789458375,0.691939840089503,0.70002060234507,0.460352423649262,0.632732863551112,0.776211869343365,0.816524749404995,0.542375505105627,0.636565136211995,0.608000717421957,0.784058332195262,0.789085302918998,0.896388877382325,0.921485627036046,0.89436489191612,0.883159163896039,0.158425870549335,0.156449793919382,0.296944599667053,0.42634554061225,0.624080038245228,0.965153595655567,0.97241717101925,0.918875565943122,0.870022885363899,0.851447159148274,0.636693161693371,0.138327357399935,0.49584831875117,0.676339460053145,0.933530673306049,0.490996229060569,0.358697540073536,0.497560847769563,0.668865337671384,0.51193634592012,0.389685818946668,0.445328063839979,0.540906343777564,0.821185208332431,0.889182948242158,0.315768695301731,0.149034230744164,0.33569479367509,0.523628505596491,0.465920784561801
"G[Ins(T):R6]G",0.604303208712336,0.278328140784351,0.512845206841203,0.593177745733692,0.85375447113519,0.792586536187558,0.946090280247948,0.840153910173432,0.871050281797895,0.911159703277227,0.864030539102949,0.916936184149214,0.899728670246723,0.905472683495328,0.981997613783164,0.795068400737886,0.856406262576572,0.929848974610033,0.867464002557948,0.955471064270884,0.928876660810623,0.90615200392335,1,0.96950239530432,0.872231150560619,0.956928006759668,0.689621612685734,0.827185231210861,0.828844587882682,0.834819909834143,0.923210210969661,0.784149470329152,0.950269104923927,0.983514732335084,0.865958731879178,0.949710315944248,0.720631383137066,0.912010471221464,0.762261987966339,0.863894004334414,0.960239080670389,0.645429852126616,0.262817316161182,0.464691215812268,0.515210822671178,0.699697137296616,0.806689678146368,0.473767601388246,0.719281047548461,0.836311563540951,0.70581466030535,0.536665295741993,0.570796839767363,0.738606830365271,0.796563845803057,0.583892910587857,0.870491940484885,0.96241989609469,0.930718292891802,0.981162053307925,0.148002318016313,0.156806756455596,0.321759980337335,0.480528412256416,0.533758504179879,0.823035333444629,0.911490746640841,0.961182897986533,0.927003528150139,0.975513760019576,0.560309516810898,0.0991835526881744,0.62481984114274,0.722074914287434,0.742502443608303,0.456020068249826,0.305930719821525,0.558931435205058,0.748783373438508,0.386442134507455,0.384641319504221,0.349196015391795,0.680208763742568,0.771479596713077,0.672799119069919,0.274616399510297,0.140371275940294,0.376430525881488,0.637373280582564,0.356462321169262
"G[Ins(T):R7]G",0.498964334200719,0.261771197828269,0.505571880725393,0.570481549898157,0.894047740455971,0.735037272160095,0.967452103729088,0.9278594240896,0.87101952400879,0.950928458561529,0.818560535407784,0.861480839380805,0.940714185025479,0.874051678600217,0.982529870760138,0.793276700397465,0.8129216290368,0.952091611297108,0.836546067392473,0.947808734212278,0.981471190881445,0.863736040692761,0.96950239530432,1,0.898224905451335,0.987443266270057,0.628585688342934,0.855764104782432,0.914851708204234,0.821172568462583,0.925477391106495,0.762060540851974,0.879786913806331,0.975139794316206,0.883527062633726,0.970249183419847,0.669084589917327,0.922198978327111,0.85229253285843,0.887143809650266,0.978591953979037,0.653591855904654,0.255884698553768,0.473155807618934,0.513598858731425,0.830704688079312,0.821317116579781,0.503751631761734,0.763799785333833,0.859657946147859,0.793824193392785,0.541075411020301,0.557902710468364,0.742932478810858,0.750249454266036,0.651696998742431,0.894203302223852,0.977253222261527,0.923064316800527,0.984946259666757,0.153083142196292,0.164299878913764,0.353959218237278,0.497487297929423,0.676909471226006,0.785735773214844,0.858010910496371,0.979125188047505,0.931622527887149,0.982483003635233,0.51282873623412,0.0929512506007599,0.638240741604237,0.697270471828636,0.699110591276402,0.440148173992618,0.291773621394977,0.567330366020474,0.750494860778635,0.547685055827443,0.386539371848053,0.444893168120317,0.700244605874095,0.725765296859063,0.62593655802956,0.259608198089024,0.145968634806864,0.38709219971913,0.654845462568775,0.527290965304027
"A[Ins(T):R(9,)]G",0.583047370139237,0.244809810777743,0.437548174768763,0.503744822389167,0.898334068542578,0.814743877865354,0.925747723373431,0.910830882928279,0.984090618393984,0.95563774911912,0.865240225433571,0.87394682144164,0.941026398688752,0.964063677057495,0.922585999132667,0.878635363708037,0.862354510217041,0.92421644516536,0.884601308241933,0.929480729020739,0.922522804754616,0.887816470893404,0.872231150560619,0.898224905451335,1,0.944538295913496,0.747995366978327,0.904989846134554,0.90053870477469,0.963304789837022,0.953799796565635,0.863932335465474,0.853474544331692,0.912281295567915,0.992291368801236,0.949265185397629,0.789071492714157,0.933747534318442,0.896708099080458,0.993568408788465,0.945146806824894,0.652939714156722,0.26067031358222,0.394231552218823,0.437842989769738,0.807831406312344,0.788012329276731,0.509088313978235,0.721275240934993,0.820685230188184,0.853886987498513,0.597791589782469,0.615497843077628,0.648007837015126,0.735095344663152,0.796797888338871,0.995809443852521,0.947708082210698,0.971392864596893,0.909752515300093,0.176006608376023,0.167428719177149,0.335775457639751,0.457887312234681,0.745168104703549,0.854449457845551,0.85932518078317,0.912144984025573,0.970029691031402,0.901134645512963,0.583646696786003,0.0967938718466341,0.527988772975639,0.631405576174121,0.805826115156241,0.502042846527096,0.327579397934396,0.515212156669708,0.656520009733917,0.65379286886986,0.404320762706024,0.522561821891957,0.605232363515349,0.743713277789649,0.744654372759791,0.294814051885363,0.147498040134001,0.346053213252152,0.561792313597052,0.62961074728307
"A[Ins(T):R8]G",0.53197974657069,0.26145785864931,0.494626173085322,0.562244257466545,0.917972094927849,0.778075431319766,0.977325892528092,0.94556567748494,0.922450437329914,0.976955099918796,0.855668224303434,0.889219770818521,0.965853553548439,0.915885883233449,0.985714549959426,0.841720410375077,0.851234125821521,0.967609506122578,0.873399172831507,0.966460522846991,0.987565015912028,0.890511192839168,0.956928006759668,0.987443266270057,0.944538295913496,1,0.684095381737137,0.893992802942373,0.93289991896304,0.87973905333568,0.957871047311045,0.813100306867143,0.890574637093311,0.976799710124822,0.930270678772443,0.986946817333765,0.724200620890883,0.948183750857378,0.888764932183404,0.935270272613125,0.9913181409485,0.660006158711393,0.261381787353156,0.45769596495685,0.499276427471317,0.844402886934165,0.825468962169869,0.516080887342237,0.76411576557433,0.863414031380918,0.83224201666784,0.561540672094534,0.584454167717924,0.72512784626938,0.756958490436403,0.71413231833435,0.939333916671825,0.99198138586877,0.951688731010657,0.981960184401787,0.161690081708157,0.16797387846048,0.356343775140761,0.497409571401452,0.714339233620135,0.82708677013583,0.879667133460108,0.980544708576339,0.958716961315873,0.977601534221456,0.539378478632678,0.0944645485739344,0.615727728545664,0.69066723510546,0.748918952457019,0.46543792433801,0.304167494024542,0.557656291678657,0.736112567212906,0.596499478135966,0.393737556504003,0.478734752865997,0.681612366488844,0.744786861773733,0.678649376635218,0.273954493746926,0.148227694285803,0.383414707663947,0.636659774174978,0.57331393041724
"C[Ins(T):R5]A",0.780576797502125,0.230035562621132,0.275586734423336,0.415288831956312,0.784064417473724,0.970765542799583,0.744809833540395,0.653598360446873,0.833576095244121,0.776122447795393,0.938497322293438,0.902415169888123,0.785393340454666,0.793858165657785,0.710973858724193,0.932797458456066,0.93931456563748,0.80091022887554,0.920871051749456,0.80967628017452,0.664038644858356,0.902473865767541,0.689621612685734,0.628585688342934,0.747995366978327,0.684095381737137,1,0.8847469306724,0.691452589003157,0.863746206684727,0.84424438948279,0.958958305978554,0.851044253697785,0.758767670393395,0.782652028232291,0.763541797439651,0.990869087296527,0.83910808418864,0.722459140942421,0.791613705749026,0.74755196219873,0.417648596682985,0.191489696852833,0.197111318364205,0.261486131725316,0.516967047286577,0.523124510495468,0.350081941329463,0.427962963513485,0.588283217036844,0.748574951569228,0.432960366852699,0.559882673720366,0.360193732515633,0.64790233012372,0.82439369495081,0.763685818339717,0.734409327893535,0.728752939540596,0.671448759269167,0.111871430700701,0.0932982236537837,0.171823402761498,0.263422644971699,0.542337661487648,0.964654406258566,0.904811802294996,0.745488522828361,0.681700383362531,0.616994110591832,0.560129637493913,0.0802322359302722,0.237623886583865,0.481847036683799,0.961060418881859,0.404375393051268,0.32332380198054,0.323998088434223,0.463812676871841,0.473018119633183,0.287973443400013,0.388938772902624,0.293474699087925,0.750649856508631,0.976379914883296,0.255680010223652,0.103462192124621,0.196181799720215,0.296959800600153,0.41705358937902
