"","A[Ins(T):R0]G","A[Ins(T):R1]G","A[Ins(T):R2]G","A[Ins(T):R3]G","A[Ins(T):R4]G","C[Ins(T):R5]G","C[Ins(T):R6]G","C[Ins(T):R7]G","A[Ins(T):R(9,)]C","A[Ins(T):R8]C","A[Ins(T):R5]C","A[Ins(T):R6]C","A[Ins(T):R7]C","G[Ins(T):R(9,)]C","G[Ins(T):R8]C","A[Ins(T):R5]A","A[Ins(T):R6]A","A[Ins(T):R7]A","A[Ins(T):R5]G","A[Ins(T):R6]G","A[Ins(T):R7]G","G[Ins(T):R5]G","G[Ins(T):R6]G","G[Ins(T):R7]G","A[Ins(T):R(9,)]G","A[Ins(T):R8]G","C[Ins(T):R5]A","C[Ins(T):R6]A","C[Ins(T):R7]A","C[Ins(T):R(9,)]C","C[Ins(T):R8]C","G[Ins(T):R5]C","G[Ins(T):R6]C","G[Ins(T):R7]C","C[Ins(T):R(9,)]A","C[Ins(T):R8]A","C[Ins(T):R5]C","C[Ins(T):R6]C","C[Ins(T):R7]C","A[Ins(T):R(9,)]A","A[Ins(T):R8]A","G[Ins(T):R0]G","G[Ins(T):R1]G","G[Ins(T):R2]G","G[Ins(T):R3]G","G[Ins(T):R4]G","A[Ins(T):R0]A","A[Ins(T):R1]A","A[Ins(T):R2]A","A[Ins(T):R3]A","A[Ins(T):R4]A","C[Ins(T):R0]C","C[Ins(T):R1]C","C[Ins(T):R2]C","C[Ins(T):R3]C","C[Ins(T):R4]C","C[Ins(T):R(9,)]G","C[Ins(T):R8]G","G[Ins(T):R(9,)]A","G[Ins(T):R8]A","G[Ins(T):R0]A","G[Ins(T):R1]A","G[Ins(T):R2]A","G[Ins(T):R3]A","G[Ins(T):R4]A","G[Ins(T):R5]A","G[Ins(T):R6]A","G[Ins(T):R7]A","G[Ins(T):R(9,)]G","G[Ins(T):R8]G","C[Ins(T):R0]G","C[Ins(T):R1]G","C[Ins(T):R2]G","C[Ins(T):R3]G","C[Ins(T):R4]G","A[Ins(T):R0]C","A[Ins(T):R1]C","A[Ins(T):R2]C","A[Ins(T):R3]C","A[Ins(T):R4]C","C[Ins(T):R0]A","C[Ins(T):R1]A","C[Ins(T):R2]A","C[Ins(T):R3]A","C[Ins(T):R4]A","G[Ins(T):R0]C","G[Ins(T):R1]C","G[Ins(T):R2]C","G[Ins(T):R3]C","G[Ins(T):R4]C"
"C[Ins(T):R6]A",0.638502667449724,0.247272074812664,0.38297243955982,0.488349830238995,0.959043152853956,0.916643874824407,0.933925493577134,0.923881587197108,0.92846461424305,0.960978081628878,0.941196340445838,0.914578848740682,0.969455492479203,0.86038608068605,0.873305972063739,0.974372558644771,0.934256583868364,0.958320457275664,0.95316684825645,0.936329991313757,0.907856136749708,0.934898768461136,0.827185231210861,0.855764104782432,0.904989846134554,0.893992802942373,0.8847469306724,1,0.941121954411464,0.916942477524141,0.956485892913848,0.958756047905888,0.86440813196091,0.900495386110589,0.915528765532108,0.933776473862803,0.911892012691054,0.971930531839118,0.950601357974382,0.931248173195901,0.922431524891976,0.551223319212411,0.230698032467662,0.329943569391494,0.380359411476684,0.838546219561278,0.689290131509107,0.478208112533466,0.642522156456393,0.77145253192036,0.945983191925023,0.517166586787646,0.601259537938223,0.541838798489714,0.694289643974882,0.924474901998613,0.912017141248076,0.90898522786363,0.855695299986668,0.847874691116243,0.146914235353397,0.143215733920144,0.298108591952252,0.401464314642106,0.817293101674685,0.949363607834125,0.911598003393343,0.919868329396247,0.837227134875349,0.809617575511084,0.544226392244157,0.0887156899571155,0.426174291960067,0.583585158824005,0.91204911518043,0.440373423142663,0.328475683139989,0.457981293120335,0.619161949085792,0.742879939777668,0.354172703358635,0.565915372747046,0.499773759645063,0.764193452072909,0.886218989801858,0.272289913303925,0.13695786432593,0.302041060076217,0.479558126550064,0.703989892983218
"C[Ins(T):R7]A",0.46391454764834,0.226436307305569,0.403196409195952,0.476306158156893,0.948719433677978,0.758694908377314,0.942419784288842,0.989190748141393,0.878775609017604,0.968026208241411,0.815262035185968,0.804117282175286,0.969386586049039,0.805217191290742,0.889394156346963,0.872193467006098,0.812082929593485,0.953085101185871,0.846167213775471,0.902731947946114,0.963390371138791,0.835649507936503,0.828844587882682,0.914851708204234,0.90053870477469,0.93289991896304,0.691452589003157,0.941121954411464,1,0.838417274186744,0.915792166573778,0.830520144825278,0.769121742824697,0.892206845935198,0.896481094344,0.941810984535644,0.733906034668191,0.932452057714098,0.976648181474519,0.911399193249136,0.936714734467319,0.584564063272099,0.226955473836863,0.380963732663833,0.415502152391514,0.949205585590819,0.738270891131487,0.505788822676146,0.714121232724016,0.804594804674073,0.954715034777801,0.514524992891027,0.551476293893517,0.591973351310251,0.633091530175269,0.861629490604513,0.901890065992273,0.921722507975815,0.847568724801834,0.880513230989014,0.151337795052094,0.15561283065753,0.338630337188795,0.440026219430142,0.892665585942719,0.820109313387859,0.806469896587945,0.93506297134478,0.849294557298461,0.856887459354348,0.472697835160659,0.0795985859782138,0.492768785368088,0.571626012778614,0.754755303546995,0.414876657956895,0.288159982809261,0.485307108368098,0.643716002106757,0.812689528196873,0.35906515678492,0.601938057073617,0.568149151776782,0.668186546076113,0.709185710363012,0.248427120873263,0.140201380673621,0.33027492153182,0.538980665098849,0.791028277715101
"C[Ins(T):R(9,)]C",0.676247903919984,0.240789963258786,0.375132311788351,0.468346836949746,0.868914835219535,0.900784562381591,0.882006274669796,0.834846643554074,0.991604816479154,0.918934269157395,0.926656458723004,0.919801061416336,0.907810606687309,0.967732511206029,0.875386808924687,0.935581882490632,0.931503244805868,0.903898094396303,0.934836023117325,0.921326233720907,0.849333080994682,0.93016323479095,0.834819909834143,0.821172568462583,0.963304789837022,0.87973905333568,0.863746206684727,0.916942477524141,0.838417274186744,1,0.956579255779253,0.936623652749192,0.886263939360172,0.880478768897436,0.97785668740573,0.914960761270998,0.89146405020692,0.921562188820824,0.852767943315828,0.977750509647363,0.904149159506239,0.585303393952694,0.240842296933457,0.322662446551011,0.376973564131649,0.706631545505697,0.700314543881615,0.462281988890282,0.626543585915224,0.744501677074964,0.828063558642137,0.571270415121089,0.622729549443759,0.549603175052728,0.715804472640122,0.826503895603112,0.969279622447717,0.905626487673758,0.939425885275959,0.853329164987935,0.159527877950759,0.143824452694774,0.278534170818967,0.397063833943418,0.679572492336875,0.926817677113489,0.910821620583762,0.873482586131401,0.917238859901318,0.827268245270696,0.615964612165524,0.0908076787788435,0.418854590021198,0.57941460873263,0.886528879838125,0.499751167884645,0.344464391398355,0.453721282275537,0.589086988361373,0.596267661711317,0.379150050682545,0.484362517661297,0.491289171252579,0.753274840104772,0.843936822637622,0.296913131222913,0.132809211440829,0.293910855678923,0.465451716233082,0.558006473447467
"C[Ins(T):R8]C",0.643278392423434,0.260452618254968,0.434291166479008,0.531489904301454,0.931777325337239,0.903108283802987,0.96109189584235,0.91351424901074,0.970955993801357,0.9801730744463,0.95282194716103,0.95931917025924,0.97241606771806,0.947324205441798,0.955930910008985,0.949155547792599,0.954382736273898,0.979261501714279,0.962426345717064,0.983096447456864,0.941698038632346,0.961775144700667,0.923210210969661,0.925477391106495,0.953799796565635,0.957871047311045,0.84424438948279,0.956485892913848,0.915792166573778,0.956579255779253,1,0.933233851654933,0.935183934831576,0.962921078029834,0.958790984763461,0.982426258825145,0.872024907046744,0.972544491570113,0.902473202779639,0.964186435428866,0.976376703745082,0.610945383250484,0.247636208580524,0.383082075560208,0.435336163765882,0.790069483195365,0.756295251538677,0.485266647389272,0.68623297438545,0.810357537469472,0.867390788337108,0.557975959034763,0.617748820084121,0.62643359743873,0.749098492092336,0.813878227011421,0.958005881540612,0.976072701577683,0.945497050561028,0.937644071492798,0.152575155989539,0.146771384775341,0.305900275582423,0.438055438069172,0.713381838035464,0.93821276534054,0.954166384241106,0.96451427924184,0.933052430036237,0.913922560013787,0.588442570548252,0.0926624248300127,0.502982415595556,0.64172166642324,0.8733115357054,0.477307436410509,0.333033636280082,0.50000551260169,0.672114700777631,0.613489358717103,0.381288452666162,0.489479824758144,0.57048730793226,0.770853564819512,0.823316301358276,0.285394226245752,0.138905596342751,0.333890351633208,0.544242049382682,0.575741832847792
"G[Ins(T):R5]C",0.728923874533002,0.244719245376827,0.330399836984835,0.455467209062594,0.890172548592889,0.9679002056783,0.861960408383686,0.809739607187795,0.922327308526478,0.894646963474922,0.973413218291848,0.938091096298024,0.902150279422547,0.866572387817011,0.815370650687222,0.98881910435485,0.96919040108065,0.900860388022816,0.973956861499531,0.906830185077667,0.807595336642948,0.953933501727874,0.784149470329152,0.762060540851974,0.863932335465474,0.813100306867143,0.958958305978554,0.958756047905888,0.830520144825278,0.936623652749192,0.933233851654933,1,0.884526412712608,0.851092159693892,0.88706462054568,0.872386781671398,0.973695537503357,0.925580438448098,0.859581531652781,0.899665267445261,0.857986110731147,0.493479903859529,0.218220792628518,0.264670206760645,0.323208216920275,0.688363809589413,0.607262872296275,0.421834068271798,0.542595594569816,0.687717072255393,0.867427307563418,0.506508783566244,0.604811173383553,0.463270231475521,0.680148736523416,0.89712383031043,0.876670334872107,0.85007955401755,0.824397873574822,0.78078487863682,0.135168118680077,0.117828111999815,0.238121046470311,0.338417119803727,0.69795714177961,0.982395952307871,0.935485220173538,0.851891024279043,0.790331776133966,0.73349586972311,0.580796584901097,0.0872283425029748,0.335176608401047,0.53843012728737,0.95773428868886,0.439501789796263,0.342823129365085,0.405993335293955,0.553037092723986,0.627893486758073,0.333329103980735,0.495563617552119,0.401051195914459,0.760741864112856,0.943610791537707,0.275446899818198,0.124916385824337,0.255519686075273,0.390104557326101,0.580002067811914
"G[Ins(T):R6]C",0.716127764289115,0.276311299663653,0.456502068986784,0.566733197652663,0.838446700289837,0.907165573282774,0.905665201461514,0.764575120394463,0.895295979116422,0.884214646023815,0.949691907749347,0.983473188832464,0.879246045616125,0.924609803564671,0.932729168025287,0.874211586852021,0.947312769085348,0.915268285803069,0.935384147350541,0.952152055167941,0.851242463702848,0.959847871157427,0.950269104923927,0.879786913806331,0.853474544331692,0.890574637093311,0.851044253697785,0.86440813196091,0.769121742824697,0.886263939360172,0.935183934831576,0.884526412712608,1,0.955542148937961,0.864039952744008,0.917298239485221,0.862666471513832,0.919438677231124,0.730291091037434,0.863033470741345,0.920592048626879,0.585770688776032,0.246429864445551,0.388971262706223,0.451042557077177,0.593754135835936,0.741121611287605,0.435864019693884,0.630122032958804,0.774176766449611,0.693524523304828,0.513877083670881,0.588789676508851,0.64643568302178,0.803022060447067,0.643045898645373,0.857020572902598,0.919397888781234,0.907060113377766,0.917519859059209,0.138127469985615,0.138853295950928,0.270427402477224,0.423926791671899,0.473068198120989,0.922488840488665,0.980280545621052,0.921637349064194,0.883336582935272,0.893488119779779,0.595908170865056,0.0942394385909401,0.519455941440458,0.68441362533435,0.857469178596372,0.460071650481211,0.325522979957832,0.497469673454122,0.684632743691912,0.340108455016811,0.36098089166382,0.318893713764463,0.574739297416223,0.816512263495818,0.81467252392254,0.281966686643575,0.129271156097883,0.326648118990204,0.546899287366061,0.295505457031726
"G[Ins(T):R7]C",0.614623709941709,0.274732296502548,0.494778540911602,0.582657754622816,0.908582564150311,0.841299289583729,0.973507576183013,0.895828375288489,0.914408423751453,0.959735584426541,0.907042500121028,0.94287537300326,0.952787914301778,0.923696668780122,0.989712843400066,0.865060444138818,0.902008082932914,0.971460338012605,0.911563383906434,0.980108927428645,0.958548645839585,0.935462567790895,0.983514732335084,0.975139794316206,0.912281295567915,0.976799710124822,0.758767670393395,0.900495386110589,0.892206845935198,0.880478768897436,0.962921078029834,0.851092159693892,0.955542148937961,1,0.908302792152319,0.980262053083432,0.7875178899115,0.957693131705235,0.842097906731557,0.911598843494861,0.986107014360721,0.644871289786443,0.259410561120448,0.446022372606871,0.497025043455621,0.767918559816913,0.814655065284504,0.494028523363757,0.730283350603934,0.852035619192675,0.794489579554945,0.546158357020161,0.591535056243705,0.717890364617746,0.795124352805313,0.692313811544116,0.911437108732409,0.982561824889496,0.944882545511626,0.983230561072209,0.152138417766523,0.160834235746791,0.329502772176819,0.482362956584991,0.631346694398593,0.878636756030669,0.939772155090989,0.986707462576627,0.938618970380761,0.968520049366512,0.563638359137426,0.0953608007485294,0.598795798541594,0.707679633701892,0.802464553335609,0.462559570949232,0.317142512755285,0.552230881656255,0.741383410599228,0.500085364174592,0.387166775338682,0.419691556522919,0.662620451195328,0.793141053854319,0.744116228869676,0.277891251554658,0.143845958397064,0.371454087552236,0.621462895798797,0.467942587608845
"C[Ins(T):R(9,)]A",0.604495552076304,0.242044516333573,0.411783584024455,0.488706724770766,0.894543740470358,0.840876741899898,0.917216328177616,0.896708596787339,0.990148643262167,0.950338227737621,0.88271363836394,0.886408827313173,0.935696161215666,0.966999028268556,0.914612864968589,0.899333393086407,0.886100168577094,0.928820110626353,0.899459624821944,0.928462797135824,0.908021680337732,0.902074362823075,0.865958731879178,0.883527062633726,0.992291368801236,0.930270678772443,0.782652028232291,0.915528765532108,0.896481094344,0.97785668740573,0.958790984763461,0.88706462054568,0.864039952744008,0.908302792152319,1,0.949016166181177,0.819098772879123,0.933054645208891,0.890178433992694,0.9957692575151,0.941796095590176,0.637709267485138,0.254121891364819,0.372305325887798,0.418894941536122,0.791164000082602,0.775075860458159,0.50310406694576,0.700269351377984,0.80469063214823,0.85626656826847,0.594956114467091,0.62017763536646,0.612631487286224,0.724966646426933,0.811068017295887,0.994536186758017,0.940501803739514,0.969531948118733,0.90199294279525,0.173914564404453,0.165664686397826,0.318842104209254,0.442368585482038,0.736667033234803,0.880708719078268,0.878833268310247,0.911629815814136,0.958363533004497,0.885199961526236,0.596560794469262,0.092604603561799,0.486116625326285,0.607984065084212,0.82794512683447,0.506696403506146,0.336830339885413,0.496046508600078,0.637348811415094,0.64468570626865,0.405611653113603,0.51606598411326,0.565250500503675,0.741479912896222,0.774716362389409,0.299593498751202,0.145217143177051,0.329609191811723,0.533480258350813,0.616424198862085
"C[Ins(T):R8]A",0.584012726639238,0.262416778146899,0.465227245885624,0.551217448885297,0.933880167041395,0.841392240930458,0.979205038263245,0.941128905034651,0.945740088044864,0.98625014310385,0.904864777780104,0.924898352162224,0.976388358070873,0.930140083169174,0.981734665229049,0.897136620656378,0.905459301188011,0.987237765205325,0.918311686301435,0.978056200078164,0.975490186671345,0.92872947481201,0.949710315944248,0.970249183419847,0.949265185397629,0.986946817333765,0.763541797439651,0.933776473862803,0.941810984535644,0.914960761270998,0.982426258825145,0.872386781671398,0.917298239485221,0.980262053083432,0.949016166181177,1,0.796488590609448,0.967201365070398,0.902721225272691,0.951728036425876,0.995840703455564,0.642609112603298,0.255290758866263,0.427068117582743,0.474050319487983,0.833243415997684,0.809474616804084,0.510546004527545,0.738378579001244,0.849602970945911,0.859971731736688,0.560365062060708,0.601006723798152,0.679267814500576,0.754904051848272,0.765944267826257,0.95053806259388,0.992593233343063,0.954001962155051,0.973234414216909,0.158431812630516,0.164285538890293,0.335871007549453,0.476074269111037,0.723456134119679,0.886875531595503,0.923253701954099,0.988393246212388,0.94969654415576,0.957088496130841,0.564695815402802,0.0923530279823402,0.561339730760921,0.66817007665344,0.809705577193966,0.472199970031549,0.319140732217119,0.531972750268159,0.71291211417973,0.609422201327623,0.393994511318826,0.487609916418718,0.630944283534162,0.76003096905665,0.75197423829751,0.281447026025544,0.145377032142728,0.362366275101822,0.600118525564795,0.578999011928365
"C[Ins(T):R5]C",0.803534739972474,0.241510978324691,0.302240065806684,0.438071632657798,0.826695265291427,0.983820919637572,0.787817104926256,0.704440876358647,0.863877909544475,0.812251740482062,0.95397801218754,0.915833375253399,0.822360830969764,0.820651120574325,0.742480171235202,0.950459605113643,0.944391603102844,0.827640113854295,0.943333995301581,0.841771987591892,0.708790606946994,0.925891641510108,0.720631383137066,0.669084589917327,0.789071492714157,0.724200620890883,0.990869087296527,0.911892012691054,0.733906034668191,0.89146405020692,0.872024907046744,0.973695537503357,0.862666471513832,0.7875178899115,0.819098772879123,0.796488590609448,1,0.875317515711844,0.769092014037537,0.828669576297623,0.78003760852713,0.447282695184025,0.206190003296271,0.222032948782876,0.28635361716235,0.570488026217462,0.545972951627942,0.373972675016807,0.466905522290953,0.626691543351019,0.792796518073715,0.464034160930299,0.585661583360514,0.402189738038703,0.676057237443292,0.856449933899284,0.804900715315475,0.771224428716897,0.761329183847676,0.702735106299889,0.120527611647052,0.103697835290238,0.19620203432696,0.287142886649961,0.598154317432861,0.970116570262506,0.910036783678608,0.773672053689733,0.719443723802452,0.652799293024361,0.577225821431663,0.0861395905366967,0.276551239031692,0.513942786699122,0.979798661038077,0.422562823401311,0.336496753657213,0.361374728415769,0.499710839705744,0.524892877793603,0.305894322432887,0.427993334244026,0.337128286365798,0.774418590192447,0.982564215266917,0.264855557549735,0.11032035507406,0.217413733427363,0.332114879422215,0.471144333769107
"C[Ins(T):R6]C",0.658504777469908,0.272169493787375,0.457596681959114,0.554218613551356,0.965094718597787,0.903571634500732,0.978679722947755,0.93288026038233,0.944440518480318,0.977665848328549,0.942542537300095,0.943555638498719,0.983029759299546,0.909209586410534,0.936903870856694,0.936022227784114,0.923608499063955,0.970579933115071,0.951539102507352,0.975936730297427,0.949468212391411,0.953750412524733,0.912010471221464,0.922198978327111,0.933747534318442,0.948183750857378,0.83910808418864,0.971930531839118,0.932452057714098,0.921562188820824,0.972544491570113,0.925580438448098,0.919438677231124,0.957693131705235,0.933054645208891,0.967201365070398,0.875317515711844,1,0.925568005394714,0.945584689757621,0.963194019119194,0.610397705134446,0.257497428809119,0.398609971433282,0.448770827983814,0.825644715678209,0.757959919291613,0.502797832931728,0.703968350259458,0.831933074853155,0.900291406178707,0.544346631100221,0.615995992244975,0.651064194219144,0.768370424893098,0.843558946819382,0.934981145742926,0.95705238100292,0.913501530325508,0.917044872882483,0.159838080437585,0.16406262817527,0.330709336752445,0.453267005297113,0.755459094973367,0.927347599713456,0.927434901135559,0.95556612486672,0.90205795011978,0.892877269350745,0.565015345208068,0.0994752973724242,0.534010177080801,0.670449555361781,0.889307953897257,0.464353052474913,0.335611358762492,0.525089868574774,0.700997809330546,0.65639530057699,0.378233482924063,0.520671888975014,0.605782851418436,0.811330198072191,0.841859058312446,0.284772528994401,0.148128455238542,0.349544012416177,0.568879348661363,0.620940458222228
"C[Ins(T):R7]C",0.472847797990199,0.217001087412997,0.368339124307721,0.440496242509717,0.946402942128685,0.775319065999814,0.91210501845946,0.97730177932813,0.88200058207701,0.95213805800165,0.820848298049182,0.789309659024072,0.959775730417744,0.785889073075413,0.831409974064596,0.896627093866606,0.807610647001341,0.915804064252874,0.852994677521858,0.880754796308837,0.925686579355054,0.828119434196008,0.762261987966339,0.85229253285843,0.896708099080458,0.888764932183404,0.722459140942421,0.950601357974382,0.976648181474519,0.852767943315828,0.902473202779639,0.859581531652781,0.730291091037434,0.842097906731557,0.890178433992694,0.902721225272691,0.769092014037537,0.925568005394714,1,0.91284115583337,0.891808074374809,0.540826062279895,0.217819330793122,0.335521612215308,0.368150794397357,0.942549051058995,0.661209304077239,0.482748222644399,0.664514170022082,0.754414861184084,0.98153193520993,0.503415883981454,0.551897114974033,0.538957417402619,0.598299961195529,0.926988804983858,0.89940367440107,0.881943555307,0.809451470643323,0.811379172236533,0.148671899857984,0.143882990278406,0.324971070786646,0.403307851163915,0.931241050247002,0.824445384253985,0.777745013394705,0.880632821690539,0.809612732827693,0.78509322777024,0.46358145104123,0.0823209035977785,0.442364212111497,0.53240898463287,0.785844105381552,0.402119919162279,0.293189621683243,0.456904010906529,0.59450796541372,0.883106986828673,0.340929297038178,0.643589417941736,0.518976162478781,0.654405531254848,0.743298812280645,0.242288027847625,0.136286587445877,0.305988690983351,0.484726094912774,0.859900685534767
"A[Ins(T):R(9,)]A",0.596682112913806,0.241511046480837,0.411973368866015,0.489074776605193,0.910346969697833,0.846337630433308,0.927585242594534,0.913462729162551,0.992943015529579,0.961978992483583,0.890770984137694,0.890560373437146,0.951064013247479,0.960045024102522,0.913950359800732,0.913146971123415,0.891730080624377,0.936248969109566,0.908286896813054,0.936668390366736,0.918682815328361,0.906738691468971,0.863894004334414,0.887143809650266,0.993568408788465,0.935270272613125,0.791613705749026,0.931248173195901,0.911399193249136,0.977750509647363,0.964186435428866,0.899665267445261,0.863033470741345,0.911598843494861,0.9957692575151,0.951728036425876,0.828669576297623,0.945584689757621,0.91284115583337,1,0.945379463938697,0.62993925111758,0.251846127872403,0.369415209159525,0.416134675895596,0.810993696713979,0.76746099249154,0.505796241180369,0.701121303161686,0.805080219959233,0.878273539865735,0.588556909728208,0.618460578311212,0.611513252144739,0.719855147493676,0.836078546212509,0.993552273771992,0.942676438180229,0.960418462124641,0.89917938605905,0.171999965400114,0.163095075842601,0.322124947935073,0.440276190151953,0.763833178090231,0.888392221299376,0.880365202999548,0.915301036155056,0.950397588010691,0.880815703469983,0.587595369054001,0.0927386808344416,0.487843128049334,0.608129107863377,0.836714821682443,0.498241082312505,0.33348671072337,0.493993467835932,0.637557222163365,0.678443587273593,0.398497281995473,0.535591309349899,0.565687949650569,0.743346126114964,0.784310269256606,0.295011233385906,0.14472053472024,0.329749822050145,0.53153240185086,0.64981134044964
"A[Ins(T):R8]A",0.575113839355106,0.262022786206551,0.473151496326694,0.556158774531591,0.926751556851414,0.827183241391109,0.979486347984655,0.937420780558864,0.939215715249019,0.983477553641366,0.896134076709526,0.922282351712125,0.973655524734532,0.929232245153918,0.98816802041348,0.882593997687648,0.896853817188318,0.986289458282493,0.908628344134059,0.978463382091436,0.979268046852235,0.922115496007895,0.960239080670389,0.978591953979037,0.945146806824894,0.9913181409485,0.74755196219873,0.922431524891976,0.936714734467319,0.904149159506239,0.976376703745082,0.857986110731147,0.920592048626879,0.986107014360721,0.941796095590176,0.995840703455564,0.78003760852713,0.963194019119194,0.891808074374809,0.945379463938697,1,0.649549402643781,0.255467095714544,0.43548306141918,0.481520178044103,0.827091759670455,0.822045713472358,0.512114194617048,0.74388583117574,0.856464999451794,0.846002881715109,0.559497270467793,0.594698518683177,0.692864677406685,0.760067860313096,0.743726184020771,0.944405059416481,0.993114309702964,0.955715919579167,0.982055979068405,0.158461037434383,0.164743949217733,0.335986116072983,0.481206000737395,0.709595744485751,0.876568847411634,0.920407779236759,0.991632252395978,0.952327987665035,0.967171937757921,0.559124793470772,0.0901948204973176,0.575297982831295,0.676093851008979,0.794349384022291,0.468986755537998,0.314836884925217,0.539044981761473,0.721707712400583,0.589445085179224,0.394330349022262,0.474201104743332,0.64412908965572,0.762388325625769,0.736320506021219,0.279634768457312,0.145379725443901,0.366020715802348,0.609101763257165,0.560309458748764
"G[Ins(T):R0]G",0.503836197789398,0.667477820658315,0.84068156739584,0.825686556615632,0.64820255673595,0.509998525245721,0.638899283592222,0.59627189079794,0.619627895854478,0.623360393557986,0.53548956212706,0.567115003036752,0.6080788095185,0.645512760909267,0.659757978639064,0.504856604052511,0.524624006706728,0.613811250048465,0.563209041173876,0.622562967692123,0.639995467103925,0.599588222177779,0.645429852126616,0.653591855904654,0.652939714156722,0.660006158711393,0.417648596682985,0.551223319212411,0.584564063272099,0.585303393952694,0.610945383250484,0.493479903859529,0.585770688776032,0.644871289786443,0.637709267485138,0.642609112603298,0.447282695184025,0.610397705134446,0.540826062279895,0.62993925111758,0.649549402643781,1,0.702376106296347,0.841621782532317,0.841491179591436,0.597059336357874,0.676176057603558,0.485487229847011,0.627370770221912,0.675462131009453,0.509945484681865,0.611086242889205,0.601544130097289,0.601726213866006,0.610659771345769,0.415565856535404,0.640367049924889,0.648041669556069,0.674854452484866,0.662241578464242,0.377071147647542,0.35678369303465,0.464954057336593,0.537433722260701,0.439775493378154,0.516424027511405,0.558428997230335,0.63425318106951,0.682678914909173,0.66975088964195,0.755640140151679,0.649067484752759,0.759671520886961,0.820700940164924,0.510060180148989,0.718008613286411,0.331970380909769,0.467660975541368,0.589519084934516,0.322768175348528,0.714392409155896,0.490941310881522,0.590736645224898,0.607632654098404,0.427901737224874,0.547020631313666,0.248880254695734,0.447160541984788,0.591141080277829,0.322408249107816
"G[Ins(T):R1]G",0.308600307493787,0.793729895622041,0.766714471694356,0.745467624213349,0.332195749136736,0.248577067017827,0.268271536414683,0.236519457139946,0.251161054369211,0.248486663647704,0.235612583293545,0.244917556403788,0.245870453105152,0.262641423660434,0.260289100369498,0.214249680968659,0.221053012953422,0.242986501951175,0.260997250968523,0.262784857636782,0.256102303271151,0.287640778093167,0.262817316161182,0.255884698553768,0.26067031358222,0.261381787353156,0.191489696852833,0.230698032467662,0.226955473836863,0.240842296933457,0.247636208580524,0.218220792628518,0.246429864445551,0.259410561120448,0.254121891364819,0.255290758866263,0.206190003296271,0.257497428809119,0.217819330793122,0.251846127872403,0.255467095714544,0.702376106296347,1,0.840776433142615,0.821906770575091,0.300212102927936,0.30171810275327,0.40960558672901,0.36713075857179,0.370259195384329,0.217347832019701,0.392623445222616,0.517617385924103,0.324603074043699,0.326015326546596,0.18393147352882,0.25523801629122,0.260031080359553,0.267992174807968,0.257083280974485,0.399320526718999,0.625181712247724,0.643507939933815,0.591976161561458,0.211229276469183,0.228771444017972,0.23331846239323,0.248252433195892,0.268343667737892,0.259758159017817,0.616309632294266,0.822717097814637,0.573547298502822,0.629990429190502,0.267664119933335,0.564674493225293,0.41972666942131,0.340655551034074,0.346798186690187,0.12483445603969,0.622314961065001,0.446636718480078,0.339488888818157,0.365695000727774,0.202486871622579,0.630826420158058,0.535205427093032,0.652578753497775,0.481930577461301,0.146001683774398
"G[Ins(T):R2]G",0.303292547294425,0.788217954560846,0.940386177278539,0.892614732892193,0.474004330921407,0.297451153855981,0.447348825696042,0.406320816750278,0.358450533170459,0.403512009063809,0.321501588260673,0.364118173419613,0.399593750742869,0.391682659915826,0.453573381646627,0.278736260490785,0.309710561587306,0.401515588834266,0.355484437893236,0.422794096319972,0.452825911156212,0.394291178279052,0.464691215812268,0.473155807618934,0.394231552218823,0.45769596495685,0.197111318364205,0.329943569391494,0.380963732663833,0.322662446551011,0.383082075560208,0.264670206760645,0.388971262706223,0.446022372606871,0.372305325887798,0.427068117582743,0.222032948782876,0.398609971433282,0.335521612215308,0.369415209159525,0.43548306141918,0.841621782532317,0.840776433142615,1,0.94411730252401,0.455932553738834,0.468227609646115,0.426184212627143,0.523987830128961,0.526318361333048,0.300223822442666,0.473099382870483,0.521174168630745,0.579498021355689,0.508598638600347,0.198597569674881,0.381093938317957,0.440623706243596,0.427441837254168,0.460936372974647,0.389068555037412,0.445297421155513,0.569653657119,0.602039246439884,0.272623938951509,0.293913309519707,0.351823625894186,0.432953923495931,0.44166047051491,0.477462832481764,0.664155161453363,0.814634330397751,0.848111871275315,0.842199163618277,0.301922587868887,0.606842022306467,0.333324582360095,0.465777647190835,0.538172485973605,0.166018424015892,0.672312831781097,0.444556666231931,0.593536828899021,0.49822523806409,0.204648832458522,0.531275418954457,0.360148175444944,0.560518136127198,0.616855799192421,0.179179677478717
