"","Ins(5,):U(3,):R1","Ins(5,):U1:R1","Ins(5,):U2:R1","Ins(2,4):M","Ins2:U1:R0","Ins2:U2:R0","Ins3:U1:R0","Ins3:U3:R0","Ins4:U1:R0","Ins4:U2:R0","Ins4:U4:R0","Ins2:U1:R1","Ins2:U2:R1","Ins3:U1:R1","Ins3:U3:R1","Ins4:U1:R1","Ins4:U2:R1","Ins4:U4:R1","Ins(5,):U(3,):R2","Ins(5,):U(3,):R3","Ins(5,):U(3,):R4","Ins(5,):U1:R2","Ins(5,):U1:R3","Ins(5,):U1:R4","Ins(5,):U2:R2","Ins(5,):U2:R3","Ins(5,):U2:R4","Ins2:U1:R2","Ins2:U1:R3","Ins2:U1:R4","Ins2:U2:R2","Ins2:U2:R3","Ins2:U2:R4","Ins3:U1:R2","Ins3:U1:R3","Ins3:U1:R4","Ins3:U3:R2","Ins3:U3:R3","Ins3:U3:R4","Ins4:U1:R2","Ins4:U1:R3","Ins4:U1:R4","Ins4:U2:R2","Ins4:U2:R3","Ins4:U2:R4","Ins4:U4:R2","Ins4:U4:R3","Ins4:U4:R4","Ins(5,):M","Ins(5,):R0","Ins(5,):U(3,):R(5,9)","Ins(5,):U1:R(5,9)","Ins(5,):U2:R(5,9)","Ins2:U1:R(5,9)","Ins2:U2:R(5,9)","Ins3:U1:R(5,9)","Ins3:U3:R(5,9)","Ins4:U1:R(5,9)","Ins4:U2:R(5,9)","Ins4:U4:R(5,9)"
"Ins4:U4:R4",0.281370740780681,0.106716378565758,0.35273494461636,0.783101016075421,0.544589387651863,0.817765274043816,0.428506613491089,0.744594723086035,0.109994041420029,0.290374299260298,0.634643467966985,0.512519480089679,0.727140039348472,0.194750369633193,0.205265835524141,0.226937571787264,0.315583772718441,0.172966259071303,0.56628684506887,0.648329076940188,0.712291606287551,0.0854066840309731,0.231655333496519,0.203707905354016,0.536957371992151,0.616606914033072,0.755764654097604,0.465708063346657,0.454572524126814,0.720465220722484,0.780764954374268,0.882216560871581,0.908868089308783,0.191635418776721,0.287753296856961,0.289057488341543,0.371022123917766,0.857621535632987,0.896051250575891,0.187140190161387,0.109243143025587,0.21593549669404,0.497775848868419,0.619703253637126,0.830555257021202,0.635418256473179,0.873603933460213,1,0.796190451474381,0.228411730563881,0.853418238595027,0.737603717061534,0.8282625591361,0.661440225481544,0.92458853244017,0.645269252783614,0.94796567188204,0.6815477202859,0.818695723634659,0.893449678197426
"Ins(5,):M",0.372242163527857,0.216981090071554,0.538677620357473,0.963564292509389,0.697381704729809,0.874472904783982,0.5189085704294,0.837117252920614,0.218203045819932,0.446458047518412,0.781396772758435,0.6931628472134,0.751521449315049,0.307899554554948,0.237211832088916,0.294186155954888,0.411865668729543,0.223340802497847,0.677220801881939,0.690121514563446,0.676255107751223,0.139896107441783,0.342375097054106,0.337226467221575,0.651033694137206,0.764139289152018,0.810395809797439,0.521241049871528,0.58931426502586,0.667495050822978,0.859635905320728,0.913740022421907,0.766017614536115,0.261979970045569,0.30426453065041,0.334636898676239,0.437851468160382,0.695064299531866,0.705435761808617,0.239239870692488,0.294582110988147,0.267498842259874,0.605741970388226,0.744042730660868,0.720432754007395,0.752669834299041,0.792622602972968,0.796190451474381,1,0.416993960153817,0.823429917507723,0.825524033621566,0.716553215464606,0.582078528236881,0.819243780174517,0.51288577890164,0.825775122422219,0.529136945614996,0.655148418725098,0.793325966034289
"Ins(5,):R0",0.245875731495469,0.384088980991409,0.215806375629652,0.317746152339761,0.302824758778982,0.350082406800233,0.23349895269482,0.343489103513646,0.15912203255635,0.203708284026777,0.423179615447084,0.295363191819052,0.283681416794468,0.172413535195202,0.129802190175313,0.137466459198729,0.184201120198584,0.116995737394885,0.286301410816139,0.236026277384078,0.229242847394943,0.18902506518673,0.202580810428056,0.178919182396786,0.207196338377411,0.215613912320975,0.227391761106368,0.206662795200854,0.231090947935063,0.229004280411424,0.263193431050731,0.268765602876292,0.202967066001135,0.111215242851215,0.134007669453103,0.140220343845037,0.184416213941287,0.187747042281698,0.182855265185313,0.114133390705787,0.162448308213759,0.132564300875276,0.205268974671433,0.217689203259132,0.18805314861426,0.27426891629171,0.2392067732177,0.228411730563881,0.416993960153817,1,0.225690531531386,0.254351511784196,0.188246751177883,0.158888074776162,0.219851978570901,0.13827522864384,0.211466537120187,0.146792753933389,0.167422245468696,0.214166796714196
"Ins(5,):U(3,):R(5,9)",0.269278684776201,0.112237052314549,0.327550261486815,0.800800353882954,0.534774076305681,0.760235019505512,0.389604738262537,0.720506912610533,0.121024673450354,0.286763533665952,0.617360317421757,0.507897863200341,0.662069599507297,0.218771798429567,0.188097545274749,0.193634231060015,0.314168589059951,0.170497935164938,0.573926407518974,0.67904402378207,0.748569206669889,0.0734965013339486,0.221602707723789,0.215048281863019,0.549555282726803,0.703485676425977,0.81107928156673,0.413037236816148,0.424743757117764,0.596287257640609,0.771880211503671,0.849948655535378,0.778673435804985,0.197541461045714,0.248005540442682,0.255011504584093,0.366244707628085,0.698534769012512,0.769173176600749,0.139269836543319,0.104403154231413,0.180165081244406,0.495557424881805,0.671984115660449,0.718798896135457,0.668879566047256,0.80291116051067,0.853418238595027,0.823429917507723,0.225690531531386,1,0.758376046637879,0.774884861878114,0.564653957912241,0.820214645290424,0.510583459020161,0.884971211244889,0.528025994498387,0.692451482235251,0.899553757119357
"Ins(5,):U1:R(5,9)",0.260193123034933,0.165743177753343,0.437474067856014,0.839360554804697,0.639855308014793,0.821400196332936,0.509197716718544,0.775901739059111,0.16953243883495,0.426970446656241,0.685544203948882,0.567777567875943,0.687750840309167,0.28500589946534,0.184107353023202,0.270615289219684,0.389921552909937,0.171949491062516,0.572730975685888,0.603914296433999,0.57816286143179,0.120175523067161,0.301882176915338,0.318607204155016,0.557606862060584,0.642826738711306,0.717213982331766,0.458304652461074,0.478743951749782,0.648378253563122,0.76026738409786,0.840245451979306,0.764499591423109,0.221722182440312,0.308819273776236,0.320383951403707,0.333470366909529,0.697071586565466,0.712979983756694,0.207640830664091,0.163421799102941,0.215562817836654,0.552295071473188,0.717123097358249,0.759400666181631,0.626417661779142,0.765269483164278,0.737603717061534,0.825524033621566,0.254351511784196,0.758376046637879,1,0.701477100285207,0.659870976632939,0.785976480065818,0.626719249916522,0.770031824486996,0.645823802923958,0.698292087559058,0.695775078809127
"Ins(5,):U2:R(5,9)",0.147014490281897,0.0573519626691317,0.283236072176399,0.631729485549586,0.481655065660728,0.801063257914333,0.41145805555473,0.705397489561875,0.0587796700563945,0.255912451458492,0.609682045304574,0.400261737849186,0.68552740069236,0.147246027668376,0.15025252306819,0.209821884505501,0.259270867322414,0.108340622494922,0.431568454716885,0.525788716714371,0.564807181754442,0.0684864888765718,0.184310339104115,0.150583814254339,0.465221623514896,0.499375942469145,0.741762697119634,0.430769500264914,0.397533933164744,0.797618526284624,0.631066147940261,0.766911595257275,0.931453619587216,0.171934995684576,0.298219607728322,0.283015995165385,0.277729051136679,0.88679426068471,0.934800134472674,0.170517295841726,0.0630330308545573,0.193150595129318,0.38262465135609,0.494859406145688,0.919501216889965,0.47977454385819,0.781211996141882,0.8282625591361,0.716553215464606,0.188246751177883,0.774884861878114,0.701477100285207,1,0.764423212287934,0.926840821188431,0.810900153192858,0.834138776374607,0.86708812087605,0.972556189037321,0.686109032708205
"Ins2:U1:R(5,9)",0.114241838842036,0.0928198092614812,0.249348236652529,0.52430363013188,0.617659173048847,0.799322364907419,0.544114350488359,0.637488678880595,0.0971463195822499,0.370735763736009,0.586303025294944,0.39044965412987,0.575300395020508,0.221311776117954,0.118342066264873,0.259808786816481,0.335599430076209,0.0891089824945308,0.347331353295396,0.404262407438075,0.416861853101608,0.121450151919436,0.183774275681781,0.199516121868179,0.382157841986042,0.359688348353456,0.535681961350979,0.457757190702275,0.404499761463598,0.743798986376509,0.50748583411716,0.664387668165804,0.785975699723529,0.223560905563346,0.346400740040236,0.26753008312728,0.205920939042372,0.71204948181068,0.743477072021647,0.205791331021067,0.0738430095292767,0.140157636961585,0.31130045554709,0.387426897937886,0.727987034677409,0.371694163507514,0.622770337391591,0.661440225481544,0.582078528236881,0.158888074776162,0.564653957912241,0.659870976632939,0.764423212287934,1,0.760424869475197,0.973184005136346,0.65747165970941,0.912177084013005,0.776323268378787,0.531333993649699
"Ins2:U2:R(5,9)",0.204214659394587,0.0973263258851307,0.380418828444832,0.783114591884283,0.577730169116854,0.876651859606813,0.461535408256075,0.787287570679292,0.0842902074899872,0.325866328032533,0.669569495356002,0.506623056479699,0.764791482225538,0.187952777212954,0.184192555151527,0.249130434426766,0.311885283098124,0.147656217128301,0.547201536067046,0.619675779817785,0.642223413018364,0.0836290036655256,0.234629968761109,0.211241661898442,0.547698385774736,0.608355660930828,0.779616624606163,0.501815808846021,0.505574070908624,0.809838706325966,0.783365034654022,0.906743090242856,0.989828440705962,0.186067564427333,0.309056977469038,0.320392648205906,0.35471346775933,0.93055045597752,0.963512479151866,0.194189224859675,0.107226867990063,0.225933653208717,0.490893697771124,0.609957507055822,0.917289837898317,0.602237804963578,0.883020716237612,0.92458853244017,0.819243780174517,0.219851978570901,0.820214645290424,0.785976480065818,0.926840821188431,0.760424869475197,1,0.762313487075413,0.954596756389499,0.8051818229813,0.926104589269675,0.821739395271775
"Ins3:U1:R(5,9)",0.0924800519779863,0.0662860856575663,0.195637761017612,0.442689276528216,0.543350926101521,0.760246084719605,0.510732568646656,0.598787723058344,0.0729526477661784,0.314666064545527,0.550080539651375,0.333973717893477,0.56106208336421,0.184013882205508,0.108654372000079,0.241409579311294,0.294504861138498,0.0702605850349008,0.29284643448017,0.353519717787219,0.361859283994012,0.112073521772923,0.157724483485071,0.167647767514615,0.329900918451019,0.27576463902687,0.500591706819262,0.427362057495606,0.347658992685356,0.765657988126954,0.435714416551172,0.603384247076681,0.804764303879583,0.204743791410372,0.34463640941344,0.264059907440138,0.168064118073534,0.751848232059507,0.782915750435039,0.204277777380397,0.0493219715686358,0.141056226712787,0.264139918863421,0.32645022596811,0.780818755755002,0.292212403633695,0.606904301377955,0.645269252783614,0.51288577890164,0.13827522864384,0.510583459020161,0.626719249916522,0.810900153192858,0.973184005136346,0.762313487075413,1,0.623800181218226,0.974711733072708,0.847332949524803,0.459894303693669
"Ins3:U3:R(5,9)",0.238054677588771,0.103738056759393,0.366368287936586,0.817091584248531,0.561923221630092,0.831338443720143,0.428638244052951,0.766214028346772,0.0969687944307147,0.304656375138583,0.635182645050006,0.526901661802349,0.740601874928423,0.196360517870345,0.193273461250324,0.224253809779994,0.318491141579505,0.166338133763839,0.583968309855576,0.669219632157857,0.717742544956738,0.0732983052332857,0.22694631685465,0.210161453011345,0.563536065640103,0.679859891388825,0.786009328744397,0.473043802897121,0.490746873137541,0.71829762300498,0.827842976660737,0.925085947974485,0.929491499259612,0.185618377607303,0.267639507825349,0.285685583065648,0.384728972161585,0.866683642729643,0.91198539418889,0.173291750697647,0.107090261151255,0.219902162731496,0.513435058256772,0.660431541340494,0.835848414387839,0.658416999325176,0.895998155525639,0.94796567188204,0.825775122422219,0.211466537120187,0.884971211244889,0.770031824486996,0.834138776374607,0.65747165970941,0.954596756389499,0.623800181218226,1,0.655219444199766,0.812219910238943,0.927957706869814
"Ins4:U1:R(5,9)",0.110511969706358,0.062028137404776,0.198904115840158,0.45484333263937,0.50269658075707,0.75847598154823,0.485392445302755,0.611455548977366,0.0679010212748697,0.284590366051742,0.556841756653804,0.339750099542688,0.594864438845358,0.163684828363373,0.120846289749715,0.236634768762107,0.270161602316067,0.073995526329274,0.3105288799541,0.36990399794471,0.370961295073743,0.105737048593296,0.164324511887514,0.165066069318169,0.337138606696699,0.283257889817582,0.529943712043412,0.422723884959174,0.342138365961555,0.793669496373984,0.448215704677038,0.614532824224322,0.851136311632048,0.194271065936524,0.343888855217024,0.280167092719933,0.177958281102126,0.813905605036113,0.843685062390402,0.209142450871321,0.0580706589850885,0.161633009949542,0.282412411239181,0.345089395308628,0.850692488095458,0.29552005525081,0.648506222448019,0.6815477202859,0.529136945614996,0.146792753933389,0.528025994498387,0.645823802923958,0.86708812087605,0.912177084013005,0.8051818229813,0.974711733072708,0.655219444199766,1,0.915571209844168,0.468824699401947
"Ins4:U2:R(5,9)",0.130524465427436,0.0477918570013742,0.262446415253274,0.590437021685325,0.459665098798393,0.787575588506306,0.412359482436301,0.686966115935031,0.0471258331361302,0.242512335096508,0.586899723514311,0.375871675424057,0.681573128730303,0.129025065572598,0.143746255163208,0.214408786402555,0.241724019860115,0.0987830790272344,0.397360270520667,0.486013350946916,0.505972697593529,0.0681826637006038,0.180355563872391,0.149652820205776,0.421858258762358,0.427804987388355,0.683798189352399,0.429107111867032,0.377425686803451,0.809707996844502,0.594772438534971,0.738542874350157,0.948484923673426,0.160701931193434,0.296988501560808,0.285169341333758,0.249901779077388,0.912200827688746,0.952204194444937,0.174661800438056,0.0480582434641227,0.196056717737211,0.373198190034149,0.468185991778153,0.950823070013026,0.42414982123902,0.780656854838159,0.818695723634659,0.655148418725098,0.167422245468696,0.692451482235251,0.698292087559058,0.972556189037321,0.776323268378787,0.926104589269675,0.847332949524803,0.812219910238943,0.915571209844168,1,0.630958931755003
"Ins4:U4:R(5,9)",0.302278400318311,0.114965012213429,0.343370112524886,0.802220627970404,0.530524626539061,0.741136611864517,0.375062056213879,0.693377666250892,0.119203733231486,0.282200212937645,0.587735416372728,0.522486617993817,0.666456917368855,0.211216643820956,0.205359154648017,0.197307524029379,0.322035313042502,0.186914601778943,0.592209032020864,0.690904060123462,0.76723159219078,0.0806537466672302,0.223947409490961,0.206578834573271,0.540542455468937,0.683351717466073,0.738590466903239,0.424248688155154,0.454771304367557,0.584390163621129,0.799929020058521,0.861360409657421,0.777985366991882,0.18864421787935,0.22971882732688,0.251081984510536,0.400287813817084,0.714747164403578,0.764826518814704,0.142982875319047,0.117293670827735,0.193017353711977,0.49521509933544,0.651808273085946,0.66792466571069,0.692232208517161,0.828823072711079,0.893449678197426,0.793325966034289,0.214166796714196,0.899553757119357,0.695775078809127,0.686109032708205,0.531333993649699,0.821739395271775,0.459894303693669,0.927957706869814,0.468824699401947,0.630958931755003,1
