"","Ins(5,):U(3,):R1","Ins(5,):U1:R1","Ins(5,):U2:R1","Ins(2,4):M","Ins2:U1:R0","Ins2:U2:R0","Ins3:U1:R0","Ins3:U3:R0","Ins4:U1:R0","Ins4:U2:R0","Ins4:U4:R0","Ins2:U1:R1","Ins2:U2:R1","Ins3:U1:R1","Ins3:U3:R1","Ins4:U1:R1","Ins4:U2:R1","Ins4:U4:R1","Ins(5,):U(3,):R2","Ins(5,):U(3,):R3","Ins(5,):U(3,):R4","Ins(5,):U1:R2","Ins(5,):U1:R3","Ins(5,):U1:R4","Ins(5,):U2:R2","Ins(5,):U2:R3","Ins(5,):U2:R4","Ins2:U1:R2","Ins2:U1:R3","Ins2:U1:R4","Ins2:U2:R2","Ins2:U2:R3","Ins2:U2:R4","Ins3:U1:R2","Ins3:U1:R3","Ins3:U1:R4","Ins3:U3:R2","Ins3:U3:R3","Ins3:U3:R4","Ins4:U1:R2","Ins4:U1:R3","Ins4:U1:R4","Ins4:U2:R2","Ins4:U2:R3","Ins4:U2:R4","Ins4:U4:R2","Ins4:U4:R3","Ins4:U4:R4","Ins(5,):M","Ins(5,):R0","Ins(5,):U(3,):R(5,9)","Ins(5,):U1:R(5,9)","Ins(5,):U2:R(5,9)","Ins2:U1:R(5,9)","Ins2:U2:R(5,9)","Ins3:U1:R(5,9)","Ins3:U3:R(5,9)","Ins4:U1:R(5,9)","Ins4:U2:R(5,9)","Ins4:U4:R(5,9)"
"Ins(5,):U(3,):R4",0.317992251306269,0.133421746776601,0.306255383036744,0.672011033500371,0.448147644265075,0.615540099136349,0.328658635037116,0.584862406421463,0.106919156025431,0.259310898892921,0.526130452507282,0.447232164349037,0.558694609536635,0.1953262131904,0.189744819433431,0.151671281250492,0.251894380987017,0.172346283083187,0.503461033315335,0.571168182906453,1,0.0660687441446819,0.206490530127599,0.183294611133219,0.436721752290468,0.558339063844505,0.612460975228497,0.370641467179265,0.400102957591219,0.475310729140205,0.651857126514668,0.690038711574853,0.604950775391304,0.165577845011093,0.215243845687276,0.225385896247299,0.342344522015599,0.569888715820635,0.59467865622814,0.11398849750758,0.0860441638215511,0.151593219946043,0.413444461410246,0.532104785270194,0.528877054906388,0.594547432558601,0.658810476031929,0.712291606287551,0.676255107751223,0.229242847394943,0.748569206669889,0.57816286143179,0.564807181754442,0.416861853101608,0.642223413018364,0.361859283994012,0.717742544956738,0.370961295073743,0.505972697593529,0.76723159219078
"Ins(5,):U1:R2",0.0906478871034118,0.112022836362421,0.0696016405616257,0.114355501960273,0.194769671067709,0.158416175756655,0.151616116450469,0.144239071775554,0.0850752667500336,0.13245769757745,0.184208852420354,0.167251977435124,0.1516994362135,0.1330972172349,0.111194067530357,0.109168349583352,0.0989923305746871,0.0811164259804793,0.0944519684652875,0.081518723004267,0.0660687441446819,1,0.10905848405607,0.0920104605648892,0.0797102898963869,0.0417790864552604,0.0543869930289435,0.164105842671913,0.137464674912589,0.137986796756081,0.103657448250796,0.0964956113271833,0.0768171340081263,0.15424896127852,0.12511579416956,0.0802725687033181,0.102670290255558,0.069445230081758,0.065609362099638,0.147691052817451,0.104719377720155,0.0607282928244918,0.097514554379631,0.0698523784144155,0.0666463409362746,0.105597564350831,0.0722820841662251,0.0854066840309731,0.139896107441783,0.18902506518673,0.0734965013339486,0.120175523067161,0.0684864888765718,0.121450151919436,0.0836290036655256,0.112073521772923,0.0732983052332857,0.105737048593296,0.0681826637006038,0.0806537466672302
"Ins(5,):U1:R3",0.164636283868201,0.122611275994535,0.220386136451516,0.332636364024059,0.269609879563439,0.298833906553534,0.217998691561802,0.290632063389643,0.116459518591289,0.185422977615743,0.291074577162495,0.27426512592758,0.266619216850182,0.147525522632568,0.0910781414072217,0.177645615593125,0.13583991316935,0.0833818413902007,0.243127996164118,0.23504700583546,0.206490530127599,0.10905848405607,1,0.138314274815829,0.221362209702852,0.245605145729348,0.264765149895375,0.231059584655174,0.272302147430562,0.220539699800578,0.295430363674249,0.289788778748692,0.215222783952564,0.116920062827081,0.164322634766522,0.145804762295453,0.158732954466063,0.189028537404945,0.18825550302622,0.139442227819908,0.1165619986868,0.0874305412263812,0.256781408506909,0.284649666306039,0.207959413200748,0.269066601284674,0.240509447511965,0.231655333496519,0.342375097054106,0.202580810428056,0.221602707723789,0.301882176915338,0.184310339104115,0.183774275681781,0.234629968761109,0.157724483485071,0.22694631685465,0.164324511887514,0.180355563872391,0.223947409490961
"Ins(5,):U1:R4",0.241343133459067,0.114826051971902,0.200324634350505,0.325967018989604,0.316802334963583,0.301732417970366,0.219255058482854,0.286990955380962,0.176640184126993,0.238774411647515,0.307031341470764,0.359909649552612,0.257499967701674,0.170277157837692,0.111189647634812,0.128040945516891,0.201869521476483,0.0936510543770661,0.262431246244861,0.213106232707642,0.183294611133219,0.0920104605648892,0.138314274815829,1,0.155900592680142,0.182562680140877,0.173535060187567,0.245170022329525,0.251921551392594,0.223140291464429,0.2563323687063,0.268552446469821,0.197567236984704,0.206611488818892,0.152888532127706,0.167761521088638,0.149197220154525,0.178232746791574,0.168387826320185,0.189435295954544,0.313711507799723,0.146259418403497,0.215202530033017,0.23230467549948,0.177134366374803,0.254180894624526,0.223640911953967,0.203707905354016,0.337226467221575,0.178919182396786,0.215048281863019,0.318607204155016,0.150583814254339,0.199516121868179,0.211241661898442,0.167647767514615,0.210161453011345,0.165066069318169,0.149652820205776,0.206578834573271
"Ins(5,):U2:R2",0.171140102905472,0.140582516959364,0.42899915565505,0.650393491627475,0.4494932092326,0.575098490295367,0.312001827247702,0.551765850236401,0.122245045542911,0.245188974553286,0.470552753096979,0.423930309203958,0.490485267693438,0.194029046028302,0.145272378912813,0.228122995577338,0.249447774734001,0.137465000862426,0.451579570792343,0.441469032509532,0.436721752290468,0.0797102898963869,0.221362209702852,0.155900592680142,1,0.57009618173671,0.604336163229079,0.316950818282488,0.345873554712344,0.430187390832627,0.618191320641876,0.626569872053316,0.503645224053863,0.162637966819889,0.204229559223432,0.239382112483458,0.293534108763766,0.469488026235543,0.456628925465612,0.159356044351689,0.127665392941806,0.178784252627211,0.454220883567058,0.595108045639507,0.497763027295676,0.540720455811038,0.542237307685167,0.536957371992151,0.651033694137206,0.207196338377411,0.549555282726803,0.557606862060584,0.465221623514896,0.382157841986042,0.547698385774736,0.329900918451019,0.563536065640103,0.337138606696699,0.421858258762358,0.540542455468937
"Ins(5,):U2:R3",0.220112047402143,0.137982792089395,0.446306019441632,0.781677993564435,0.481937618238213,0.617147286234095,0.341310679076447,0.627421007192163,0.132795899795316,0.286159121817879,0.513343220775729,0.47465493349303,0.552560807466807,0.222269706108082,0.153414332128737,0.192630495121316,0.266447029678668,0.167906034133999,0.565505816350366,0.590365746382643,0.558339063844505,0.0417790864552604,0.245605145729348,0.182562680140877,0.57009618173671,1,0.738608910750164,0.339099341664622,0.379231416736816,0.416850889293663,0.74606395939321,0.761608030590372,0.55587277304283,0.160868519263896,0.157205556509331,0.202214539659735,0.331248416633447,0.500255547730574,0.516085344544997,0.0990854865748404,0.095495154591631,0.176920392749757,0.524833235837684,0.714406952132159,0.555018900441462,0.632995958366742,0.655466328393097,0.616606914033072,0.764139289152018,0.215613912320975,0.703485676425977,0.642826738711306,0.499375942469145,0.359688348353456,0.608355660930828,0.27576463902687,0.679859891388825,0.283257889817582,0.427804987388355,0.683351717466073
"Ins(5,):U2:R4",0.218281515889836,0.104820473642204,0.479224551739607,0.787651603633255,0.502778243234745,0.730702316833363,0.36729571092756,0.707746060345048,0.124267463651659,0.268914009194166,0.597690886034564,0.467955912430911,0.64765380342645,0.195343118403066,0.165379282989281,0.218160552685259,0.295435440676015,0.164808129189233,0.541240078295399,0.587269547490505,0.612460975228497,0.0543869930289435,0.264765149895375,0.173535060187567,0.604336163229079,0.738608910750164,1,0.377765946625585,0.381002851773035,0.589613644912706,0.775459642606175,0.825910658457408,0.747177957424393,0.166862152029523,0.223295763471792,0.243697690552303,0.340435244343372,0.686616628966366,0.720784019872162,0.126241507047538,0.071754104172814,0.182629990204366,0.528474471722139,0.731371777883637,0.750055547848519,0.651217739844983,0.747600257502503,0.755764654097604,0.810395809797439,0.227391761106368,0.81107928156673,0.717213982331766,0.741762697119634,0.535681961350979,0.779616624606163,0.500591706819262,0.786009328744397,0.529943712043412,0.683798189352399,0.738590466903239
"Ins2:U1:R2",0.325446399835617,0.141259703522049,0.24280428106982,0.504985589575315,0.518029101395672,0.590679865571439,0.369004032477135,0.524242059315493,0.134997581631706,0.292010995871939,0.518374635124174,0.632383761772137,0.632847304444487,0.330012246205074,0.36376398282749,0.257552420044351,0.257199940736774,0.315440316562045,0.355858178841689,0.356904818161784,0.370641467179265,0.164105842671913,0.231059584655174,0.245170022329525,0.316950818282488,0.339099341664622,0.377765946625585,1,0.67941484277487,0.610310440069988,0.551771571299943,0.529691502672021,0.491501448166055,0.393468289959236,0.377947641220752,0.354095459674273,0.395053438477368,0.453358691773368,0.446308688460448,0.263433663956307,0.239280180482156,0.194838330265049,0.410134034557784,0.346999578792387,0.437602184801436,0.405476758058454,0.455279977022611,0.465708063346657,0.521241049871528,0.206662795200854,0.413037236816148,0.458304652461074,0.430769500264914,0.457757190702275,0.501815808846021,0.427362057495606,0.473043802897121,0.422723884959174,0.429107111867032,0.424248688155154
"Ins2:U1:R3",0.330776145594826,0.153104006833525,0.315169229455217,0.578627487568118,0.539237592378384,0.594929550970278,0.373392021425248,0.528375016480413,0.168647811660562,0.350506201980838,0.539948612922434,0.672824955086901,0.588761295926856,0.317632699752667,0.300920166672734,0.263350699626672,0.269574915565285,0.267485816862358,0.394750642266134,0.386934485049728,0.400102957591219,0.137464674912589,0.272302147430562,0.251921551392594,0.345873554712344,0.379231416736816,0.381002851773035,0.67941484277487,1,0.569420841697481,0.570395141910675,0.551344114437857,0.474567201908727,0.303856185607827,0.328985404730383,0.357167025208472,0.403249287456323,0.418428047012302,0.41230377292153,0.242190742860619,0.2673063329473,0.17526610908907,0.414695333927513,0.387526978990885,0.388064891623012,0.454453108669599,0.446534244593315,0.454572524126814,0.58931426502586,0.231090947935063,0.424743757117764,0.478743951749782,0.397533933164744,0.404499761463598,0.505574070908624,0.347658992685356,0.490746873137541,0.342138365961555,0.377425686803451,0.454771304367557
"Ins2:U1:R4",0.278514351332915,0.0996479454464131,0.290047389610915,0.610724120171855,0.562927864273067,0.791511056603452,0.458939274426776,0.678940589594267,0.102923859756591,0.33282818171843,0.638019584965457,0.550229199912494,0.732767893221524,0.234890840483815,0.283099528577139,0.274331400447028,0.315318535944738,0.238277141541367,0.440444306608034,0.472088037176232,0.475310729140205,0.137986796756081,0.220539699800578,0.223140291464429,0.430187390832627,0.416850889293663,0.589613644912706,0.610310440069988,0.569420841697481,1,0.631379210238921,0.713592168895528,0.819997921474334,0.281105405922029,0.381406661506231,0.353054599300061,0.375312190265978,0.786938688366374,0.792591589826338,0.264936127013911,0.172374693348439,0.241029470344735,0.424583882838424,0.445723288711464,0.778178309010293,0.472755780015103,0.687261388509928,0.720465220722484,0.667495050822978,0.229004280411424,0.596287257640609,0.648378253563122,0.797618526284624,0.743798986376509,0.809838706325966,0.765657988126954,0.71829762300498,0.793669496373984,0.809707996844502,0.584390163621129
"Ins2:U2:R2",0.320388817793505,0.163925405155401,0.51557375848944,0.888316851081304,0.589315847139059,0.785353368212587,0.420990932437278,0.77546278546037,0.1548960501284,0.377974166374279,0.664001141891445,0.61255325559881,0.845372838752953,0.27427472486091,0.483851832291941,0.255799656657578,0.353225400377468,0.489685092914506,0.625738631676855,0.637566802850804,0.651857126514668,0.103657448250796,0.295430363674249,0.2563323687063,0.618191320641876,0.74606395939321,0.775459642606175,0.551771571299943,0.570395141910675,0.631379210238921,1,0.906231924482338,0.737526900711317,0.24774916036098,0.295683363477041,0.358216595802086,0.607210485938134,0.682643769278696,0.683348294963312,0.168244070496687,0.152363201718768,0.230254187823219,0.706477072450866,0.800046009525355,0.696162014229825,0.777717559532275,0.780044815995516,0.780764954374268,0.859635905320728,0.263193431050731,0.771880211503671,0.76026738409786,0.631066147940261,0.50748583411716,0.783365034654022,0.435714416551172,0.827842976660737,0.448215704677038,0.594772438534971,0.799929020058521
"Ins2:U2:R3",0.272940366666306,0.149095079953923,0.489074140954371,0.922569619371548,0.650406578678474,0.878323525788554,0.494538208185984,0.823693501542085,0.149662951374505,0.382722936799015,0.706392728204691,0.6107522904283,0.787348074805585,0.254551052053107,0.256360122994246,0.271372186823464,0.388004746704923,0.249154030331678,0.639414898471118,0.682772874820424,0.690038711574853,0.0964956113271833,0.289788778748692,0.268552446469821,0.626569872053316,0.761608030590372,0.825910658457408,0.529691502672021,0.551344114437857,0.713592168895528,0.906231924482338,1,0.874219321250685,0.218885748671379,0.304814962089197,0.32635464194685,0.449244574323034,0.796263070904133,0.814404684163567,0.198561666757204,0.146860713052792,0.241622689285231,0.612778914026847,0.762476415969925,0.805225768663806,0.732510005072208,0.870458414339359,0.882216560871581,0.913740022421907,0.268765602876292,0.849948655535378,0.840245451979306,0.766911595257275,0.664387668165804,0.906743090242856,0.603384247076681,0.925085947974485,0.614532824224322,0.738542874350157,0.861360409657421
"Ins2:U2:R4",0.188646071663834,0.0828587384861014,0.343168034247703,0.727883950314357,0.550548578644802,0.859495345444388,0.454655444561926,0.758910437642167,0.0757108281173325,0.305197791963748,0.645533890941729,0.472738448432529,0.750181574554115,0.172428417735581,0.177234810655045,0.241193829117817,0.296460461235804,0.137423673889204,0.508478466703409,0.583896552062582,0.604950775391304,0.0768171340081263,0.215222783952564,0.197567236984704,0.503645224053863,0.55587277304283,0.747177957424393,0.491501448166055,0.474567201908727,0.819997921474334,0.737526900711317,0.874219321250685,1,0.183307527874529,0.310159581409856,0.316460205985776,0.327003681897361,0.941491380189453,0.977314698013749,0.191156495590071,0.0860191602931007,0.216554457318511,0.460009789495971,0.577147995080812,0.935902773749529,0.549039978490494,0.869036929784618,0.908868089308783,0.766017614536115,0.202967066001135,0.778673435804985,0.764499591423109,0.931453619587216,0.785975699723529,0.989828440705962,0.804764303879583,0.929491499259612,0.851136311632048,0.948484923673426,0.777985366991882
"Ins3:U1:R2",0.230354408978043,0.0960200834482945,0.0912405020228127,0.244152294280828,0.285127170554901,0.279706921404904,0.220084590299196,0.247053338113897,0.109142930382625,0.173479848683381,0.268178380417555,0.358429358770431,0.309223603872209,0.225674679959797,0.206053933709412,0.143896726618751,0.16244521376711,0.166600175283517,0.206450409243543,0.184061365700322,0.165577845011093,0.15424896127852,0.116920062827081,0.206611488818892,0.162637966819889,0.160868519263896,0.166862152029523,0.393468289959236,0.303856185607827,0.281105405922029,0.24774916036098,0.218885748671379,0.183307527874529,1,0.223197156910646,0.190342260334552,0.220106359697266,0.171145013843857,0.168419190712743,0.165885107058843,0.221310560535117,0.176537496272537,0.199439821022463,0.186132409261339,0.176743411461515,0.196581668792739,0.193555971865557,0.191635418776721,0.261979970045569,0.111215242851215,0.197541461045714,0.221722182440312,0.171934995684576,0.223560905563346,0.186067564427333,0.204743791410372,0.185618377607303,0.194271065936524,0.160701931193434,0.18864421787935
"Ins3:U1:R3",0.188744935814295,0.0983857814374514,0.145850465726912,0.279648840813097,0.314503794121894,0.371017186729392,0.25823722417874,0.311051010621671,0.098753764902134,0.203256305806017,0.306426648226765,0.32631744177295,0.378750385057217,0.2047007807409,0.224217615905937,0.157177238250958,0.161775256601154,0.184332321179666,0.210648701085778,0.205868054914988,0.215243845687276,0.12511579416956,0.164322634766522,0.152888532127706,0.204229559223432,0.157205556509331,0.223295763471792,0.377947641220752,0.328985404730383,0.381406661506231,0.295683363477041,0.304814962089197,0.310159581409856,0.223197156910646,1,0.187213078310048,0.239004797036508,0.295814170590718,0.287374553465975,0.21499856180411,0.137351305931428,0.0936296075225015,0.226230345246704,0.197816834515674,0.283412287846911,0.230476257389485,0.264766088921972,0.287753296856961,0.30426453065041,0.134007669453103,0.248005540442682,0.308819273776236,0.298219607728322,0.346400740040236,0.309056977469038,0.34463640941344,0.267639507825349,0.343888855217024,0.296988501560808,0.22971882732688
"Ins3:U1:R4",0.256280838305341,0.0911106938907325,0.18576790408637,0.328756061751921,0.292608524134207,0.364953051976059,0.243681061059008,0.330392067321176,0.0794108952596135,0.205286454245892,0.332628718877478,0.333765333400855,0.411980466922374,0.16530822300481,0.270304041382288,0.157384679533021,0.161317339154123,0.240820459316986,0.264220188903773,0.226364206957749,0.225385896247299,0.0802725687033181,0.145804762295453,0.167761521088638,0.239382112483458,0.202214539659735,0.243697690552303,0.354095459674273,0.357167025208472,0.353054599300061,0.358216595802086,0.32635464194685,0.316460205985776,0.190342260334552,0.187213078310048,1,0.277945987082287,0.304124741770642,0.299190123198111,0.102554129670514,0.124678957719693,0.123894651166006,0.297299155737475,0.269170594815674,0.294574811918914,0.294817250426743,0.292237260554895,0.289057488341543,0.334636898676239,0.140220343845037,0.255011504584093,0.320383951403707,0.283015995165385,0.26753008312728,0.320392648205906,0.264059907440138,0.285685583065648,0.280167092719933,0.285169341333758,0.251081984510536
"Ins3:U3:R2",0.336988470821617,0.126002038961647,0.275332533154443,0.451404288478097,0.322641561298256,0.411452062863747,0.210104548245285,0.428921739310968,0.107871487710701,0.232493614904816,0.405164704908752,0.393242160641248,0.65255184107938,0.215751612315658,0.71410399010749,0.138414208568626,0.198905214761543,0.715498011605954,0.368257707611825,0.317456706682217,0.342344522015599,0.102670290255558,0.158732954466063,0.149197220154525,0.293534108763766,0.331248416633447,0.340435244343372,0.395053438477368,0.403249287456323,0.375312190265978,0.607210485938134,0.449244574323034,0.327003681897361,0.220106359697266,0.239004797036508,0.277945987082287,1,0.322341739495742,0.301815355741004,0.151824683572608,0.136972568090163,0.136457117370801,0.520757674168181,0.419417290609465,0.310793166881946,0.511153168610756,0.36691917087635,0.371022123917766,0.437851468160382,0.184416213941287,0.366244707628085,0.333470366909529,0.277729051136679,0.205920939042372,0.35471346775933,0.168064118073534,0.384728972161585,0.177958281102126,0.249901779077388,0.400287813817084
"Ins3:U3:R3",0.204236730922479,0.0727627954082941,0.32137267248756,0.653163350860671,0.485505842189145,0.789047789951346,0.40584553020057,0.698664460608551,0.0618206023897449,0.253303953923032,0.59626514837763,0.431950579498549,0.715096514388261,0.141988544418849,0.194266482591564,0.21634189828526,0.272644611765023,0.152985106257311,0.485251918859311,0.539635424876598,0.569888715820635,0.069445230081758,0.189028537404945,0.178232746791574,0.469488026235543,0.500255547730574,0.686616628966366,0.453358691773368,0.418428047012302,0.786938688366374,0.682643769278696,0.796263070904133,0.941491380189453,0.171145013843857,0.295814170590718,0.304124741770642,0.322341739495742,1,0.935660256235313,0.173105390504031,0.0682293578429302,0.210722823098966,0.433098301418522,0.5223037619206,0.898543653533967,0.515718801219819,0.818150697085321,0.857621535632987,0.695064299531866,0.187747042281698,0.698534769012512,0.697071586565466,0.88679426068471,0.71204948181068,0.93055045597752,0.751848232059507,0.866683642729643,0.813905605036113,0.912200827688746,0.714747164403578
"Ins3:U3:R4",0.186461647158901,0.0636052630457512,0.287673334965492,0.659107497985432,0.48938249256477,0.809866772517352,0.418574894184669,0.713761529982963,0.0568139771656693,0.258528532098331,0.597027713291338,0.424677782319041,0.716529138444909,0.144841436829432,0.167182284071528,0.216505037362968,0.254543346056414,0.123854928962439,0.474798262485178,0.559361116981335,0.59467865622814,0.065609362099638,0.18825550302622,0.168387826320185,0.456628925465612,0.516085344544997,0.720784019872162,0.446308688460448,0.41230377292153,0.792591589826338,0.683348294963312,0.814404684163567,0.977314698013749,0.168419190712743,0.287374553465975,0.299190123198111,0.301815355741004,0.935660256235313,1,0.169840360514537,0.0559534148095156,0.204649038026903,0.417713357218906,0.537007020451084,0.929130647050842,0.505818138833661,0.853952213612663,0.896051250575891,0.705435761808617,0.182855265185313,0.769173176600749,0.712979983756694,0.934800134472674,0.743477072021647,0.963512479151866,0.782915750435039,0.91198539418889,0.843685062390402,0.952204194444937,0.764826518814704
"Ins4:U1:R2",0.125912080383098,0.0725505024533297,0.121041106522114,0.215536297191869,0.257918916820915,0.247001045949826,0.213436853516036,0.206127465513847,0.194594079882557,0.173569314367854,0.23192667404799,0.298100007749913,0.229193669398483,0.191681402110256,0.102030736509404,0.144762161231102,0.171055415098309,0.0571417326611685,0.126548071688864,0.125113571178941,0.11398849750758,0.147691052817451,0.139442227819908,0.189435295954544,0.159356044351689,0.0990854865748404,0.126241507047538,0.263433663956307,0.242190742860619,0.264936127013911,0.168244070496687,0.198561666757204,0.191156495590071,0.165885107058843,0.21499856180411,0.102554129670514,0.151824683572608,0.173105390504031,0.169840360514537,1,0.319576745586388,0.13007501044648,0.148034042872363,0.113631199488471,0.160508971964132,0.150309731775483,0.154406332428488,0.187140190161387,0.239239870692488,0.114133390705787,0.139269836543319,0.207640830664091,0.170517295841726,0.205791331021067,0.194189224859675,0.204277777380397,0.173291750697647,0.209142450871321,0.174661800438056,0.142982875319047
"Ins4:U1:R3",0.26644078763603,0.09223000014405,0.109846522087168,0.257710472172875,0.28222504555163,0.208117556035354,0.210707002579718,0.191800413693779,0.261194998851117,0.208999594602581,0.28439679999663,0.398604542432406,0.163980199121152,0.17184282338268,0.119301800521945,0.178056600503701,0.158050372675608,0.0933574274114742,0.15746732867939,0.127126475063531,0.0860441638215511,0.104719377720155,0.1165619986868,0.313711507799723,0.127665392941806,0.095495154591631,0.071754104172814,0.239280180482156,0.2673063329473,0.172374693348439,0.152363201718768,0.146860713052792,0.0860191602931007,0.221310560535117,0.137351305931428,0.124678957719693,0.136972568090163,0.0682293578429302,0.0559534148095156,0.319576745586388,1,0.22325976376135,0.122018647915047,0.0905783691053783,0.0518764093838779,0.167690836304377,0.0983068666418816,0.109243143025587,0.294582110988147,0.162448308213759,0.104403154231413,0.163421799102941,0.0630330308545573,0.0738430095292767,0.107226867990063,0.0493219715686358,0.107090261151255,0.0580706589850885,0.0480582434641227,0.117293670827735
"Ins4:U1:R4",0.186470480017305,0.089849753808487,0.109078777672064,0.249440479390175,0.208180186812104,0.238419148266112,0.144069746193008,0.230123673570996,0.102057531003384,0.117745084783535,0.227994177393009,0.263383016468866,0.230321514762719,0.0948238322723561,0.110104161318172,0.121679029598945,0.10310734840117,0.0805724305582499,0.201888973797356,0.168452240657132,0.151593219946043,0.0607282928244918,0.0874305412263812,0.146259418403497,0.178784252627211,0.176920392749757,0.182629990204366,0.194838330265049,0.17526610908907,0.241029470344735,0.230254187823219,0.241622689285231,0.216554457318511,0.176537496272537,0.0936296075225015,0.123894651166006,0.136457117370801,0.210722823098966,0.204649038026903,0.13007501044648,0.22325976376135,1,0.180999452552351,0.180447787779072,0.217515663762679,0.193426191634513,0.222297862954929,0.21593549669404,0.267498842259874,0.132564300875276,0.180165081244406,0.215562817836654,0.193150595129318,0.140157636961585,0.225933653208717,0.141056226712787,0.219902162731496,0.161633009949542,0.196056717737211,0.193017353711977
"Ins4:U2:R2",0.26345607597187,0.15477519767333,0.429552178266829,0.649346369748423,0.420290936868725,0.542846528497353,0.295426158322298,0.564427077922583,0.142111421415614,0.298343276314017,0.48200594908005,0.464449387557481,0.653510535280002,0.22267617336283,0.480150287581924,0.210436226358338,0.249772840632932,0.496503668461938,0.466099597157676,0.429849440755332,0.413444461410246,0.097514554379631,0.256781408506909,0.215202530033017,0.454220883567058,0.524833235837684,0.528474471722139,0.410134034557784,0.414695333927513,0.424583882838424,0.706477072450866,0.612778914026847,0.460009789495971,0.199439821022463,0.226230345246704,0.297299155737475,0.520757674168181,0.433098301418522,0.417713357218906,0.148034042872363,0.122018647915047,0.180999452552351,1,0.649248268142774,0.482352879847807,0.572521470197925,0.522338305992655,0.497775848868419,0.605741970388226,0.205268974671433,0.495557424881805,0.552295071473188,0.38262465135609,0.31130045554709,0.490893697771124,0.264139918863421,0.513435058256772,0.282412411239181,0.373198190034149,0.49521509933544
"Ins4:U2:R3",0.235093209040386,0.149898828936472,0.509038151270276,0.79614591600643,0.482874674763627,0.637932097250662,0.351397712400174,0.646362784963785,0.160852595736105,0.309999721935189,0.528030205149267,0.486420474078953,0.637260530619783,0.220653093265022,0.28461915267944,0.22926709727551,0.283236540200571,0.302751063293368,0.533011457343664,0.53063226684762,0.532104785270194,0.0698523784144155,0.284649666306039,0.23230467549948,0.595108045639507,0.714406952132159,0.731371777883637,0.346999578792387,0.387526978990885,0.445723288711464,0.800046009525355,0.762476415969925,0.577147995080812,0.186132409261339,0.197816834515674,0.269170594815674,0.419417290609465,0.5223037619206,0.537007020451084,0.113631199488471,0.0905783691053783,0.180447787779072,0.649248268142774,1,0.625248468953217,0.666581690431012,0.666432065137043,0.619703253637126,0.744042730660868,0.217689203259132,0.671984115660449,0.717123097358249,0.494859406145688,0.387426897937886,0.609957507055822,0.32645022596811,0.660431541340494,0.345089395308628,0.468185991778153,0.651808273085946
"Ins4:U2:R4",0.165179782661744,0.0726896326994593,0.355152221304514,0.690560710818083,0.485512200723722,0.805393100865296,0.427512495416583,0.732504802494079,0.083453862315623,0.253768736123067,0.605666589471218,0.433434295402026,0.727359555236751,0.158087916419788,0.192151249259977,0.236206084840346,0.272102897901987,0.162559365994167,0.467259839357721,0.538677443503154,0.528877054906388,0.0666463409362746,0.207959413200748,0.177134366374803,0.497763027295676,0.555018900441462,0.750055547848519,0.437602184801436,0.388064891623012,0.778178309010293,0.696162014229825,0.805225768663806,0.935902773749529,0.176743411461515,0.283412287846911,0.294574811918914,0.310793166881946,0.898543653533967,0.929130647050842,0.160508971964132,0.0518764093838779,0.217515663762679,0.482352879847807,0.625248468953217,1,0.509066660331157,0.82788229937583,0.830555257021202,0.720432754007395,0.18805314861426,0.718798896135457,0.759400666181631,0.919501216889965,0.727987034677409,0.917289837898317,0.780818755755002,0.835848414387839,0.850692488095458,0.950823070013026,0.66792466571069
"Ins4:U4:R2",0.376019242512084,0.163397685785824,0.462908972784772,0.766946432718527,0.512913692972796,0.643485433530869,0.355637605760368,0.643047997838889,0.152944545911954,0.32366876536533,0.581674426310912,0.532068200793721,0.660910764265001,0.244156396835795,0.362393313075896,0.216860084794233,0.324752270428918,0.369312088402505,0.60078365403971,0.568618761342956,0.594547432558601,0.105597564350831,0.269066601284674,0.254180894624526,0.540720455811038,0.632995958366742,0.651217739844983,0.405476758058454,0.454453108669599,0.472755780015103,0.777717559532275,0.732510005072208,0.549039978490494,0.196581668792739,0.230476257389485,0.294817250426743,0.511153168610756,0.515718801219819,0.505818138833661,0.150309731775483,0.167690836304377,0.193426191634513,0.572521470197925,0.666581690431012,0.509066660331157,1,0.623213796588115,0.635418256473179,0.752669834299041,0.27426891629171,0.668879566047256,0.626417661779142,0.47977454385819,0.371694163507514,0.602237804963578,0.292212403633695,0.658416999325176,0.29552005525081,0.42414982123902,0.692232208517161
"Ins4:U4:R3",0.289816092280647,0.120207098698915,0.408861992585181,0.795987338306487,0.549410907575028,0.807062119990065,0.425506116049346,0.751971306142239,0.113511144124204,0.291583638147545,0.626991901220015,0.519709475528168,0.717601536546807,0.200865665407059,0.199485040096485,0.231652592371245,0.295147598547714,0.178228828480936,0.590884768828687,0.657923787403614,0.658810476031929,0.0722820841662251,0.240509447511965,0.223640911953967,0.542237307685167,0.655466328393097,0.747600257502503,0.455279977022611,0.446534244593315,0.687261388509928,0.780044815995516,0.870458414339359,0.869036929784618,0.193555971865557,0.264766088921972,0.292237260554895,0.36691917087635,0.818150697085321,0.853952213612663,0.154406332428488,0.0983068666418816,0.222297862954929,0.522338305992655,0.666432065137043,0.82788229937583,0.623213796588115,1,0.873603933460213,0.792622602972968,0.2392067732177,0.80291116051067,0.765269483164278,0.781211996141882,0.622770337391591,0.883020716237612,0.606904301377955,0.895998155525639,0.648506222448019,0.780656854838159,0.828823072711079
